Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.6,14.8,0.4,17371.3,325.8,180.4,41.9,11.3,147.7,45.7,2.2,1.4,1.1,1.7,3.2,1.1,2.1,0.5,26.2,31.6,65.9,764.6,22.3,347.1,5.3,0.5,0.7,7.5,8.3,50.4,87.6,53.7,29.1,101.2
"Energy extraction",0.8,0,0.2,0.2,1.1,0.1,0,0.3,110.1,4,0.2,0.8,1.1,0,0,0.1,0,0.3,0.1,0.1,39.8,0.3,1.4,0.9,0.3,0,0.1,0,0.1,0.2,0.2,0.2,0.3,0.3,1.1
"Mining (non-energy)",20.4,0.5,0,0.4,1.1,0.6,1.3,3.5,415.6,58.5,1.4,142.2,1910.5,45.2,6.3,26.7,6.5,1.8,1.3,26.6,146.5,190.9,19.8,8.6,2,0,0,0,1.5,1.3,1.1,3.5,0.4,0,4.7
"Mining support",30.6,5.1,7.5,0,1.6,0,0.1,0.3,0.8,0.3,0.4,0.4,0.1,0,0,0,0.1,0,0,0.2,6.7,11.2,0,0.4,0,0,0,0,0,0,0.2,0.8,0.4,0,0
"Food, beverages, tobacco",3866.1,0.1,0.5,0.1,0,105.4,6.6,22,12.7,162.2,4.2,6.4,0.8,0.8,2,1.8,0.9,1.7,2,10.4,24.2,37.4,677.2,34.2,1303.5,9,2,1.3,24.5,10.9,43.4,200.5,133.7,157.1,433.5
"Textiles & apparel",59.6,1.5,15.9,1.1,17.6,0,10.9,11.3,3.9,20,18.1,7.9,1.4,2.7,12.6,8.4,3.4,40.1,20.7,100.6,22.2,47.3,262.4,50,21.3,21.1,6.5,1.4,51.6,3.7,43.6,90.4,26.7,86.6,153.9
"Wood",3,0.1,1.4,0,1.3,0.7,0,2.5,0.2,0.9,0.5,1.5,0.1,0.5,0.6,0.8,0.3,1.8,1.1,25.9,2.9,52,6.3,0.9,0.4,0.4,0.1,0.1,0.3,5.6,1.1,0.5,0.8,0.1,3.3
"Paper & printing",12.9,0.1,2.2,0.1,83.1,16.3,6.4,0,2.8,17.4,6.7,10.9,0.8,1.7,9.5,7.4,2.1,6.4,0.9,13.4,9.3,11.9,147.7,13.6,8.3,108.6,13.2,4.6,66.7,6.7,38.3,32.2,41.9,10.6,61.3
"Coke & refined petroleum",649.6,10.4,147.4,6,128.6,43.3,21.7,23.1,0,284,16.2,104.7,74.4,10.7,21.2,27.4,10,25.1,11,47.4,570.8,373.8,614.3,1820.2,25.7,13.3,28.2,7.1,107.6,43.6,83.1,139.2,60.9,35.6,137.2
"Chemicals & pharmaceutical",424,2.9,39.2,1.1,83.9,143.6,35.9,68.2,135.6,0,245.8,63.7,38.7,15.3,60,61,10.1,46.2,18.7,63,53.5,118.3,99.3,22.3,6.8,12.5,1.4,0.7,9.6,21.3,31.6,21.9,23.9,111.7,98.3
"Rubber & plastic",5.2,0.2,2.4,0.1,20.4,5.4,1.4,2.7,1,5.5,0,2.8,1,1.2,9.4,9.1,2.5,16.8,2.3,8.4,2.1,32.2,24.5,8.7,1.1,0.6,1.5,0.2,1.5,1.3,2.4,1.6,1,1.4,3.7
"Other mineral (non-metallic)",23.5,0.7,15.7,0.6,52.4,5.6,11.1,1.7,2.4,16.1,8,0,9.8,6.8,43.8,22.5,5.5,29.2,7,17.5,16.1,1186.9,60,9.9,5.4,1,2.4,0.3,4.7,23.2,7.9,9.3,8.9,5.3,17.6
"Metal (basic)",8.2,4.4,14.2,4.2,6.9,0.9,2.8,5,4.5,4.5,11.4,35.1,0,269.3,81.4,241.2,144.9,298.8,109,191.4,59.4,1006.2,31.2,9.5,0,0.5,1.2,0.1,0.3,1.6,2.8,2.6,1.8,0.6,5.6
"Metal (fabricated)",26.2,2.3,11.9,0.7,52.7,9.5,11.5,3.7,7.6,10.7,8.4,12.2,22.2,0,35.4,43.2,35.7,77.6,23,53.1,23.9,288.1,55.8,14.1,3,1.4,2.3,0.8,4.6,9.6,10.6,15.6,5.5,2,12.8
"Computer, electronics",10,0.9,8,0.6,8.2,5.8,2.6,9.3,5.4,8.1,6.4,6.6,1.3,6.3,0,175.9,32.4,91.8,20.1,81.9,44.7,104.4,207.2,36,7.5,31.4,304.1,39.9,91.8,6.2,67.8,88.8,43.5,67.7,110.7
"Electrical equip.",6.1,0.5,4.1,0.2,4.7,2.1,1,1.1,1.8,3.3,1.9,2.7,4.5,3.3,100,0,17.8,53.9,11.2,26.4,60.7,154.2,47.6,14.3,2,2.4,22.5,2,5.2,7,8.6,7.8,5.4,2.9,19
"Machinery & equip.",28.7,2.4,19.1,1.3,9.5,7.3,2.8,4.2,5.1,4,3.1,7.3,5.7,4.2,13.3,14,0,40.1,15.1,21.6,18.2,61,32.5,12.1,0.6,1.1,2.6,0.6,3.9,2.2,6,18.8,3.5,1.4,7.1
"Motor vehicles",20.2,0.5,5,0.5,4.1,3.4,3.2,1.5,2.4,3.4,4.2,5.7,0.8,3.2,8.8,23.8,15.4,0,9.6,23.8,11.8,27.6,264.8,147.9,1.7,2.4,5,0.9,10.7,4.1,19.3,24.4,4.1,2.7,18.4
"Other transport equip",20.1,0.2,0.3,0,0.1,0,0,0,0.3,0,0,0,0,0.1,0.4,1.7,1.8,0.3,0,0.3,0.1,6.9,6.3,89.1,0,0,0,0,0.1,0.2,5.4,66.6,0.1,0.1,1.1
"Other manufacturing",83.4,2.9,15.7,1,42.1,11.8,6.6,9.8,12.7,12,4.5,14.6,22.6,5.4,22.5,18.6,10.8,18.3,8.7,0,73.7,53.2,52.7,102.5,5.1,5.3,24.6,1.8,17.2,54,13.5,22.6,7.8,15.4,20.7
"Utilities",384.1,21.6,349.1,5.4,384.7,174.9,61.4,138.9,156.1,259.8,71.6,219.5,222.4,36.4,95.9,71,33.3,94.9,26.5,88.5,0,156.7,775,273.8,129.7,49.6,112.9,14.3,232.3,316.4,135.4,332.2,382.3,175,477.4
"Construction",15.3,0.6,18.7,0.3,2.9,2.3,1.2,1.4,2.7,2.9,0.9,3,1.5,1,2.5,2,0.9,2,0.5,5.4,36.5,0,46.6,20.5,3.1,1.9,10.7,0.7,20.1,106.6,14.1,41,16.5,6.8,22.5
"Wholesale & retail",1905,9,135.7,5.3,4923,837.8,63.9,93.5,396.7,350.3,97.1,133.8,252.4,63.7,1317.1,239,79,447,94.3,195.7,412.9,673.8,0,680.9,343.4,94.7,225.5,38.4,172.7,49.7,188.6,231,122.9,160.4,374.3
"Transportation, storage",179,7.8,66.3,2.5,385,79,28.6,34.8,82.5,63,19.2,64.8,63.5,13.1,76.4,32.7,13.2,58.4,9.6,39.4,94.1,157.3,942.1,0,26,24.8,30.4,5.4,83.5,9.7,53.3,64.7,51.6,23,94.1
"Accomodation and food services",19.4,0.5,2.9,0.9,22.6,10.8,4,5.1,2.3,8.4,3.3,6,3,3,6.4,5.3,3.1,7.8,5.6,11.2,39.4,47.6,242.3,150.1,0,17.2,11.3,9.6,126.3,42.8,147.3,78.9,76,97.1,167.9
"Publishing, broadcasting",4.1,0.1,1,0,23.1,3,1.1,11.3,3.2,5.7,1.2,2.2,0.3,0.9,7.1,2.7,1.2,3.2,1.1,4.5,11.5,10.7,137.4,16.8,4.9,0,60.7,11.4,63.2,6.2,110.1,30.8,53.9,8.2,130.8
"Telecoms",22.3,0.4,6.3,0.4,17.5,15.3,2.7,4.1,4.9,6.8,2.9,5.3,1.8,2.6,13.8,6,3.3,7.4,2.7,9.6,29.8,29,204.5,57.9,9.4,46.6,0,18.1,191.7,18.8,68.8,74.1,30.2,21,88.3
"IT and information services",0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0.5,0.2,0,0.1,0.2,0,0.8,0,0.2,0.2,0.1,0.1,0.2
"Finance & insurance",374.1,12.9,76.5,2.8,188.3,115,32.2,42.2,65.4,79.1,29.5,53.9,56.3,23.1,86.8,56.7,25.5,75.5,28.5,81.2,285.7,362.9,1235.6,433.8,52.1,57.5,112.7,29.2,0,1057.6,279.3,268.1,134.6,97.9,340.6
"Realestate",19.2,1.2,1.4,0.1,28.3,26.9,3.7,7.2,5.4,7.1,4.9,5.9,1.6,3.8,12.1,7.7,3,14.6,3.3,17.4,30.4,71,638.1,76.4,50.8,22.3,55.2,11,164.9,0,90.1,75.3,82.3,42.9,150.1
"Other business services",7.2,1.2,4.4,0.3,43.8,9.5,1.9,4.3,4.3,17.4,3.2,4.9,1.2,1.9,23.9,10.1,2.9,12.1,2.3,10.2,16.4,38.5,176.8,24.4,7.5,17.1,25,5.6,74.3,9.7,0,23.8,12.9,7.6,45.6
"Public admin,  defence",6,0.3,2,0.1,3.6,3.7,0.8,1.2,2.4,2.4,0.8,1.4,0.2,0.6,2.1,1.4,0.6,1.8,0.7,2.3,14.7,10.4,28.3,16.4,1.3,3.4,5.6,1,15.5,11.3,13.1,0,12.2,5.2,17.9
"Education",2.2,0.4,2.6,0,2.8,2,0.4,0.9,1.2,1.8,0.6,1,0.3,0.4,3.1,1.4,0.5,1.7,0.2,1.8,5,3.5,21.7,9.4,0.3,3,4.8,2.1,28,1.7,16.3,24.7,0,6.8,20
"Healthcare, socialwork",10.7,0,0.6,0,15.7,4,1,2.2,1,6.5,1.1,1.8,3.9,0.8,3.4,1.8,0.8,2.2,0.2,4.2,6.9,8.3,45.4,24.7,2.3,9,5.7,1.9,52.4,3.1,19.6,137.6,16.9,0,98.1
"Arts, entertainment",64,3.2,68.9,0.9,49.7,29.5,8,10,13.2,13.5,6,12.6,14.3,4.2,27.5,13.5,5.2,19.1,8.5,24.4,51.4,85.6,333.8,107.8,50.9,105.1,57.9,18.4,180.5,23.3,129.2,107.8,91.8,102.2,0
