Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.4,0,0,5185.5,63.9,63.8,6.7,0.4,33.5,23.3,0.5,1.3,0.3,0,0,0,0,0,2.5,0.2,0.2,7.8,20.6,1236.3,0.1,0,0,0.1,0.2,1.5,3.8,2.8,19.7,24.2
"Energy extraction",0,0,0,0.3,6.3,0,0,0,4.8,5.9,0,15.6,75.8,0,0,0,0,0,0,0.1,231.4,0.1,0.6,0.5,1.3,0.1,0.1,0,0,0.3,1.2,0.4,0.1,2.5,1.5
"Mining (non-energy)",2.4,0,0,0,1.3,0.1,0,1,0.3,17,0.2,54.6,834.2,0,0,0,0,0,0,0.1,1.9,23.9,4.8,3.6,10.4,0.2,0.5,0.1,0.3,2.8,2.2,1.5,0.3,0.7,1.1
"Mining support",14.4,1.7,2.8,0,1.3,0,0,0.5,2.3,0.2,0.6,0.3,0.1,0,0,0,0.1,0,0,0.1,4.2,6.8,0,1.2,0,0,0,0,0,0,1,1.3,0.2,0,0
"Food, beverages, tobacco",584.4,0.7,0.8,0,0,5.7,2.4,14.7,37.2,35.2,12.8,4.3,5.6,5.6,1.3,2.8,1.9,0.4,0.2,7.4,10.6,28.5,163.5,47.1,2007.9,6.2,7.2,3,5.4,7.4,36.1,63.2,17,54.9,84.8
"Textiles & apparel",4.3,0.2,0.1,0,10.3,0,0.4,2.3,5.3,2.4,5.7,0.9,1.3,1.8,0.4,0.9,0.6,0.2,0.1,2,1.4,8,14,6.5,9.2,1,1.3,0.5,0.6,0.9,4.2,2.3,0.5,3.8,3.8
"Wood",2.1,0,0.2,0,8.9,2.1,0,20.4,4.5,3.5,4.5,6,0.6,4.4,0.4,1.1,0.9,0.3,0.1,59.7,6.5,172.1,1.5,2.8,17.6,2.1,0.2,0.1,0.1,28.8,5.1,0.4,0.1,1.4,3.1
"Paper & printing",16.9,0.9,0.9,0,134.2,14.6,3.5,0,10.8,28.1,18.3,12.7,2.4,5.5,0.2,3.4,1.7,0.2,0.1,8.4,6.4,15.8,165.3,37.4,96.9,243.7,8.2,15.1,37.8,0.9,113.9,88.6,32.1,32.7,147.8
"Coke & refined petroleum",589.6,18.1,53.8,1.2,135,28.2,9.3,35,0,163.1,28.4,85.8,79.7,21,2.7,8.3,5.9,1,1,20.8,335.7,260.2,1008.4,2896.4,233.1,14.8,57.3,14.6,52.7,44,253.9,253.3,45.3,77.8,163.2
"Chemicals & pharmaceutical",129.4,2.3,3.9,0.1,46.2,28.2,6.6,35.8,131.5,0,120.2,16.3,15.6,11.1,2.5,6.3,2.5,0.7,0.3,12.2,18.2,36.5,71.1,31.3,32.7,2.7,4.1,1.6,2.5,11.7,33.4,22.2,6.8,112.9,22.9
"Rubber & plastic",37,5.1,1.3,0.2,184,22.5,5.5,33.6,31.6,39.2,0,21.3,11.5,23,9,21.6,12,5.1,1.4,32,13.9,188.9,331.4,84.9,95.3,6.4,24.8,3,0.5,16.2,57.7,26.2,0.7,27.2,9.8
"Other mineral (non-metallic)",3.7,0.1,0.2,0.2,97.9,5.7,6.3,4.2,5.8,22,19.3,0,15,18.5,6.8,9.1,4.5,1.5,0.4,11.4,1.6,1043.8,12.3,20.9,74.3,1.4,1.6,0.4,0.7,45.5,3.7,2.7,0.7,17.3,3.9
"Metal (basic)",25.6,2.5,14.6,0.7,75.1,5.4,4.3,28.4,33.3,19.8,33.6,32.7,0,616.2,26.5,200.3,112.5,14,7.3,144.8,65.8,650.2,134.4,46.2,29.3,2.7,15.5,1.8,2,6,19.1,25.1,4.4,9.8,15.5
"Metal (fabricated)",92,10.3,3.9,0.6,241,21.7,17.3,23.3,96.2,32.3,55.1,37.6,117.5,0,16,53.1,74.4,10.9,4,84.4,82.2,714,144.4,131.8,115.1,7.7,8.1,6.7,1.1,1.7,29.3,105.9,15.2,20.1,34.9
