Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,0.7,0,1959.2,22.4,809.1,232.6,0.4,30.3,17.4,4.9,11.9,2.3,0.7,0.9,2.1,1.7,0.3,8,5,51.9,48,13.5,223.5,1.7,1.2,3,4.5,17,31.9,14.4,7.9,24.5,12.9
"Energy extraction",1.3,0,0.3,0.2,6.7,0.8,1.4,2.2,308.2,22,0.8,3.1,24.2,1.4,1.1,1,4.5,1.6,0.5,1.5,189.3,6,11,13.7,6.5,0.8,1.2,0.2,0.4,5.8,6.6,1.4,0.6,4.7,3.2
"Mining (non-energy)",3.4,0.1,0,0.1,3.6,0.4,1.7,32.8,2.9,34.9,1.9,141.9,210,5.4,0.6,1,2.5,0.8,0.1,2.1,8.7,227.8,7.7,8.7,0.8,0.3,0.4,0.1,0.6,12.8,4.3,15.9,1.2,1,0.7
"Mining support",0.5,1,0.5,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0.7,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0
"Food, beverages, tobacco",337.1,0.4,0.9,0,0,23.2,15,27.1,5.8,62.1,9.7,9.9,12.5,12.6,8.8,7.8,19,10.9,3,13.9,27.3,47.5,219.3,35,1688.6,10.9,7.3,5.6,14.1,24.1,83.2,109.4,40,147.5,126.5
"Textiles & apparel",4.6,0.3,0.4,0,11.3,0,11.8,10.3,1.6,12.5,20.9,10.3,5.2,8.2,7,6.4,11.1,69.3,4.8,95.1,5.8,31.7,57.7,8.8,12,2.9,1.9,0.8,4.3,2.5,14.5,8.4,5.4,18.3,6.6
"Wood",19.3,1.3,4,0,25.6,3.9,0,73.3,1.2,16.1,16.6,29.2,8.8,49.2,10.9,17.6,30,16.7,4.8,339.7,71.2,1044.3,68.3,11.5,18.2,2,2,1.9,2.4,148.1,34.6,30.9,10,9.4,19.6
"Paper & printing",8.5,1.5,4.5,0,266.4,30.4,126.4,0,1.7,63.1,37.8,56.6,17.4,40.2,31.1,21.9,56.9,40.3,7.2,35.8,82.2,88.9,517.4,95.1,87.7,566.3,74.3,74.1,179,66.7,637.2,189.8,131.3,109.4,138
"Coke & refined petroleum",58.9,5.3,12.5,0.2,48.1,11.4,26.7,20.7,0,103.5,19.3,36.3,96.8,28.3,14.5,13.4,31.3,18,7.6,21.1,75.2,194.3,185.2,404.1,30.1,9.5,13.8,9.2,8.4,37.6,80.3,58.3,33.9,35.8,35.5
"Chemicals & pharmaceutical",53.4,2.2,4.6,0.1,65.2,40.7,52,78.6,29.3,0,159.3,55,78.7,52.5,36.4,38.7,59.9,49.9,8.9,42.4,42,128.5,184.6,34.9,24.4,12.1,11,5.1,7,22.7,73.7,23.1,9.2,95.5,23
"Rubber & plastic",16.4,1.8,6.9,0.1,144.9,25.3,22.6,44.7,8.3,51.2,0,31.2,43.2,107.4,69.1,89,190.8,179.5,68.1,81.6,34.5,282,278,91,32.3,8.7,16.2,5.9,27.4,28.6,78.3,24.7,8.4,33.9,16.4
"Other mineral (non-metallic)",31.1,1.3,13,0.1,92.1,6,42.6,14.2,2.5,37.3,54.5,0,93.9,61.3,60.6,79.9,65.5,61.8,9.1,29.7,30.2,2451.6,79.1,27.8,30.9,2.8,3.5,2.7,3,89.9,45.6,59.9,7.5,25.5,7.4
"Metal (basic)",5.9,3.1,2.8,0.2,25.9,3.6,10.4,42.8,3.1,26.2,20.4,34.9,0,1068.9,118.5,554.4,792.8,349.9,75.7,235.4,84.4,623.5,70.2,13.6,4.8,1.9,6.7,1.6,2.6,10.2,17.4,7.6,2.9,9.6,5.9
"Metal (fabricated)",39.3,5.8,9.7,0.3,158.8,16.7,62.5,20.4,5.4,39.6,62.4,29.9,300.9,0,95.8,278,666.1,383.6,59.1,220.5,72,1047.5,292.1,55,34.6,9.3,11.4,4.2,22.1,81.5,123.7,72.2,27.9,38.8,31.2
"Computer, electronics",5.7,0.6,1,0,17.1,4.4,8.5,13.8,2.9,8.5,11.8,11.3,12.7,33.1,0,95.5,103.8,79,104.4,44.4,40.2,120.6,138,54.5,16.7,16.1,100.7,117,28.3,15.1,103.7,72.2,12.8,69.3,16.7
"Electrical equip.",11.6,1.1,6,0,16.8,7.5,19.8,18.1,6.4,4,17.9,20.7,50.7,42.9,163.2,0,241.7,235.8,31.6,89.8,151,386.2,251.6,59.2,17.4,6.3,47.2,21.1,23.7,24,56.7,102.4,15.2,18.4,28
"Machinery & equip.",82.1,14.4,16.5,0,38.8,17.6,41.9,44.3,33.4,16.9,35.1,54.2,79.4,61.3,62.4,70.2,0,207.1,39.8,65.2,83.3,347.9,229.9,74.7,14.3,4.5,7.2,10.7,7.8,23.5,49.7,90,10.6,9.1,13.8
"Motor vehicles",4.5,0.6,0.9,0,7.3,1.5,2.6,4.4,1.2,2.6,5.4,6.5,9,8.9,11.1,12.2,58.7,0,51.2,28.2,13.6,32.2,221,44.2,4.3,1.6,2.5,5.6,4.2,4.5,33.1,23.4,2.3,11.4,4.4
"Other transport equip",1.5,0.2,0.1,0,2.1,0.5,1,1,0.3,0.8,0.5,0.7,1.4,1.6,1.7,1.1,23.6,4.9,0,1.6,1.4,5.4,34.7,127.2,1.1,0.5,0.5,0.4,0.4,2.6,16.5,111.3,0.5,1.5,2
"Other manufacturing",23.2,3.9,3.8,0.1,42,25.4,36.3,32.8,5.6,19.5,16.3,32.9,129.6,62.7,33,37.1,83.2,123.5,8.3,0,84,153.7,126.7,86.1,28.4,7.8,23.9,9.2,16.6,86.2,104.9,37.5,12.2,202.1,27.3
"Utilities",150.7,37.9,79.9,0.8,339,61.1,191.5,544.9,10.5,309.4,115.4,313.3,1424.7,180.6,95.3,69.4,137.8,114.4,33.9,103.5,0,300.9,642.5,711.9,414,68.5,141.1,40.4,134.8,1164.9,529.5,554.8,336.3,564.1,287.1
"Construction",139.9,7.6,23.3,0.4,67.4,25.8,152.9,57.9,17.6,52.3,31.6,86.2,102.9,80.3,43.3,48.3,71.9,48.1,10.5,109.2,302.7,0,432.3,1049.3,126,33.4,148.3,60.3,279.8,2881.5,722.3,602.4,288.5,225.4,166.9
"Wholesale & retail",682.1,23.2,53.9,1.1,2005.5,566.7,567.4,643,237.3,801.7,430.7,425.3,716.6,657.9,584.5,464.6,1057.4,1350,144.4,673.2,927.3,2033,0,1382,1099.3,361.5,348.2,247.7,202.8,359.7,1485.3,501.3,189.2,659.1,348.8
"Transportation, storage",61.1,4.6,68,0.7,303.9,70.2,235.5,280,58.2,145.7,103.9,284.8,239.4,166.5,86.9,98.7,222.3,132.2,34.7,115.5,234.1,499.4,1384.9,0,139.5,132.9,185.7,60.4,381.8,174.9,815.8,316.1,73,179.7,131.5
"Accomodation and food services",38.6,2.6,3.7,0.3,103.8,12.1,28.4,33.4,3.1,25.2,16.3,27.3,35.2,45,15.9,17.5,55.9,36.2,15.8,36.1,113,175.3,478.8,434.4,0,51.2,30.6,86.9,187.2,297.3,1082.1,265.4,145.7,533.8,187
"Publishing, broadcasting",1.9,0.3,0.3,0,31.8,1.3,5.1,49.2,2.5,7.9,3.7,6.4,1.9,8.7,10.3,5.3,14.1,9.7,1.4,9,21.6,23.9,178.2,41.5,19.1,0,49.4,62.1,64.1,22.8,416.1,66.3,69.2,32.7,64.5
"Telecoms",16.9,1.8,4.8,0.1,36,11.5,19.3,29.1,5.7,18.2,13.1,23.3,22.2,38.3,35.2,19.2,58.8,34.6,9.3,30.9,88.1,107,456.5,263.7,69.1,145.8,0,158.1,364.9,132.6,561.8,263.6,62.5,135.1,111.2
"IT and information services",3.5,2.5,0.8,0,36.4,6.1,6.3,23.8,4.2,23.4,6.7,12,24.5,17.4,37.4,30.4,50.2,4.6,7.5,25.8,41.1,20.3,283.2,78.3,37.4,76.9,167.1,0,166.4,91.9,441,22.9,10,88.5,51
"Finance & insurance",98.1,23,19.8,0.4,181.2,47.6,118.3,143.2,67.4,99.9,60.6,126.9,320.1,165.3,82.2,109,245,133.9,52.2,144.1,254.5,497.2,1564.6,655.8,206.5,88.7,161,196.8,0,2453.1,1137.9,710.2,151.1,282.3,230.7
"Realestate",23.5,8.4,4.2,0.1,83.6,28.7,41.8,67.7,9.7,28.3,34.7,41.2,28.4,88.4,39.4,36.6,83.7,107.5,19.8,85,151.5,407.4,2544,483.3,575.6,103.2,231.7,154.5,407.1,0,1155.5,413.8,258.6,426.4,303.5
"Other business services",133.1,46,33.9,1.4,641.6,73.3,189.4,308.6,51.5,301.3,145.7,244.8,244.7,332.9,349.8,198.6,467.7,396.5,106.2,346.8,670.6,2084.8,3590.3,1604.4,580,415.5,591.8,584.2,1215.7,1033.1,0,961.2,292.9,649.5,581.9
