Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,18.3,2.7,4,14037.1,107.7,247.6,15.4,5,64.8,39.9,10.4,42.9,22.9,12.9,9.4,17.8,25.5,24.7,16.5,52.6,383.3,250.7,144.5,1198.7,19.1,15.5,17.8,61.4,10.4,81.4,45.6,52,61.4,30.8
"Energy extraction",23.9,0,16.7,48.4,184.2,13.5,12.9,47.8,5120.7,413,21.9,65.8,194.5,36.4,15.5,15,24.5,41.6,25.9,27.9,4588,371.3,845.9,337,124.3,33.8,27.6,29.4,109,92,266.2,140.9,124.6,219.2,99.7
"Mining (non-energy)",22.3,3.8,0,10.8,39.8,1.7,2,23.3,5.6,402,7.2,561,337.8,4.7,5.2,2.7,3.7,12.5,8.2,30.8,47.4,1708.7,86.6,44.2,15.9,3.8,3.6,2,6.8,68.1,38.7,60.4,14.1,11.2,16.2
"Mining support",204.4,2513.8,228.2,0,71.7,0,3.1,18.8,30.9,18.8,31.4,12,6,1.2,0,0,17.8,0.4,0.5,6.5,519.5,792.9,1.3,31.8,0.1,0,0,0,1.7,0,71.3,77.8,27.1,2.5,0.7
"Food, beverages, tobacco",1809.9,25.5,7.9,3.6,0,48.7,17,104.6,35,776.5,112.3,45.9,63.2,76.4,49.6,41.1,64.6,115.2,74.6,56.1,194.3,340.5,1147,145.8,9370.4,73.8,36.2,35.6,133.8,77.9,541.3,822.2,393.7,1139.6,959
"Textiles & apparel",15,7.3,2.4,1.6,56.8,0,5.5,42.5,2.6,59.6,38.7,16.5,13.6,14.8,10.9,8.8,24.8,68.1,47.6,148.5,25.3,169.6,236.1,45.6,52.7,19.1,15.3,9.8,34.5,7,59.1,82.1,33.6,80.8,49.2
"Wood",32.4,59.5,16.4,6.3,111.7,21.8,0,79.5,1.2,51.6,27.6,82.2,14.7,182.1,28.9,27.2,55.2,252.3,105.5,557,23.8,3668.7,179.5,51.4,119.2,22.2,23.4,14.3,80.5,26.7,176.5,27.7,169,30.8,52.2
"Paper & printing",319.5,22.3,29.7,4.2,1636.9,107.8,88.8,0,24.4,573.5,402.3,203.6,38.6,145.4,82.5,90.4,141.3,138.6,103.7,155.9,242.6,470.4,2007.9,443.9,547.4,2232.3,263.3,232.5,2661.8,308.5,1316.5,2158.5,1754,1587.6,620.4
"Coke & refined petroleum",871.4,367.4,160.5,57.4,409.5,56.6,70.3,82.7,0,549.2,136.4,187.2,375.8,108.3,51.8,81.9,150,78.9,156.1,109.5,675.2,565.2,3420.4,3926.9,285.9,83.9,297.5,202.7,574.9,38.8,933.1,760.5,297.2,252.8,254.5
"Chemicals & pharmaceutical",386.6,149.6,50.1,16.7,611.9,316.7,65,455.8,119.8,0,1471,344.4,306.7,269.5,152.9,263.6,157.6,928.6,243,191,231.8,878.3,742.5,326.1,414.3,157.9,98.9,91.9,243.9,73.9,820.6,314,298.9,866.1,263.1
"Rubber & plastic",209.8,37.1,45.6,20.1,1394.3,122.1,85.9,243.4,13.9,760.8,0,113.9,128,252.7,155.8,158.1,458.1,2257.5,589.8,417.9,99.4,3874.6,1888.2,810.6,336.9,47.5,791.6,109.6,245,45.3,308,187.9,160.2,301.4,112
"Other mineral (non-metallic)",148,88.6,105.1,18.5,543.7,30.9,82.5,21.2,4.9,214.1,217.9,0,174.1,115.5,259.2,87.8,56.3,508.6,168.3,64.8,151.4,8836.5,877.9,246.6,266.3,46.9,75.5,17.2,20,19.4,103.9,306.5,372.6,102.8,146.5
"Metal (basic)",17.1,69.3,6.5,13.7,104.6,9.7,8.4,62.4,11.4,81.8,54,42.6,0,1439.8,148.5,376.9,721.7,696.4,423,295.1,204.8,1698,200.1,85.8,75.3,16,30.5,18.1,52.2,22.7,119.3,88.9,29.7,61,31.2
"Metal (fabricated)",216.8,593.7,76.3,52.9,1146.9,80.9,204,121.9,178.9,435.1,603.8,285.4,818.5,0,630.1,754.4,3089.5,3725,1127.9,912.1,632.4,5124.8,807.6,406.5,318.8,36.3,127,58.7,155.7,81.9,318.5,2348.3,178.2,220.5,77
