Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,2.7,5.2,1.8,50974.4,486.7,1095,944.8,109,2649.7,917.9,19.3,147,26.5,22.9,42.3,58.3,28.6,10.6,116.9,318,663.9,3390.5,230.8,8701.2,123.4,6.9,28.3,30.5,153.6,1370.2,747.6,288.8,674.6,654.7
"Energy extraction",1.8,0,0.2,1.1,3.6,0.2,0.3,4.2,912.6,63.9,4,8.4,165.7,0.9,1.4,1.2,3.2,3.3,0.7,0.5,380.6,8.6,6.9,4.3,5.4,0.3,0.6,0.1,0.5,1.3,2.8,2,1.8,5.3,7.8
"Mining (non-energy)",16.5,0.3,0,2.2,10,1.1,1.8,31,26.1,592.3,8.5,649.3,1055.9,14.2,10.1,11.9,27.4,5.3,6.4,17.4,53.3,1221.2,31,14,1.6,0.6,0.7,0.6,0.7,66.4,16.7,24.3,2.2,2.8,8.7
"Mining support",132,14.5,37.8,0,13.7,0,1.4,13.8,24.4,14.5,24.7,7.5,7.1,0.4,0,0,19,0.2,0.1,2,166.8,307.9,0.4,8.2,0.1,0,0,0,0.2,0,1.1,18.8,5.5,0.4,0.2
"Food, beverages, tobacco",13531,0.6,4.9,1.7,0,270.5,60.7,697.6,300.5,6180.2,345.6,110.9,178.7,52.5,95.8,93.4,156.1,123.9,65.7,86.4,643.6,834.9,8420.2,378.9,55707.2,224.1,44.9,101.7,177.5,238.3,1829.8,3285.7,1353.1,6622.6,4858.4
"Textiles & apparel",221.7,2.5,9.7,5.7,137.3,0,74.3,484.9,80.4,1143.7,1127,138.5,175.9,125.2,306.1,251.3,385.2,1300.2,337.8,820.5,380.8,1016.3,2378.1,355,656.7,329.3,65,74.7,213,66.3,867.9,921,205.1,2201.6,2191.4
"Wood",131.9,3.2,9.6,2.2,100.5,18,0,705.4,44.2,326.7,211.4,196.6,93.2,186.2,158.7,184.5,291.4,442.5,233,1608,474.6,8834.1,606.6,103.5,148.1,92.8,22.4,39.2,19.6,2117.6,367.8,86.8,71.5,51.6,596.8
"Paper & printing",324.9,4.3,54.1,4.4,3421.1,280.2,306.1,0,473.3,4293.7,1902.3,1024.6,1013.7,517.8,1563.9,1239.6,1503.8,1170.4,201.8,613.3,2533.1,1667.2,11736.8,1228.3,2211.9,6882.4,1858.2,2349.6,3435,1365.5,7939.8,3928.3,3149.3,3380.1,4313.2
"Coke & refined petroleum",3462.7,41,389.7,90.3,1329.3,207,263.6,1096.4,0,17029.5,1853.9,3184.2,11757.8,753.9,1054.1,663.2,1222.6,1284.2,551.7,498.8,15352.2,16287.8,10002.6,26452.5,1635.6,460.7,781.9,756.4,1160.7,1679.5,4207.6,7078.4,1463.9,2694.7,3100.5
"Chemicals & pharmaceutical",3213.2,20.8,136,28,1891.3,1486.6,525.8,3853.2,5916.4,0,18975.3,2112.3,8559.4,1462.6,3177,3116.9,2531,2704.5,995.9,983.3,4124.9,6893.5,3497.4,2155.8,1513.8,545.3,192.3,205.6,296.1,1969.4,3474,1491,709,12523.2,3483
"Rubber & plastic",548.1,14.1,77.5,21.5,3241.3,495.2,231.3,1665.1,837,4565.8,0,997.7,2704.6,1185.9,4784.2,4715.2,5383.1,8988.1,1330.1,1236.5,1863.8,13137.4,6650.5,2424.1,1408.4,278.8,597.6,275.7,277.1,1166.8,1832,857,315.5,1611.6,2047.4
"Other mineral (non-metallic)",154.8,3.2,87.7,10.1,819,122.6,140.8,177.6,73.7,1078.9,628.7,0,1947.6,318.6,4303,922.4,1408.3,1361.3,312.8,210.5,691.3,26339.4,1196.9,245.9,411.2,59,89.5,52.8,72.2,115.4,526.5,110.8,201,495.1,430.5
"Metal (basic)",219.7,23,42.7,107,377.5,31,86.1,777.8,727.2,1674.5,1590,1473.4,0,32572.6,7917.6,24882,43326.4,22121.3,7979.6,4164,4202.8,50089.7,2690.9,1126.1,135,50.4,198.7,66.4,75.7,396.5,499.8,432.1,137.4,364.5,1598.7
"Metal (fabricated)",348.4,19.8,60,27,1588.6,87.2,306.6,381.4,83.7,1416.3,1286.6,606.4,8121.6,0,3014.4,2802,5870.8,7476.9,2137.7,1036.1,1626.1,40569.3,2309.8,681.3,464.3,83.1,165.5,204.2,118.1,261.7,1139.4,892.9,29.2,353.9,1141.3
"Computer, electronics",82.8,3.1,15.6,9.4,115.6,25.8,28.8,243.9,53.7,632.8,454.3,195.7,2662.3,820.2,0,7397.5,6157,3138.6,809.9,563.5,1018.1,3157.3,1898.5,322.7,221.8,545.4,2860.6,2116.8,346.2,96.3,1840.2,493.8,55,1819.1,4195.3
"Electrical equip.",128.2,6.8,28.5,11.1,159.1,26.2,39.7,160.5,5.6,485.3,337.3,169.1,1868,292.7,5259.2,0,6045.2,5926.7,1431.2,614.7,3455.6,6294.3,2261.5,594.8,270.9,222.8,1388.9,539.8,141.3,39,1219.8,499.4,108,520.9,2763
"Machinery & equip.",837.3,45.3,204.3,95.2,661.6,147.5,178.6,915.3,38.4,1388,1177.9,387.2,6503.7,1216.5,3492.5,4926.5,0,10184.9,3518.4,1233,2632,9043.4,3556.9,1131.7,335.2,207.7,649,503.5,238,66.8,1752.7,1788.3,41.2,700.8,2141.1
