Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.2,2.4,0.1,2187.4,15.3,2021.4,1440,0.8,9.1,44.3,2.1,12.3,2.3,58.1,1.6,3.9,0.4,2.9,2.4,154.3,29,23.6,38.9,121.8,8.5,1.1,7,3.2,19.2,26.4,57.3,26.5,38.7,8.8
"Energy extraction",0,0,0,0,0.3,0,0.1,1.3,61.2,2.1,0.1,0.6,8,0.1,0,0,0.1,0,0,0,18.9,0.2,0.1,0.1,0.2,0,0,0,0,0.2,0.2,0,0,0.5,0.2
"Mining (non-energy)",8.8,0.1,0,0.5,7.9,0.1,1.4,69.6,0.4,176.2,2.3,290.2,793.6,1.4,6,0.5,14.5,0.2,3.7,10.4,10,571.5,5.1,3.9,1,0.5,0.5,0.5,0.7,20.1,7.2,3.2,1.5,2.3,1.9
"Mining support",6.3,0.4,6.9,0,0.6,0,0.2,1.6,0.9,0.2,0.4,0.2,0.1,0,0,0,0.6,0,0,0.1,3.3,8.4,0,0.3,0,0,0,0,0,0,0.5,0.7,0.2,0,0
"Food, beverages, tobacco",425.4,0.1,4.1,0.1,0,8.4,16.9,91.2,15.2,86.6,10.6,6.7,11.8,11.5,68.3,6.2,26,1.6,5.3,10.3,28.9,74,193.9,39.9,1133.2,12.9,10.2,18.8,16.5,16.4,120.7,158.8,62.9,224.3,207.2
"Textiles & apparel",0.7,0,0.4,0,3.4,0,2.4,13.2,0.3,4.4,5.4,1.2,2.7,4.6,12.1,1.5,5,1.2,3.9,25,2.8,14.9,25.3,3.7,2.7,0.9,0.5,1.3,1.3,0.6,7.7,12.7,1.5,13.4,7.4
"Wood",7.6,0.3,6.5,0.1,15,2,0,348.4,7.9,11.5,13.5,16.2,11.1,11.8,9,3.2,12.4,2.3,25.1,96.1,255.7,2566.9,47.5,27,11.6,2.3,2.5,3.9,5.9,32.6,44.6,13.4,35,4.1,24.1
"Paper & printing",26.4,0.3,18.7,0.2,227.6,21.7,46.2,0,13.3,108.4,80.5,40.2,39.7,28.3,113.5,15.1,73.2,3.7,8.7,26.2,89.3,170.7,493.4,108.8,69.2,618.8,197.4,57.5,76.2,105.1,393.5,334.7,197.2,170.4,162.9
"Coke & refined petroleum",235.7,1.3,100.1,1.3,66.2,11.7,11.5,42.8,0,381.1,16.3,44.3,206.6,7.3,26.9,5.2,9.1,2,10,8.6,291.2,351.8,128,1449.2,35.1,4.5,10.7,5.4,71.1,433.9,152,177.1,47,53.7,64.7
"Chemicals & pharmaceutical",162.6,0.5,25.8,0.3,55.2,38,58.9,407.6,178.4,0,271.1,43.4,108.6,40.1,100,32.1,20.1,6,22.1,24.3,161.6,135.3,66.6,57,17.9,7.6,4.1,8.1,7.6,8.6,84,27.1,11.6,74.8,47.4
