Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.2,1.5,0.3,2335.6,12.7,2441.8,1682.8,1.6,15.7,8.3,1.5,31.3,4.4,3.2,4.9,7,6.7,1.3,12.6,29,39.4,15.6,40.1,135.5,4.3,5.4,4.4,8.4,88.7,32.9,26.2,20.1,43.8,53
"Energy extraction",0.1,0,0.1,0.2,1.1,0,0.1,0.6,211.7,8.3,0,0.5,13.1,0,0,0,0,0,0.1,0.1,26.2,0.2,0.8,0.3,0.5,0.1,0.1,0,0,0.9,0.5,0,0,0.6,0.6
"Mining (non-energy)",2.8,0.1,0,0.5,3.3,0.2,1.5,11.6,3,59.3,0.8,76.5,451.7,15.7,1.5,1.4,6.4,2,0.4,6.8,9.8,142.9,5.3,10.2,0.7,0.4,0.3,0.4,0.2,10.7,3.7,4.2,1,0.6,1.5
"Mining support",16.6,4.2,12.2,0,3.2,0,0.8,4.1,3.6,1.3,1.4,0.7,0.6,0.1,0,0,2.2,0,0,0.5,12,30.6,0,1.8,0,0,0,0,0,0,3.2,2.7,1.5,0.1,0
"Food, beverages, tobacco",280.9,0.1,1.6,0.2,0,4.4,9.9,44.9,13.2,146.2,7.9,5.2,11.5,10.6,16.7,7.4,17.2,21.6,3.9,14.8,19.2,32.3,167.4,68.4,1441,19.6,9.2,16.3,13.5,24,105.2,105.2,74.4,145.3,289.7
"Textiles & apparel",2,0,0.3,0.1,5.9,0,2.8,12.5,0.8,14.9,8.7,1.4,3.3,3.4,5.1,2.3,7.1,15,2.9,42.2,1.3,11,28.3,8.4,4.9,2.1,1,2.1,1.2,2.1,9.8,9,5.2,10.4,6.8
"Wood",41.3,0.9,15.4,0.6,27.3,2.3,0,613.5,8.6,15.3,24.6,29.7,15.9,72.9,10,32.4,73.1,20,12,387.2,287.4,2011.4,83.6,106.8,21.4,16.3,2.6,6.2,3.1,559.3,64.6,19.4,25.2,10.5,112.9
"Paper & printing",13.6,0.6,11.7,0.6,290.8,11.7,88.9,0,10,213.8,56.9,48.8,42.7,48.8,45.2,60.8,88.1,41.3,8.8,70.6,63.2,63.9,170.2,254.3,85.3,774.2,87.6,184.2,81.7,180.7,656,111.6,234,160.6,136.8
"Coke & refined petroleum",340.2,3.5,74,5.9,89.5,6.9,40.6,116.1,0,238.7,12.3,114,270.3,33.4,4.7,14.6,42.9,36.3,15.5,24.1,231.3,449.2,232.4,1767.1,49.1,9.8,23.8,14.1,18,108.2,106.3,93.5,23.6,36.7,42.4
"Chemicals & pharmaceutical",55.7,1.6,13.6,1.5,105.4,16.9,31,149.1,37,0,110.7,28.8,78,50,157,46.9,95.5,110.6,15,50.8,85.9,246.5,287.4,300.8,53,105.3,54.7,41.9,21.8,48.2,250.2,59.6,37.9,158.8,67.5
"Rubber & plastic",4,0.8,12.9,1,154.6,7.3,25.4,81.7,11.4,93.7,0,29,45.2,39.5,29.6,71.1,122.9,197.9,31.4,77.4,29.3,205.4,110.9,60.8,28.2,11.6,5.1,14,6,54.2,68.7,36.9,21.3,87.1,24.7
"Other mineral (non-metallic)",27.5,0.4,17.1,1.1,66,2.5,88.4,17.8,2.7,49.2,17.1,0,71,60,8.6,41.8,40.1,88.2,10.4,39.1,29,1206.5,36.7,84.7,22.3,5.1,2.3,4.1,2.7,250.5,24,11.6,12.5,28.2,17.3
"Metal (basic)",10.1,1,10.9,2.5,22.4,1.7,16.2,48.8,15,34.1,18.5,20.8,0,876.7,96.8,307.3,681.4,361.2,73.7,170.7,69.7,589.6,54,70.6,7.1,9,10.3,14.5,6,109.8,40.2,26.1,12.5,14.2,12.2
"Metal (fabricated)",15.9,3.1,29.9,3.6,175.9,6.8,97.4,23.3,72,65.2,83.5,50,388.5,0,94.3,349.1,1415.4,545.3,91.6,408.2,116.4,891.2,63,158.5,36.8,33,57.4,35.3,6.3,195.1,156.9,232.5,47.9,29.3,48.4
"Computer, electronics",7.1,0.6,4.9,0.6,31.9,2.2,12.3,25.1,15,61.2,15.5,6.9,21.6,38.5,0,127.3,167.3,97.2,22.5,77,44.9,122.7,178,226.2,26.5,95.5,129.5,246.7,57.6,25.2,385.7,125.7,63.8,91.3,57.8
"Electrical equip.",14.1,0.4,6,0.5,23.7,1.1,29.2,13,7.5,16,10.4,5.4,65.4,58.5,134.1,0,141.8,63.3,24.7,137.7,31.2,167.1,37.1,116.3,12.9,8.9,15.8,18.8,4.2,46.4,54.2,45.3,15.5,16.3,28.6
"Machinery & equip.",48.9,2.1,29.6,3.5,67.9,6.6,34.1,70.8,38.9,37.5,19.7,22.4,106,72.9,66.9,51,0,202.4,42.5,128.9,58.8,201.2,126.2,148.6,28.1,25.4,23.4,24.4,13,25.5,172.3,69.2,28.7,32.1,35.3
"Motor vehicles",39.7,0.6,7.8,0.9,148.3,11.5,26.1,66.4,33.5,87.8,20.3,17.5,52.9,59.3,116.5,37.3,217,0,21.5,64,58.3,105.7,437,219.6,79.5,64.3,42.3,54.8,25.7,73.8,231.8,46.8,32.5,54.7,71.9
"Other transport equip",12.9,0.6,3.5,0.5,20.3,1.5,11.6,10.9,5.4,17,4.4,4,30.5,15.2,18.8,9.3,54.3,46.4,0,26.6,17.9,187.3,55.5,244.8,8.2,6.5,9.1,6.6,3.1,9.5,75,174.7,8.1,11.6,11.8
"Other manufacturing",96.5,2.9,24,3.3,114.5,8.8,97.6,56.5,25.8,70.5,24.3,26.4,271.3,86.9,65.3,39.4,126.2,91.6,23.2,0,102.7,237.9,125.8,639.2,39.6,21,22.4,18.4,7.8,23.5,149.9,248.3,33,145.5,44.4
"Utilities",138.1,8.5,169.3,6,334.1,36.1,326.6,1245.2,203.8,385,121.5,114.2,1230.9,252.1,53.6,61.7,171.9,153.6,32.8,98.1,0,229.7,456.8,600.5,238.1,53.7,52.9,38,106.2,3481.1,280.9,493.8,349,430.2,354
"Construction",121.3,2.8,92.5,3.5,52.3,5.4,37.9,52,24.1,78.9,24,52.4,75.5,57.1,35.1,28.6,93.9,88.8,11.2,43.4,451.9,0,272,498.6,65.2,38.3,58.6,26.8,172.8,6227.2,313.3,624.9,161.4,103.1,206.8
"Wholesale & retail",571.7,5.8,90.8,9.5,2240.9,173.9,287.8,813.8,450.6,871.7,261.8,217.8,660.8,535.2,1026.3,387.6,953.3,1291,190.3,698.9,626.8,1382.2,0,2384,1180.6,803.4,465.3,699.2,242.7,583.3,2543.9,417.8,402.3,750.1,957.4
"Transportation, storage",101,7.6,87.8,10.1,363.5,23.2,900.3,1314.7,197.2,371.2,127.2,382.4,267.4,294.3,139.5,213.7,474.4,615.2,49.1,276.1,358.6,737.8,2309.5,0,129.6,624.1,226.2,255.4,405.1,344.4,1679,666.3,749.5,220.9,361.4
