Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.5,0.5,0,707.7,17.7,7.8,0.3,1.4,4.3,0.6,0.1,1.4,0,0.1,0.1,0.3,0.1,0,0.7,4.4,1.1,16.2,8.6,53.7,1.2,0,0.1,0.4,0.3,2.4,4.9,2.2,2.2,5.9
"Energy extraction",0.1,0,0.1,0.3,1,0.4,0.3,0.2,182,3.5,0.2,0.3,3.1,0,0,0,0.5,0.3,0,0.1,33.8,0.3,1.4,1.5,0.6,0,0,0,0.1,0.2,0.5,0.3,0.4,0.4,0.7
"Mining (non-energy)",5.4,4,0,1.9,11.1,8,5.8,6.5,14.4,137.2,1.7,130.8,55.4,0.9,2.3,1.9,19.5,1.5,1.1,17.5,16,633.3,23.2,7.8,0.1,0.1,0.1,0.1,0.3,14.8,6.3,16.1,1.1,0.3,3.9
"Mining support",5.6,7.4,9.3,0,1,0,0.5,0.2,1.1,0.2,0.3,0.1,0,0,0,0,0.8,0,0,0.1,3.4,9,0,0.7,0,0,0,0,0,0,0.3,0.7,0.3,0,0
"Food, beverages, tobacco",617.1,0.7,2.5,0.2,0,379.8,48,23,35.4,248.3,8,3.1,1.3,0.5,4,1.8,13.1,4.2,1.8,11.7,35.9,61.4,908.2,85.8,4424.5,15.6,1.8,5.3,47.2,15.4,157.1,408,197,324.7,479.4
"Textiles & apparel",19.8,8.3,10.6,1.4,229,0,111.2,5.7,28.1,25.5,18,4.2,12.1,4.3,44.7,25.6,98.7,81.9,12.1,119.2,47.5,103.4,988.1,184.3,101.2,52.1,17.1,22.2,66.9,8.7,304.8,140.1,37.1,127.5,123.9
"Wood",4.1,5.7,4.1,0.2,11.4,14.3,0,14.7,3.7,7.7,4.9,4,0.6,1.4,6.7,3.4,22.4,18.9,4.3,171.5,17.4,483.6,48.6,7.6,5.9,3.2,0.5,1.1,2.1,45,25.5,5.8,6.1,1.3,15
"Paper & printing",0.4,0.1,0.4,0,10.1,3.4,2.4,0,0.8,1.5,0.6,0.3,0.2,0.1,1.3,0.6,2.5,1.1,0.1,0.9,1.2,2.1,22.8,3.6,2.4,13.9,0.8,1.1,5.4,0.6,8.8,3.5,3.3,1.4,2.9
"Coke & refined petroleum",69.9,26.4,90.3,4.1,84.9,77.9,76.9,10.9,0,194.6,13.1,24.1,55.9,2.8,18.6,10.6,64.7,22.6,3.1,17.6,292.4,296.8,429.6,1825.7,33.4,9.9,9.5,11.2,76.5,28.2,310.1,125.8,41.9,33.4,50.6
"Chemicals & pharmaceutical",32.5,10.5,20.5,0.8,77.2,380.6,133.3,32.2,190.4,0,205.9,15.2,26,4.1,55.3,24.5,68.1,43.9,6.1,33.4,30.6,98.3,92.1,24,8.9,11.6,0.5,1.1,6.4,15.3,71.6,41.8,22.2,390.3,41
"Rubber & plastic",2.3,3,4.6,0.3,56.4,37,21.2,5,5.9,16.2,0,2.7,2.7,1.4,34.6,14.7,67.5,63.2,2.8,17.1,6,106.9,81.6,31.1,6.3,2,2.1,1.1,4.1,3.8,29.1,6.2,3,5.5,6.3
"Other mineral (non-metallic)",0.6,0.5,6.2,0.1,11.6,4.1,13.1,0.3,1.1,3.8,2.1,0,2.7,0.6,12.7,2.9,11.8,8.7,0.7,2.6,2.9,313.9,14.7,2.5,2.4,0.3,0.3,0.2,1,5.4,5.4,2.8,2,1.6,2.1
"Metal (basic)",0.5,3.7,1.9,1.9,3.1,1.2,6.5,1.4,3.9,2.2,6,5.3,0,46.1,48.3,63.4,614.5,176.5,21.5,61.4,21.2,516.9,36.9,4.3,0,0.3,0.2,0.1,0.1,0.7,11.5,1.5,0.8,0.3,2
"Metal (fabricated)",0.4,0.8,0.9,0.1,5.4,2.3,6.1,0.3,1.6,1.1,1,0.4,2.2,0,4.7,2.5,34.7,10.5,1.1,2.7,2.1,34.7,6.6,2,0.6,0.2,0.1,0.2,0.4,1,4.3,2.1,0.6,0.3,0.8
"Computer, electronics",0.6,0.8,1.2,0.2,2.5,4.4,4,1.6,3.2,2.5,2.2,0.7,0.4,0.7,0,29.6,91,36,2.6,9.3,10.9,37.6,65.1,16.3,4.4,10.1,46.2,28.7,26.1,1.8,60.1,36.4,13.6,28.3,25.7
"Electrical equip.",1.5,2.8,3.1,0.2,6.9,6.9,7.3,1,4.8,4.7,3,1.2,4.8,1.7,174.2,0,227.4,96.3,6.7,10.5,60.2,246.1,79.5,25.4,5.1,3.1,15.1,6.3,7,9.5,42.2,14.2,7.5,5.6,19.3
"Machinery & equip.",3.5,8.2,13.4,1.2,9.6,16.8,13.7,2.7,9.3,3.9,3.4,2.3,6.2,1.5,15.9,7.4,0,49.2,6.4,6,12.8,66.6,40.3,15.5,1,1.4,1.2,1.3,3.2,2,36.4,23.4,3.3,1.7,4.3
"Motor vehicles",1.2,0.9,3.7,0.2,1.8,3.5,7,0.4,2,1.4,2,0.8,0.5,0.5,4.7,5.6,60.8,0,1.6,3.4,6.4,13.8,296.7,84,1.4,1.2,1.1,0.9,4,1.6,65.4,13.8,1.8,1.6,4.6
"Other transport equip",1.7,0.2,0,0,0.1,0,0.1,0,0.2,0,0,0,0,0,0.2,0.3,5.2,0.2,0,0,0,2.3,3.9,68.3,0,0,0,0,0,0.1,12.7,26.4,0,0,0.3
"Other manufacturing",2.7,0.4,0.6,0.1,65.9,19.1,6.1,5.1,1.4,2.3,0.9,0.4,1.1,0.2,3.3,1.3,7.8,3.8,0.5,0,3.3,10.3,29.8,8.4,5.3,7.6,1,1.1,5.5,2.8,13.8,6.4,5.3,10.1,4.9
