Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0.1,0,25783.7,136.2,2593.1,292.2,3.1,675.8,279.8,2.2,67.3,1.1,0.3,0.3,1.8,1,9.7,3.5,178.7,1692.6,123.7,9.6,2054.9,10.3,0.7,1.2,6,5.9,451.1,431,70,204.4,140.9
"Energy extraction",1.2,0,0.1,0,0.9,0.2,0.1,0.3,68,9.6,0.9,0.3,6,0.2,0.1,0.1,0.1,0.3,0.3,0.4,25.3,1.6,3.1,4.2,0.7,0.1,0.1,0.2,0.2,0.6,1.8,0.6,0.2,0.8,0.8
"Mining (non-energy)",71.4,0,0,0.1,26.4,0,1,107.2,0,856.9,40.5,1318.5,672.6,84.4,2.9,19,26.4,0,6.4,9.6,57.3,1707.3,29.3,17.4,0.3,0.5,0.3,0,7.9,70.6,54,0,0,1.2,1.2
"Mining support",0.5,0.1,0.3,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.3,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0
"Food, beverages, tobacco",8650.4,0,2.5,0,0,184,22.5,150.1,52.8,1398.2,44,37.6,10,19,4.6,5.5,14.3,17.8,26.9,43,171.6,257.8,2181,122,12356.7,74.5,8.9,20.5,104.3,98.7,1077.6,1586.2,685.5,1537.7,1286
"Textiles & apparel",49.5,0,3.4,0,36.4,0,1.8,93.4,5.5,169.9,104.1,32.5,7.6,16.1,23.2,23.2,39.2,444.7,99.2,323.6,20.8,284.8,308.1,25.3,81.7,18.2,2.1,0.1,9.3,6.1,108.7,21.9,13.8,118.3,87
"Wood",326.7,0,42.3,0,74.9,14.4,0,230.4,1.1,141.9,68.3,309.1,14.3,103.8,25.6,29.1,73,201.7,110.9,1524.2,32.1,3786.4,315,52.3,58.4,53.2,9.3,6.9,6.3,620.9,328.8,3.8,25.2,18.3,118.1
"Paper & printing",64.9,0.3,32.4,0,1080.6,142.3,61.8,0,58.5,603.2,327,233.7,39.5,100,95,90.7,131.4,133.9,80.2,238.1,356.1,405.8,2536,327.6,313.7,3908.8,256.1,306,1537.1,206.8,3033.4,1016.8,822.1,398.7,571.7
"Coke & refined petroleum",1517.7,6.8,168.4,0.6,410.5,112,59.2,152.6,0,2575.2,148.2,374.2,814.4,143.4,50.6,38.1,147,264,220.1,376.2,2177,2368.1,4583.3,7158,228.4,102.2,116.5,268.3,277.4,292.3,1722,599,255.2,312.9,294.9
"Chemicals & pharmaceutical",1220,5.4,58.5,0.2,366.9,508.4,152.2,640.3,719.1,0,3221.8,468,567.4,462.5,190,254.7,221.4,583.9,268,373.1,317.5,1105.8,579.5,181.8,79.4,125.8,8.1,18.3,60.4,185.4,911,179.8,142.3,691,254.1
"Rubber & plastic",202.7,0,56.5,0.2,1434.8,368.8,40.5,356.1,452.4,970.8,0,212.8,222.6,651.1,456.7,857.8,869.4,4650.7,803.8,911.7,415.3,3454.6,2119.2,619.6,209,91.1,130.4,75.3,64.3,192.2,969.9,0.7,6.8,250.9,168.2
