Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.2,0.2,0,6274.9,88.4,210,54.6,3.3,71,13.1,2.6,26.2,1.2,0.2,0.3,0.5,12.7,0.1,19,11.3,11,369.8,4,236.3,0.6,1.1,6.3,1.6,6.8,31,9.4,2.1,77.5,16.6
"Energy extraction",0,0,0,0,0.2,0,0,0,96.1,2.5,0,0.3,5.9,0,0,0,0,0,0,0,4.8,0,0.1,0,0.1,0,0,0,0,0.1,0.1,0.1,0,0.2,0.1
"Mining (non-energy)",0.3,0,0,0,2.1,0.2,0.1,0.5,2.1,20,0.2,23,27,0.4,0.2,0.4,0.2,0.9,0.1,0.6,0.4,47.3,3.7,0.8,0.4,0.1,0.2,0.3,0.1,1,2.2,0.6,0,0.2,0.2
"Mining support",0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Food, beverages, tobacco",1500.3,0.3,1.3,0,0,58,17.1,55.7,198,851,32.2,32.3,66.8,32.7,13.9,13.7,36.6,34.6,5.9,30.2,85.1,180.8,924.8,125.5,2850.5,31.4,44.9,26.3,44.5,38.7,274.8,307.7,150,554.5,331.7
"Textiles & apparel",4.5,0.2,0.2,0,38.7,0,6.7,31.7,28.4,168.3,49.4,14.7,13.4,17.5,2.7,2.5,5.7,95.7,4.7,100.9,13.1,95.6,182.5,18.4,21.3,4.9,6.3,8.9,3.4,3,38.8,39,11.5,53.1,21.7
"Wood",13.4,0.6,1.7,0,31.7,6.6,0,23.4,10.7,96.6,10.2,32.2,18.1,25.5,2.3,7.3,13,10.2,2.9,173.3,17.1,1093.4,37.6,12.9,14.5,1.1,2.4,1.9,1.1,15.7,36.6,8.7,0.7,4.3,11.1
"Paper & printing",13.8,0.3,2.9,0,343.9,30.1,88.8,0,22.4,236.3,122.1,60.6,33,57.4,14,18.1,21.9,43.5,4.8,96.8,44.4,117.5,990.7,139.4,63.4,786.7,26.3,27.8,83.3,50.8,723.1,361.2,110.8,165.7,229.8
"Coke & refined petroleum",573.6,7.1,37.2,0.5,351.2,92.4,45.9,76.7,0,3910.4,144.2,436.7,943.5,99.6,26.1,40.6,88.2,59.9,23,156.6,220.2,967.4,1019.1,3419.7,102.1,36.7,56.7,74.4,122.6,102.2,659.8,365.3,52.2,336.9,148.8
"Chemicals & pharmaceutical",221.8,2.9,9.4,0.1,322.1,209.2,93.3,296.6,2361.9,0,642.6,170,490.7,139.6,72.2,81.5,60.9,119.9,18.3,141.4,281.7,512.9,1059.2,289.1,66.9,51,48.4,73.6,116.7,73.9,584.8,106.1,29.6,667.1,163.5
"Rubber & plastic",16.8,0.8,2.5,0,194.2,25.5,21.5,73.4,40.5,205.9,0,42.5,105.8,140.6,21.9,36.7,74.1,276.7,15.6,72.5,66.9,434.7,156.8,66.2,24.2,5.5,9.5,7.5,5.7,12.5,33,30.1,1.8,27.4,19.3
"Other mineral (non-metallic)",25.8,0.7,10.3,0.1,181.1,18.4,12.6,11.6,44.2,126.8,8.9,0,181.4,46.9,19,54.8,19.3,102,7.8,16.8,36.4,3303.3,342.3,29.6,36.6,8.4,17.7,8.6,8.3,62.4,246.2,18.4,3.1,21.4,19.6
"Metal (basic)",11.7,1.1,1.9,0.1,49.9,9.3,7.4,57.9,109.2,237.6,33,46.8,0,1395.7,67.8,406.9,624.4,488.3,66,241.2,193.2,1079.2,103.9,47.9,4.8,3.8,11.7,16.8,9.4,11.6,37.5,24.4,3.5,20.7,10.8
"Metal (fabricated)",38.9,4.8,7.9,0.2,271.6,37,26.6,42.5,115.3,259,54.6,101.4,961.9,0,88.6,151.2,326.2,285.4,50.6,300.4,123.5,2137,135.8,172.1,36.1,5.6,24.8,17.9,19.7,87.8,165.1,115.8,10.8,63.3,36.2
"Computer, electronics",7.6,0.4,0.7,0,21.5,2.7,5,10.2,20.1,34.9,1.8,11.5,59.5,39,0,31.3,53.3,61.4,4,47.2,48,148.2,49.8,56,6.4,2.5,33.2,24.1,9.2,8.3,64.7,21.7,5.3,25.6,5.9
