Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0.1,0.1,3903.8,0.4,127.4,0.3,0,77.2,0.5,0.4,0.2,0.6,1.7,0.1,0.4,0.1,0,25.1,1.1,38.9,15.7,3.4,125,1,1.3,0.3,3.4,5.4,10.7,1.7,18.7,18.9,11.2
"Energy extraction",0,0,0,8.4,61.3,0.1,0.5,0.8,52.4,64.9,0.2,9.8,7.8,0.4,0.3,0,1.2,0,0.2,5.8,333.1,0,1.2,4.7,26.2,1.2,3.1,0,0,21.4,18,0.4,1.6,24.1,14.2
"Mining (non-energy)",30,0,0,0.7,13.5,0,0.2,0,0,42.7,2.5,213.7,68.1,1.3,12.8,0.4,1.5,0,0.1,2.6,4.8,365.4,11.6,2.8,2,4.7,0.3,13,0.2,7.2,3.2,0.9,0.1,1.4,0.6
"Mining support",7.4,3.5,4.8,0,2.1,0,0.1,0.1,0,0.4,0.4,0.3,0,0,0,0,0.2,0,0,0.4,1.9,16.3,0,0.2,0,0,0,0,0,0,1.3,0.2,0.2,0,0
"Food, beverages, tobacco",520.1,0.1,0.3,0.1,0,1.2,1.8,2.5,0.1,456.7,2,1.8,0.3,1,9.2,0.4,1.2,0.3,0.3,6.3,5.4,17.1,164.7,12.2,911.5,82.4,0.7,221.2,6.2,5.7,21.1,12.7,18.2,87.3,56.9
"Textiles & apparel",1.8,0,0.1,0,4.7,0,2,1.1,0,54.7,0.7,0.4,0.3,0.9,9.7,0.4,0.9,0.2,0.2,28.7,1,18.6,17.2,1.3,2.5,6.6,0.2,15.9,0.7,0.6,3.2,1,0.2,6.6,2.1
"Wood",2.1,0.5,0,0.2,19.6,0.5,0,4.4,0,33.9,31.7,7.4,0.4,8.6,23.9,0.2,4.3,0.8,0.5,559.8,3.2,690.8,8.4,1.5,8.5,1.8,1.4,5,2.9,48.4,13.4,0.6,9.2,5.2,1.5
"Paper & printing",11.3,0.4,3.2,0.1,141.1,2.8,5.4,0,0,361.6,10.3,15.8,0.7,2.6,65.2,1.2,7.9,0.5,0.5,39.6,24.5,64.2,161.1,16.6,30,26.1,59.5,14,195.5,44.4,283.4,34.3,119.3,19.4,52.5
"Coke & refined petroleum",9.5,0.1,2.2,0.1,5.2,0.1,0.9,0.4,0,5.8,0.7,2.3,0.5,1,3.3,0.3,1.1,0.3,0.1,7.1,4.3,20.4,5,23.8,1.6,0.7,0.7,0.4,2.7,2.3,6.5,1.1,1.5,5.1,1.1
"Chemicals & pharmaceutical",73.3,0.6,4.8,0.2,59.2,9.6,9.5,10.2,0.5,0,71.9,12.7,2.8,8.2,63.4,5.6,6.6,2.8,0.6,32.3,5.9,50.4,139.4,9.5,11.8,82,0.9,226.2,0.8,4.3,15.4,1.3,5.3,195.1,6.9
