Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,11.6,13.6,4.7,73898,1687,1391.8,1560.6,4478.2,150.1,534.7,89.7,441.3,7.9,0.9,1.3,1.7,22.1,6.6,22.1,18.8,496.5,1156.8,11.7,2064.9,1.2,14.8,2.9,31.5,61.1,114.6,538,381.9,234.6,226.8
"Energy extraction",21.4,0,85,192.2,490.8,76.5,22.3,329.5,50049.6,1032.7,44.9,313.3,769.7,202.7,1.4,13.7,95.3,170.7,21.8,29.3,4797.1,447.2,297.4,139,9.2,1.7,32.5,5.2,57.7,119.2,99.3,140.3,17.7,215,170.7
"Mining (non-energy)",150.1,154,0,21.1,136.8,2.7,0.5,6.2,69.3,1186.4,7.4,2088,8243.2,15.2,1.7,50.8,8.3,46.2,10.9,25.1,37.6,2539.4,73.1,25.7,4.5,0.2,0.7,0.4,8.1,36.7,16.6,109.1,7.8,7.7,27.5
"Mining support",381.5,2856.6,525.6,0,95.3,0,3,22.9,67.5,27.1,31.5,17.1,6,0.7,0,0,17.5,0.6,0.1,7.5,160.6,511.8,0.7,15.4,0.1,0,0,0,0.1,0,10.8,59.3,18.9,0.5,0.5
"Food, beverages, tobacco",5976.9,134.6,53.6,5.6,0,933.1,49.4,442.8,1386.2,3836.6,662.4,158.2,109.6,134.4,42.9,123.2,75.5,126.5,42.5,152.3,86.9,338.7,1381.9,127.4,18775.9,21.5,37.6,19.9,104.7,42.6,241.9,1385.6,1440.6,1234.7,629.4
"Textiles & apparel",221.7,39.1,11.8,5.2,188.9,0,3.4,133.8,27.8,130.9,176.9,22.7,9.8,73.1,10.9,14.1,19,560.5,89.1,479.9,159.5,311.7,835.8,77.3,135.4,33.2,13,8.2,102,9,117.6,278,74.2,354,348.4
"Wood",310.9,1.2,18.4,6.3,213.1,15.1,0,154.2,2.2,30.8,7.6,19.8,10.6,114.3,2.4,4.5,163.6,160.4,81,2576.2,180.3,2306.7,361.4,49.7,6.9,38.3,3.6,2,32.1,329.1,105.9,123,17.3,36.8,176.6
"Paper & printing",204.6,21.8,87.8,4.5,3145,601.9,294.9,0,66.9,1124.2,751.2,747.7,35.4,524,641.1,168.4,127.5,547,43.8,377.9,220.6,213.3,2355.1,332.9,374.3,1535.9,461.7,435.1,1153.4,103.8,1929.1,1648.8,637.2,675.5,897.7
"Coke & refined petroleum",6575.2,1062.6,1963.7,127.4,3594,462.2,140.3,794.9,0,11313.8,1343.8,1839.4,1937.5,284.1,104.1,430.3,239.2,798.1,158.9,328.4,3016.3,3833.3,2712.1,27732.5,617.3,39.2,54.1,51.3,566.6,190.3,1003.6,2247.3,248.9,792.2,655.2
"Chemicals & pharmaceutical",17105.2,1328.8,443.9,37.8,2449.1,2569.1,470,2572.9,6492.5,0,6912.3,1656.5,1085.7,1157.6,243.5,1221.7,245.6,1155.2,253.8,1249,301.6,2909.7,1303.5,808.1,123.1,93.8,73.2,20.7,198.6,193.3,587.9,617.1,362.7,1531.4,646.3
