Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0,0,8.2,0,1.8,1.4,0,1.1,0.2,0,0,0,0.1,0,0,0,0.1,0.9,0.2,0.8,0.2,0.1,2.1,0,0,0,0,0,0.1,0.4,0,0,0.1
"Energy extraction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mining (non-energy)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mining support",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Food, beverages, tobacco",7.7,0,0,0,0,1.9,0,2.5,0,109.6,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.3,2.2,502.9,0,0,0,0,0,0.4,66.6,0,8.3,4.2
"Textiles & apparel",0,0,0,0,0,0,0,0.1,0.1,0.9,0.6,0,0,0.1,4.2,0.1,0.2,0.2,0.9,5.4,0.1,0.8,2.1,0.2,0.1,0.2,0,0,0,0,0.2,2.3,0,0.2,0.4
"Wood",0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0.4,0,0.1,0,0.1,1.3,0,2.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0
"Paper & printing",0,0,0,0,6.2,2.4,0.1,0,10.9,38,5.1,1.6,0.4,4.6,71.9,3,7.9,0.9,2.4,6.6,5.7,16.5,83.8,16.4,7.9,346.3,14.3,23.6,63.9,6.9,65.5,90.2,20.3,2.5,25.5
"Coke & refined petroleum",3.8,0,0,0,21.2,3.9,2.6,14.6,0,1066.8,17.3,29.1,23.5,28.9,151.6,15.7,39.3,3.1,15,28.5,167.2,298.1,153.8,891.6,25.8,7.8,8.7,14.4,43.5,19,63.4,147.6,10.6,5.1,26.3
"Chemicals & pharmaceutical",0.7,0,0,0,104.4,3,1.5,16.1,75.6,0,87.4,6,15.9,14.3,148.9,12,14.3,2,10.7,52.9,7.4,35.5,8.6,4.3,2.3,3.6,0.2,0.6,1.7,1.5,65.6,853.1,1.6,1033.6,32.6
"Rubber & plastic",0.4,0,0,0,27.4,3.9,1.3,14.1,12.8,124.9,0,5.7,2.5,25.5,489.6,37.9,76.1,15.4,24.4,49.1,3.4,187.7,42.9,18.5,8.6,2.9,3.4,2.4,4.1,2.3,13.7,13.3,1.3,1.2,5
"Other mineral (non-metallic)",0,0,0,0,1.4,0,0.6,0,1.7,20.2,3.7,0,1.3,7.9,134,5.5,9.3,1.5,4.9,5.5,0.6,407,6.1,0.2,2.4,0,0.3,0.3,0,1.7,2.7,4.2,0.7,0.1,0.5
