Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,0.1,0.1,4291.2,34.3,13.6,1,1.1,18.2,2.8,0.7,0.3,1.7,0.3,0.2,1,0.1,0.3,9.6,82.8,26.4,12.2,9.8,218.2,4.9,0.2,0.4,1.3,1.5,52.3,25.7,16.8,31.2,25
"Energy extraction",2.2,0,0.2,7.9,13.9,0,0,0.3,2590.4,55.2,0,3.9,19.2,0,0,0,0.1,0,0.6,0.3,638.2,5.8,0.4,3.1,6.3,0.7,0.9,0.5,0.6,8.8,6.9,1.6,1.8,11.5,8.8
"Mining (non-energy)",4.2,0.3,0,0.8,3,0.2,0.3,1.3,0.1,22.6,0.5,51.3,16.1,1.8,0.1,0.1,2.7,0,0.3,0.1,26.2,133.2,0.2,0.2,0.4,0,0,0.1,0.1,3.9,1.2,3,0.6,0.4,0.2
"Mining support",52.9,114.4,11.3,0,8,0,0.6,1.6,7.6,1.5,3.1,1.5,0.2,0.2,0,0,4.8,0,0,1.4,35.5,84.6,0.1,22.7,0,0,0,0,0.1,0,3.1,5.8,2.2,0.1,0.1
"Food, beverages, tobacco",1153.3,1,0.3,0.3,0,8.1,3.3,9.8,11.4,117,12.5,3.5,1,3.7,1.5,2.1,8.2,0.5,1.4,10.1,24.4,31.3,104.4,74.5,1064.4,7.9,1.7,4.3,14,13.2,69.4,145.5,74.8,203.2,187.9
"Textiles & apparel",5.6,0.2,0,0.1,11.1,0,0.8,1.5,0.2,3.4,2.5,0.5,0.3,1.5,1.1,0.6,4.1,0.6,0.8,23.4,1.7,7.8,7.2,8.4,4.1,0.7,0.4,0.3,1,3.2,3,5,1.9,6.1,3.3
"Wood",7.7,0.7,0.5,0.3,17.4,1,0,5,0.2,4.4,7.5,7.7,0.7,16,6.3,3.3,14.4,3.6,4.7,113.7,44.5,870.4,6.5,3.6,6.6,0.8,0.6,0.5,0.6,1.2,12.1,2.3,1.7,2.4,8.9
"Paper & printing",9.8,1.3,1.5,0.3,158,11.3,10.6,0,1.3,29.1,32.2,20,1.7,23.6,12.7,11.1,22.7,2.2,1.4,17.8,25.8,13.2,120.6,28.3,26.9,128,24.6,26.2,58,24.7,258.7,60.1,47,24,47.1
"Coke & refined petroleum",120.1,0.8,5.9,3.5,31.9,4.5,4.2,3,0,14.9,6,37.8,14.2,21,1.3,1.8,10.4,1.1,1.5,8.2,58.9,198.8,60.3,2584.1,9.4,2.4,2,2,5.7,10.4,34.4,42,10.8,8.2,10.6
"Chemicals & pharmaceutical",99.7,5.4,1.9,1.1,82.5,27.1,8.7,17.4,21,0,132.4,18.1,10.8,25,13,16.6,75.7,3.8,5.2,64,19.2,64.1,32.1,38.5,22.5,19.3,10.3,12.9,20.8,12.9,93.2,70.8,41.5,97.8,31.6
"Rubber & plastic",19.8,4.8,1.6,1.2,111.1,9.7,12.6,22.2,9.2,35.6,0,17.7,5.9,47.3,33.1,21.6,71.9,6,8.1,48.3,14.2,327.5,196.8,15.2,12,5.3,3.7,3.8,4.1,6.1,36,34.3,19.8,83.5,21
"Other mineral (non-metallic)",11.4,3.9,4.8,1.4,48.3,2.9,57.2,1.9,8.6,12.7,21.5,0,8.1,26.5,14.7,9.3,56.7,6.8,5.3,13.6,16.4,1622.1,20.3,29.8,11.7,2,4.7,2.5,6.1,38.1,9.7,13.3,4.3,11.3,5.2
