Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,1.1,0,0.2,3593,58.7,233.2,119.4,2.9,162.1,15.9,0,2.6,0,0,0,0,0,0.5,5.1,0,58.5,123.7,0.5,216.4,0.1,0.2,0,0,1.8,77,12.1,46.7,28.7,6
"Energy extraction",1.2,0,0.1,114.5,244.8,0.2,0.3,11.9,14245.7,4479,0.5,1.7,171.7,0.8,0,0.8,0.6,0.2,9.7,20.2,5090.4,8667.8,14.5,27.8,257.4,1.9,48,0.5,3.9,38.7,217.5,29.3,806.8,379.5,87.7
"Mining (non-energy)",0.3,0.2,0,1.2,3.7,0,0,6.8,0,256.9,0,529.7,402.4,30.6,0,7.4,0,0,0.6,15.3,1.7,789,2.8,2.5,1.2,0,0.1,0,0,3.2,5.9,19.8,0,0.3,0.1
"Mining support",14.2,353,17.5,0,3.3,0,0.3,1.7,2,2.7,1.3,2.8,0.1,0,0,0,0.6,0,0,0.6,9.8,109.9,0.1,0.7,0,0,0,0,0,0,2.5,8.7,3.3,0,0
"Food, beverages, tobacco",527.4,0.3,0.2,0.1,0,3.5,1.7,13.1,3.6,131.4,2.3,6,0.3,1,0,0.9,0.6,0.2,0.7,4.3,4.8,39.8,126.2,24,1587.3,0.5,1.8,0.4,3.3,2.1,93.6,315.5,151.9,199.5,87.4
"Textiles & apparel",9.2,11.5,0,0.5,7.5,0,0,17.6,0,36.8,17.2,14.8,0.5,0,0,1,1,5.1,4,60.5,2.8,23.1,83.9,13.5,24.4,0.4,3.1,0,0,0.7,56.2,132.3,33.6,117.7,15
"Wood",6.1,0.3,1.2,0.2,5.8,1.3,0,27.7,0,19.2,3.6,24.8,0.4,7,0,4.3,3.1,0,3.3,159,0.7,1069.9,13,3.8,5.2,0.3,1.2,0,0,17.2,25.1,12.7,0,2.2,7.5
"Paper & printing",9,3.3,1.8,0.1,106.2,14.5,9.6,0,4.6,90.3,15.5,58.2,1.6,9.2,0.3,13.9,7.9,1.1,1,27.8,14.9,96.7,278.7,37,38.8,102.5,63.5,7.7,35.7,9.1,302.3,351.3,378.2,96.1,35.7
"Coke & refined petroleum",347.4,6.6,80.3,13.6,150.8,11.3,27.6,67.9,0,1705.7,30.6,470.3,103,44,0,41.8,28.7,0,7.9,83.5,395.6,2528.3,749.9,2646.8,92.7,3,68.7,0,23.9,34.2,502.8,1019.8,705,212.6,61.3
"Chemicals & pharmaceutical",533.7,184.9,48.1,4.4,164.5,266.3,80.8,351,330.6,0,821.3,507.3,89.9,111.9,7.6,164.7,50.8,28,25.1,188.5,98.7,1163.5,257,61.5,40.9,7.2,6,1.1,5.5,31.6,312.1,189.7,200,566.2,106.7
"Rubber & plastic",18.6,38.4,6.2,1.3,156.4,20.9,11.5,49.2,9,169.2,0,79.7,8.3,32.4,4.3,87.5,45.3,36.4,10.4,89.9,11.2,1128.7,248.3,72.9,26.4,1.1,23.2,1,2.4,7,93,64.6,32.6,57.2,12.1
"Other mineral (non-metallic)",6.6,11,6.9,0.5,28.5,2,5.8,2.1,1.4,29.7,6.2,0,5.8,11.6,1.3,14.1,6.5,4.1,2.2,12.4,2.9,2727,22.7,4.9,8.2,0.1,2.5,0,0,8,19,23.9,18.6,14,2.9
"Metal (basic)",2.6,74,8.6,4,19.2,1.2,2.5,38,3.4,67.4,14.4,86.9,0,746.2,8.8,609.8,314.9,67,48.3,295,32.2,2708.6,88.3,7.2,0.2,0.1,8.6,0,0.5,1.4,10.5,9.8,4.5,6.9,3.5
"Metal (fabricated)",3.7,20.7,1.2,0.4,15.9,0,3.5,2.6,2.5,13.3,3.7,12.9,7,0,0.6,15.6,24.2,6.3,4.1,22.5,5.4,380.1,14.3,3.6,2.6,0.1,1.3,0,0,1.8,13,23,6.5,2.8,1.3
"Computer, electronics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.1,0,0.5,0.2,0,0,0,0.6,0,0,0,0.2,0.5,0.2,0.4,0
"Electrical equip.",0.5,0,0,0.1,1,0,0,0.1,0.5,3.1,0.7,2.3,1.1,2.6,1.4,0,9.6,3.5,1.6,9.4,7.3,164,11.3,2.6,1.3,0.1,10.5,0.4,0,1.1,6.9,9.3,5.2,3.4,1.8
"Machinery & equip.",0.8,4.2,0.4,0.1,0.5,0.3,0.2,0.6,0.3,1,0.3,1.5,0.4,0.8,0,1,0,0.6,0.5,1.9,0.9,15.8,2.9,0.9,0.1,0,0.3,0,0,0.1,1.7,5.5,0.8,0.4,0.2
"Motor vehicles",0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.2,0,0,6.1,0.8,0,0,0.1,0,0,0,0.7,0.7,0,0.1,0
"Other transport equip",0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,0.7,2.7,0,0,0,0,0,0,0.6,7.3,0,0,0
"Other manufacturing",18,41.5,3.8,0.9,19.6,4,3.1,11.3,6.6,23.7,3.2,24.6,12.7,8.2,0.6,10.5,12.4,2.2,2.9,0,23.1,139.8,32.3,66.9,7.8,0.7,23.6,0.6,2.6,17.7,37.3,65.4,28.8,73.6,5.2
"Utilities",142.9,426.6,42.9,7,261.9,80.4,41.8,222.1,122.5,800.9,75.7,557.5,154.6,76.2,3.6,57.6,50.2,17.3,11.3,84.1,0,485.6,726.7,254.3,263.4,5.7,155.2,7.1,38,140.7,351.8,1168.2,1111.8,607.4,117.7
"Construction",32.6,7.5,7.8,1.9,10.1,4.9,4.5,12.1,93.9,43.1,5.3,41.2,5.1,12.7,0.6,9.1,7.5,2.1,1.2,30.3,107.6,0,198.7,116.8,31.9,1.2,79.6,2.1,19.6,270.4,239.6,2077.3,689.3,125.8,24.8
