Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,1.5,13.3,0.8,3881.9,73.1,978.8,137,9.7,35.2,10.1,2.8,15.4,3.8,4.4,2.2,4.9,15.5,0.7,40.1,95.6,71.1,219.3,19.6,287.1,1.7,1.6,2.8,3.9,22.5,60.7,5.9,3.6,11.5,18.6
"Energy extraction",7.3,0,0.7,1.5,15.4,3.7,2.4,11.9,74.7,61.8,4.8,21.3,396.1,6.5,5.8,2.7,15,12.4,0.7,4.3,968.8,8.1,26.1,19.8,4.8,1.3,1.3,1.9,3.4,17.3,12.4,14.6,9.5,7.6,5.5
"Mining (non-energy)",7.7,1.4,0,0.3,5.9,0.8,0.7,1.5,0.7,22.2,2.9,85.1,182.9,3.9,1.5,2.7,6.3,3.5,0.3,1.5,15.4,220.6,8.4,5.8,1,0.3,0.3,0.5,0.8,16.8,8.8,2.2,0.6,1.1,1.3
"Mining support",18.2,8.5,0,0,0.2,0,0,0.1,0.5,0.2,0.2,0.9,0.8,0.1,0.2,0.1,0.3,1,0,0.1,27.7,59.4,0.3,4.4,0.1,0,0,0.1,0,0.4,53.9,0.3,0.1,0.1,0.1
"Food, beverages, tobacco",823.2,4.1,1.8,0.2,0,11.5,7.3,10.2,6.2,68.3,63.1,11.2,17.8,21.8,20.3,11.9,25.8,46.7,3.8,15.7,35.8,36.6,200,24.4,631.9,4.4,2.9,5.5,12.4,27.9,70.3,67.3,34.4,51,47.5
"Textiles & apparel",16.3,4.2,0.5,0,9,0,1.4,4.1,0.5,13.6,50.7,2.7,2.6,10.8,7.8,6.7,18.9,165,2.2,35.6,12.1,18.5,40.4,8.2,5.2,2.5,0.5,1.1,0.8,4.3,21.2,9,2.2,37,11
"Wood",53,10.2,3.1,0.1,13.1,1.5,0,102.7,0.8,12,29.7,34.6,9.9,29.5,18.8,6.8,26,181,3.1,335,41.8,675.5,62.7,18.5,14.3,6.5,0.6,1.8,2.1,128.6,49.7,5.3,7.2,3.5,18.5
"Paper & printing",10.1,0.8,1.5,0,116.1,12,28.5,0,1.1,46,37.5,26.1,8.6,17.5,25.8,18,28,49.9,3.6,22,48.8,37,112.4,23.1,24.8,351.1,2.2,56.2,93.1,56,363,41.3,62.6,29.2,84.1
"Coke & refined petroleum",265.2,31.3,8.2,0.8,54,27.5,58.7,30.3,0,502.4,104.4,60.2,135.1,56.7,6.1,9.7,59.9,110.8,9.2,38.1,190.3,225.1,656.3,863,10.4,6.5,16.8,16.1,15.4,76,117.8,68.7,7.2,25.8,36.3
"Chemicals & pharmaceutical",180.4,15.2,14.7,1.1,62.1,43.7,49.6,55.5,32.4,0,704.3,59.1,81.7,54.3,46.2,79.4,80.4,140.7,8.5,44.8,73.4,97.7,90.2,39.1,6.4,3.2,2.1,5.7,5.2,39.7,77.9,13.3,8.6,120,23.8
