Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.3,0.3,0,3765.6,147,658.5,205,1.2,50.3,23.7,1.4,7.5,1.9,1,0.6,1.7,1.3,0.5,26.3,5.6,16.4,174.6,5.8,321.8,2.3,2.4,1.1,2.6,2.4,46,37.5,14.7,30.6,14.1
"Energy extraction",0,0,0,0,1.6,0,0,0,216.4,7.5,0,0,0.9,0,0,0,0,0,0,0.1,40.7,0,0,0.1,0.9,0,0.1,0,0,0.2,0.4,0,0,0.6,0.4
"Mining (non-energy)",2.8,0.2,0,0,2.7,0.3,0.2,3.6,0.1,32.6,0.2,159,367.7,36.1,0.4,0.2,1.2,0.5,0.2,3.4,1.4,173.2,4.6,2.3,1.4,0.2,0.3,0.2,0.1,2.8,2.4,3.2,0.3,0.5,0.3
"Mining support",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Food, beverages, tobacco",751.7,0.5,1,0,0,91.5,5.8,23.1,9.4,74.6,7.5,9,2.2,6.4,4.2,2.8,3.6,5.2,0.7,7.8,34.2,60.7,210.9,33.3,2079.2,8.8,7.2,5,15.8,7.6,85,115.6,39.2,214.3,180.8
"Textiles & apparel",11.5,0.4,0.6,0,14.4,0,5.3,4.9,1.1,17.9,30.6,9.6,1.5,8.1,1.8,4.4,2,41.2,1.9,73.1,12.2,48.7,87.7,11.9,24,4.9,2.9,1.3,1.8,1.7,23,25.5,4.8,45,14.5
"Wood",11.2,0.5,0.1,0,16.5,8.9,0,58,0.8,10.7,11.2,30.6,3.6,25.6,4.6,5.8,8.9,24.1,3.1,234.7,15.6,906.5,56.9,14.9,13.4,0.6,1.1,0.4,1,15.9,23.9,9.8,5.6,4.8,14.2
"Paper & printing",24.5,0.7,5.7,0,286.6,76.3,39.1,0,9.2,67.5,47.6,77.2,7.3,34.2,21.7,19.2,22,31.7,1.1,47.7,130.4,86.9,469.4,87.6,91.2,425.2,65.8,51.2,97,18.1,350,149.5,104.4,112.9,122.5
"Coke & refined petroleum",305.4,10.5,76,0.3,119.1,77.1,36.2,58.7,0,352.9,58.2,212.2,111.3,61.3,16.1,22.3,30.1,37.3,3.6,56.7,828.8,668.3,526.4,1887.5,82.4,15.9,36.6,21.4,59.9,31.6,213.9,172.4,42.3,116.2,76.3
"Chemicals & pharmaceutical",189,2.7,16.2,0.1,84,239.2,50.4,128.4,140.5,0,427.9,116.1,47.4,75.4,36.4,41.2,27.1,58.2,5,57.8,82.3,207.4,106.7,29.9,24,13.6,3.1,3.7,4.5,17.1,75.5,25.1,14.5,164.9,45.5
"Rubber & plastic",18.8,1.3,0.2,0,157.4,65.4,17.6,45.2,1.5,50,0,44.2,10.9,52.2,45.4,50.3,53.7,170.9,5.2,64.9,7.5,435,191,73.5,28.5,5.6,1.1,4.1,1,8.9,47.8,16.5,5.5,32.1,8.7
"Other mineral (non-metallic)",18,1.2,11.4,0.1,101.3,13.7,25.3,7.6,1.9,28.7,24.6,0,23,53.7,40.7,24.1,23.3,56.7,3,28.1,26.4,3005.7,102.3,26.8,28.6,3.1,3.2,1.5,3,28.9,40.3,20.1,9.6,22.8,5.2
"Metal (basic)",2.5,1.5,1.7,0.1,4.5,1.5,1.9,3.5,3.3,2.9,7.6,23.3,0,449.4,16.3,53.8,127.3,124.8,10.1,60.6,36.5,550,27.8,10,1.4,0.6,1.2,0.5,0.7,1.1,6,3,0.9,2.1,1.5
"Metal (fabricated)",56.7,10.1,23.7,0.2,256.1,59.3,73.4,36.1,39.2,53.7,70.9,104.5,130.7,0,93.4,129.4,407,418.6,27.4,267.8,137.3,2103.6,235.1,104.4,43.9,8.3,19.4,11,3.3,22.9,112.9,84.6,15.9,33.1,28.9
"Computer, electronics",2.2,0.2,0.6,0,5.4,2.8,0.7,3.2,1,2.1,3.1,3.8,2.6,5.7,0,15.5,12,14.8,0.3,13.2,13.1,33.3,25.8,11.9,5.5,5,33.4,11.3,7.2,1.5,20.5,15,3.9,22.9,7.3
"Electrical equip.",1.8,0.1,0.3,0,7.3,1.9,0.7,1.3,0.9,3.5,3,5.1,4.6,12.1,34.6,0,25.7,39.1,1.8,21.4,50.5,186.4,37.3,8.8,5.2,2.2,18.9,3.5,1.7,5.2,14.8,8.2,2.6,8.1,3.7
"Machinery & equip.",14.6,1.2,5,0,12.7,7.6,4.5,7,5.8,4.1,6.4,14.2,9.2,22.8,6.9,7.5,0,32.8,3.2,22.9,26.4,95.9,35.3,15.7,3.9,1.2,3.4,0.9,1.6,3.3,15.6,20.3,1.9,6.1,2.6
"Motor vehicles",1.8,0.2,0.3,0,6.8,2.5,0.7,1.2,1,3,3.7,1.5,0.8,8,4.9,8.7,16.1,0,1.2,9.9,9.7,19.1,126.9,30.3,4.5,1.3,3,1.4,2.5,1.5,11.2,9.8,1.8,3.6,2.9
"Other transport equip",1.9,0.1,0.1,0,0.5,0.9,0.1,0.2,0.2,0.2,0.1,0.3,0.3,0.5,0.2,0.5,1.4,0.4,0,0.8,1,5.2,1.6,10.5,0.2,0.1,0.3,0.1,0.1,0.2,4.8,20.2,0.1,0.4,0.2
"Other manufacturing",66.8,5,11.5,0.1,73.8,43.2,21.7,34.2,24.2,24.3,16.8,49.9,60.5,56.6,27.2,23.1,53.8,50,6,0,182,213.4,118.3,188.4,34.7,12.9,54.1,11.5,20.8,37.4,77,59.8,16,121.3,30.2
"Utilities",290.8,32.8,192.9,0.5,564.6,397.3,152.3,529.7,280.1,449.6,228,686.2,532.5,347,91.4,83.3,153.1,200.5,12.3,160.9,0,611,1379.3,663,616.5,83,235.4,61.5,248,447.8,538.9,727.4,397.9,845.6,430.5
"Construction",132.1,10.2,104.8,0.3,60.9,52.5,31.7,47,52.4,55.3,31.7,111.4,27.1,95,29.4,25.4,43,47.9,3,117.7,888.4,0,771.8,583.6,158.7,38.4,228.7,37.9,174,1455.2,632.1,831.6,180.4,330.1,202.6
"Wholesale & retail",853.6,13.9,71.4,0.4,3014.2,1100.3,228.6,430.1,426.1,684.6,363.7,374.4,205.2,438.6,309.5,193.2,262.7,604.3,30.5,391.4,1041.5,1644.4,0,1367.5,1480.9,388.5,546.8,123.3,227.3,117.8,1499.3,379.5,127.5,730.6,393.3
"Transportation, storage",94.5,16.3,73.3,0.4,332.1,148.2,92,160.6,147.3,132.7,73.8,245,77,126.2,54.3,43.8,74.2,124.2,8.5,93.4,302.2,524.7,1979.1,0,79.1,95.2,151.1,57.3,226.2,34.1,488.4,260.2,79.6,145.1,135.4
"Accomodation and food services",36.7,2.3,6.2,0.1,86.5,46.2,17.3,28.5,9.8,32.4,21.7,37,14.9,49.1,15,13.2,27.3,31.1,4.6,40,169.3,259.1,505.2,449.2,0,57.7,41.9,93.1,238.8,97.7,817.1,272.4,141.3,612.1,231.3
"Publishing, broadcasting",4,0.3,0.8,0,41.3,8.3,2.2,23.8,5,6.7,3.3,5.9,1.3,6.4,5.6,2.5,4.4,5.6,0.7,6.1,22.7,31.5,130.1,29.8,26.9,0,138.5,51,41.3,5.3,439.7,59.6,51.9,31.2,72
"Telecoms",33.4,1.7,9,0.1,61.1,50.9,12.2,23,17.4,23.9,16.9,31.9,11.1,39.6,27,14.2,28.1,30.7,2.4,35.6,137.1,175.5,496.8,257.9,84.6,139,0,140.9,394.3,48.1,453.5,248.4,54.6,164.5,125.5
"IT and information services",5.3,1.3,1.2,0,33.7,19.7,5.5,15.5,1.3,18.6,8.1,14.4,5.9,18.3,23.1,9.8,13.5,19.4,0.9,20.4,82.3,84.7,233.9,123.1,32.3,57.7,152.4,0,231.1,21.2,284.8,130.3,28.8,77.2,56.1
"Finance & insurance",303.4,22.8,56.8,0.3,313.9,250.7,82.1,142.9,119.2,146.1,98.2,182.6,148.4,211.2,99.5,72.9,124.2,177.5,15.6,157.5,723.2,1136.4,1990.5,886.8,310.3,116,267.7,174.8,0,1481.7,1178.9,562.4,160.4,459,310.8
"Realestate",17.9,2.5,2.3,0,50.4,54.6,10.5,22.6,11.5,15,17.6,22,5.1,37.6,14,10.3,15.6,35.4,1.8,37.1,95.7,248.6,1246.2,226.9,294.2,46.6,131.1,61.7,205.4,0,403,173.7,100.8,230.5,148.1
"Other business services",171.7,36.9,45.8,0.7,762.1,237.2,96.5,192.3,120.5,299.1,132.6,252.3,83.7,309,223,122.6,176.9,276.4,24.4,307.9,1044.1,2765.9,3505.4,1367.7,664.8,424.5,719.9,464.2,1174.6,414.3,0,865.9,301.3,831.1,628.1
"Public admin,  defence",20.4,2.9,5.1,0.1,57.9,22.3,17.2,26.9,14.1,23.7,11.7,25.6,11.6,26.3,15.2,9.2,14,21.2,1.9,21.4,132,287.8,325.6,150.7,74.1,35.7,67.1,41.6,116.8,65.9,344.9,0,39.6,108.7,76.9
"Education",2.4,1.5,1.7,0,8.3,9.2,1.9,3.9,0.7,3.8,4.6,6.2,1.2,7,12.3,5.9,6.2,12.3,0.2,4,23.5,54.3,43.4,23.6,4.3,6.4,11.4,15.7,21.1,3.9,63.4,58.9,0,31,5.9
