Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,1.2,0.5,0.3,1214,21,42.9,22.5,1.6,24.6,3.8,0.6,1.2,0.2,0.1,0.6,0.3,0.2,0.1,4.1,2.3,8.1,17.6,1.6,157,0.2,0,0,0.1,0.3,1.1,27.9,2.6,14.6,2.7
"Energy extraction",1.2,0,0.1,1.7,1.2,0.1,0,0.3,178.3,9,0.2,1.3,2.7,0.1,0,0.2,0.1,0.2,0,0.1,18.4,0.2,0.5,0.8,2,0,0.1,0,0,0.1,0.1,1,0.2,2.2,0.5
"Mining (non-energy)",5.7,3.3,0,1.6,1.6,0.4,0.1,1.3,1.8,43,0.2,75,13,0.5,0.2,1,0.6,0.1,0.1,1.7,1.6,56.9,1.1,0.9,0,0,0,0,0,0.7,0.1,6.6,0.1,0.2,0.3
"Mining support",15,121.6,7.4,0,1.5,0,0.1,0.3,1.3,0.6,0.3,0.5,0.1,0,0,0,0.2,0,0,0.1,2.7,8,0,0.4,0,0,0,0,0,0,0.1,2.9,0.2,0,0
"Food, beverages, tobacco",80.2,0,0,0,0,3,0.1,0.5,0.4,5.4,0.1,0.2,0,0,0.1,0.1,0,0.1,0,0.1,0.3,0.5,3.5,1,317.4,0.2,0.1,0,0.3,0.1,0.3,20.5,1.5,24.6,8.6
"Textiles & apparel",20.3,8.7,1.2,1.5,9.9,0,1.9,8,2.4,19.7,10.3,5.8,0.6,1.8,4.7,8.4,2.8,17.4,2.3,31,4.6,16.4,27.6,11.2,35.6,3.3,1.1,0.2,2.9,0.3,3.2,95.9,4.2,173.9,17.7
"Wood",5.4,2,0.5,0.3,2.5,1,0,4.8,0.7,3.4,0.8,3.6,0.2,1.1,1,2.7,1,2.4,0.7,25.3,2.1,67.8,3.3,1.2,3.9,0.5,0.2,0.1,0.1,3.3,0.5,3.7,0.7,1.3,2.1
"Paper & printing",0.1,0,0,0,0.7,0.1,0,0,0,0.2,0,0.1,0,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.4,0.1,0.4,0.9,0.1,0,0.1,0,0.1,1.2,0.2,0.7,0.2
"Coke & refined petroleum",83.2,32.6,10.2,4.8,16.9,4.3,1.2,3.4,0,83.2,1.9,19,11.5,2,2.5,7.5,2.6,2.5,0.6,2.7,31.1,36.9,23.9,174.8,19.7,1.3,2.8,0.5,3.1,1.8,3.8,71.4,4,36.4,6.2
"Chemicals & pharmaceutical",32.6,4.2,1,0.4,6.2,8.5,1,4.8,14,0,13.6,5.5,2.7,1.4,3.4,8,1.3,2.2,0.4,2.1,1.7,5.4,1.9,1.1,1.9,0.6,0.1,0,0.1,0.4,0.5,7.6,0.8,133.2,2
"Rubber & plastic",2,1.6,0.4,0.2,8.5,2,0.3,1.2,0.7,4.3,0,1.6,0.4,0.7,3.4,7.7,2,5.2,0.4,1.7,0.6,9.5,2.9,2.5,2.9,0.2,0.5,0,0.1,0.2,0.3,2.5,0.2,4.7,0.6
"Other mineral (non-metallic)",11.7,7.3,6.8,1.5,25.1,1.9,2.1,0.8,1.7,12.5,3,0,5.1,4.2,16.7,20.1,4.7,9.6,1.1,3.7,3.7,382.5,7.6,3.4,14.2,0.3,0.8,0.1,0.4,3.5,0.9,15.5,1.9,19.2,2.5
"Metal (basic)",0.9,10.7,0.3,2.5,0.8,0.1,0.1,0.7,0.7,1.1,1,4.9,0,39.1,7.9,55.4,29.6,23.2,4.1,10.1,3,74.2,1,0.7,0,0,0.1,0,0,0.1,0.1,1,0.1,0.6,0.4
"Metal (fabricated)",3.9,8,0.7,0.6,8.2,1.1,0.7,0.6,1.8,3.1,1,2.4,3.5,0,4.5,12.8,10.2,8.5,1.2,3.1,1.9,30.8,2.3,1.7,2.7,0.2,0.3,0.1,0.1,0.5,0.5,8.6,0.4,2.2,0.8
"Computer, electronics",0.4,0.9,0.1,0.2,0.4,0.2,0,0.4,0.4,0.7,0.2,0.4,0.1,0.4,0,15.5,2.7,3,0.3,1.3,1,3.4,2.7,1.3,1.9,1,10.1,0.9,0.9,0.1,0.8,15,0.9,26.2,2.8
"Electrical equip.",1.3,2.9,0.3,0.3,1.3,0.4,0.1,0.3,0.7,1.6,0.4,0.9,1.2,1.2,22.3,0,8.9,10.4,1.1,2.1,5.6,28,3.4,2.7,2.3,0.4,4.2,0.2,0.3,0.6,0.6,7.4,0.6,5.5,2.6
"Machinery & equip.",9.4,16.8,2.5,2.3,3,1.6,0.4,1.4,2.4,2.4,0.8,2.9,2,1.8,3.5,8.5,0,9,1.6,2.1,2.6,13.3,2.8,2.8,1,0.3,0.6,0.1,0.2,0.2,0.7,21.3,0.5,3.2,1
"Motor vehicles",2.2,1.2,0.5,0.3,0.4,0.3,0.1,0.2,0.4,0.7,0.4,0.8,0.1,0.5,0.8,5,3.1,0,0.4,0.8,1.1,2,8.2,10.2,1,0.2,0.4,0,0.2,0.1,0.8,9.1,0.2,1.8,0.7
"Other transport equip",0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0.1,3.8,0,0,0,0,0,0,0.1,11.1,0,0,0
"Other manufacturing",3.2,2.7,0.2,0.2,1.6,0.4,0.1,0.4,0.8,0.9,0.2,0.8,1.1,0.3,0.8,1.5,0.8,0.6,0.1,0,1.3,1.8,0.7,3,1,0.2,0.7,0,0.2,0.7,0.2,3.8,0.2,8.2,0.4
"Utilities",23.9,23.2,3.6,1.8,21.7,7,1.5,10.5,12.9,26.7,3.6,14.9,20.6,3.9,4.5,7.6,3.7,3.7,0.5,2.2,0,10.2,15.2,13.1,34.3,2.2,4.2,0.5,3.1,8.4,2.6,104.6,10.5,95.2,9.8
"Construction",0.5,0.4,0.1,0,0.1,0,0,0,0.1,0.2,0,0.1,0,0,0.1,0.1,0.1,0,0,0.1,0.5,0,0.4,0.5,0.4,0,0.2,0,0.1,1.1,0.1,4.8,0.2,1.6,0.2
"Wholesale & retail",76,15.2,4.4,2.1,177.5,217.2,7.4,8.8,31.3,54.6,9.6,25.7,10.4,8.5,27.4,47.9,15.6,34.7,3.9,19.3,15.8,76,0,45.4,76,20.5,23.2,4,5.4,2.3,10.1,67.3,4.1,124.9,21
"Transportation, storage",53,83.1,18,4,87.7,68.3,5.9,14.1,79.8,63.1,7.3,39.5,18.2,7.9,17.2,31.5,12,20.2,2.7,10.6,15.5,51.8,145.6,0,34.7,10.2,15.7,1.3,11.7,1.5,9.5,137.3,8.3,63.2,13.3
"Accomodation and food services",11.6,7.2,1.3,3.1,13.4,4.7,1,3.2,2.1,8,1.7,4.7,2.1,2.4,3.3,6.4,3.6,3.4,1.2,2.8,10.3,20,38.9,55.4,0,7,4.7,2.8,15.4,7.1,17.9,171.2,21,437.5,27.8
"Publishing, broadcasting",0.5,0.4,0.1,0,3.1,0.5,0.1,1.6,0.6,1.8,0.2,0.4,0.1,0.2,0.8,0.9,0.3,0.3,0.1,0.4,1,1.5,7,2.5,4.8,0,15,0.8,1.8,0.4,5.1,17.4,3.2,8.7,12.6
"Telecoms",3.9,1.7,0.5,0.4,3.1,1.7,0.2,0.8,1.4,2.1,0.4,1.3,0.4,0.6,2.1,2.2,1.2,1,0.2,0.7,2.5,3.8,10.6,8.6,8,5.8,0,1.6,7.3,1,3.1,50.4,2.6,29.2,5.2
"IT and information services",0.2,0.6,0,0,0.7,0.2,0,0.2,0.3,0.6,0.1,0.2,0.1,0.1,0.6,0.6,0.2,0.2,0,0.1,0.5,0.6,1.6,1.5,1,0.9,2,0,2,0.2,0.7,8.9,0.5,5,1
"Finance & insurance",24.2,19.7,1.8,1.1,13.5,5,0.9,3,6.9,9.6,1.6,4.7,4.7,2.1,5,7.6,3.3,3.7,0.8,2.3,8.1,17.1,23.6,19.9,18.3,2.7,5.7,0.9,0,22.6,5.4,66.7,4,47.4,7.1
"Realestate",0.2,0.3,0,0,0.2,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.5,1.7,0.5,2.6,0.1,0.4,0,0.3,0,0.2,2.5,0.3,2.9,0.5
"Other business services",3.1,8.6,0.4,0.6,7.4,1.2,0.3,1.2,1.9,4.3,0.7,2,0.6,0.9,4.4,4.6,1.6,2.1,0.3,1.3,3.1,9.2,10.1,6.8,10.5,2,3.6,0.8,4.3,1.2,0,24,1.9,23.8,3.6
"Public admin,  defence",5.3,5.5,0.7,0.5,3.3,2,0.3,1.1,3.4,3.6,0.6,1.6,0.2,0.8,1.6,2.5,1,1.2,0.2,0.8,5.6,6.6,7.3,10.6,5.7,2.1,3.6,0.4,2.8,2.9,3.1,0,5.1,33.6,4.8
"Education",0.4,1.5,0.1,0,0.5,0.2,0,0.2,0.3,0.4,0.1,0.2,0.1,0.1,0.5,0.5,0.2,0.2,0,0.1,0.4,0.4,1.1,1.2,0.3,0.4,0.6,0.2,1,0.1,0.7,15.7,0,9.1,1
"Healthcare, socialwork",171.3,23.6,1.4,0.1,259.7,6.7,8.7,32.6,38.1,179,19.5,41.6,6.6,22,45.1,89.2,32.4,40,2.3,38.6,96.9,118.6,287.5,397.7,199.2,58.6,105,22.9,241.7,19.4,98.4,36.6,0.6,0,342.2
"Arts, entertainment",16.5,14.1,2.4,1.1,12.2,5,0.8,2.8,5.4,6.1,1.3,4.4,3.9,1.5,5.8,6.8,2.7,3.5,0.7,2.8,7.5,14.3,23.6,20.2,56.5,22.2,10.5,2,10.4,1.8,7.9,109.8,11.5,163.2,0
