Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,11.5,1.8,0.1,24769.6,1290.3,331.6,217.5,15.2,162.5,389,64,207.1,54.6,11.3,16.9,54.1,24.8,18.6,86.7,664,105.4,2184.9,316.2,1882.9,19,12.6,25.3,41.6,34.5,760.6,124.7,39.4,104,186.2
"Energy extraction",8.9,0,0.3,1.3,130.1,22.4,4.4,8.9,5815.2,576.3,9.4,11.1,201.1,16.4,6.7,8.9,95.2,29.8,16.6,19.4,2435,151.8,75.9,43,97.4,7.8,12.8,12.3,19.3,53,101.5,10.2,2.4,50.1,73
"Mining (non-energy)",3.2,0.5,0,0,6.8,2.7,0.9,2.4,1.2,33,2.8,92,49.9,5.1,0.8,2.9,4.8,5.2,1.2,5.6,2.6,111.7,13.4,3.3,1.7,0.3,0.2,0.4,0.6,5.6,3.8,0.4,0.3,0.5,1
"Mining support",29,91.5,3.6,0,8.3,0,0.6,3.4,2.8,2.5,6.3,2.9,1.4,0.2,0,0,5.8,0,0,1.6,33.7,72.4,0.1,2.9,0,0,0,0,0,0,3.8,5.1,1.3,0.1,0.1
"Food, beverages, tobacco",5723.9,12.3,1.1,0.1,0,1720,38.9,184.5,83.3,1386.7,147.6,66,82.6,84.9,34.2,56.8,129.8,95.6,45.5,142.4,244.9,302.1,2085.4,362.9,18193.6,73.4,42.9,71.9,124,112.1,928.5,926.6,329.4,1122.2,1666
"Textiles & apparel",142.2,15.3,1,0.1,474.4,0,72.3,206.8,46.1,379.5,390.8,78,88.6,127.7,51.9,95.6,184.5,344.1,99.3,917.2,201.2,317.2,982.9,275.8,257.4,71.1,39.6,59,66.4,34.3,351.3,199.4,23.7,251.6,243.1
"Wood",75.3,13.6,2.4,0.2,224.4,229.9,0,66.4,12,64.7,124.7,74.6,61.2,398.9,20.2,86.4,233.4,172.6,129.4,2990.2,60.8,1951.1,523,179.1,146.5,18.1,9.8,20,22.7,98.2,294.8,17.4,4.9,119.5,215.6
"Paper & printing",77.3,11.3,4.8,0.1,1902.7,896.1,73.8,0,59,589.6,325,122.9,126.3,353.8,36,338,413.1,336.7,64,319.6,356.7,501.6,1699.8,1402.6,564.6,1751,650.1,364.2,1564.2,213.2,5245.8,226.3,98,174.2,977.8
"Coke & refined petroleum",1402.3,183.4,37.5,2.1,758.4,608.1,176,126.6,0,3475.2,211.8,1222.6,1843.6,333,82.4,86.6,728.7,160.7,158.9,428.7,3211.7,2642.9,1476.2,14367.1,462.4,11.9,10.2,34.6,69.2,11.1,594.3,341.7,13.9,107.1,136.4
"Chemicals & pharmaceutical",1089.5,93.4,13.1,0.6,1052.1,3130.5,217.2,948.1,1041.8,0,4671.5,463.1,1356.4,637.2,357.9,737.6,561.2,719.8,280,892,261.9,595.1,1544.3,379.4,295.2,142.8,66.2,153.6,87.9,90.6,1018.3,108.5,52.3,1085.9,467.1
"Rubber & plastic",237.3,58.3,8.3,0.6,2095.6,1509.3,123.3,629.8,91,981.6,0,528.5,495.4,1651.3,186.2,1106.6,2132.5,2667.4,498,896.2,233.5,3175.4,1558.2,1701,400.1,143.9,224.1,222.9,321,147.3,1619.8,69.2,53.9,131.7,284.5
"Other mineral (non-metallic)",294.3,40.7,16.7,0.5,859.4,274.5,138.7,56.6,66.7,966.5,311.9,0,620.3,578.2,125.9,459.2,433.5,1053.4,160.8,389.5,341.7,7690.9,1949.1,272.8,258.6,52.1,27,101.7,59.8,394.8,609.9,67.1,62.8,126,180.7
"Metal (basic)",57.1,68.1,2.5,1,216.3,95.8,51.4,188.2,84,223,330.2,286.5,0,9094.2,322.4,3158.9,6923.9,2169.8,971.2,1712.9,1480.9,4942.7,468,382.7,43.2,14.4,37.8,43.6,35.7,57,220.9,33.9,13,64,122.8
"Metal (fabricated)",263,211.5,12.9,1.5,1733.5,752.3,138.1,246,48.1,311.5,732,463.2,3233.8,0,385.6,2319.2,15937.3,8399.3,1143.4,2406.8,454.9,6955.8,1816.8,1240.5,334.2,64.4,305.6,453.4,138.7,339.6,1309.5,68.2,29.5,128,232.7
"Computer, electronics",50.7,22.5,1.1,0.1,136.5,118.1,10.4,37.6,21,124.5,83.8,37.7,149,155.5,0,318.3,312.5,331.5,109.1,297,188.2,781.6,306,237.7,77.8,62.3,149.7,315.7,145.1,91,527.3,98.5,36.2,252.1,210.7
"Electrical equip.",138.2,65.7,3.9,0.2,289.3,210.2,20,85.6,37.4,158.4,182.4,118.4,587.2,956.2,448.7,0,1514.6,2158.3,385.9,582.6,336.9,2896.2,708.3,766.4,154.1,115.1,492.6,242.5,100.8,190.1,1018.8,72.6,22.9,113.8,248.6
"Machinery & equip.",198.1,235,33.6,3.3,866.2,770.5,56,250.7,125.3,279.3,285,187.5,1724.3,2005.6,310.1,680.3,0,2107.6,1008.8,711.5,511.5,3384.5,1585.7,1745.6,244.7,242.7,371.3,361.4,260.8,234,1663.3,189,57.7,214.8,328.4
"Motor vehicles",21.2,29.6,6.9,0.3,181,133.5,29.6,147,119.7,148.1,247,205.1,127.5,422.5,170,248.8,1439.1,0,225.2,411.1,567.1,2882.6,3626.4,2017.5,69.2,230.7,572.7,276.3,224.2,523.1,2267.6,47.6,13.1,132.2,264.4
"Other transport equip",42.5,36.6,1.6,0.2,104.3,66.2,8.4,26.3,17.7,61.5,35.9,30.9,87.5,101.7,33.3,60.8,393,130.5,0,93.1,105.1,399.8,501.3,1337.4,70.3,170.3,109.1,99.4,39.3,39.9,448.8,981,21.9,98.9,90.5
