Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0.5,1.5,27671.3,1313.9,457,173.4,0,696.3,606.8,2.1,0,1,0,0,0,0,1,144.5,0,94.7,0,3.5,2245.1,3.2,0.8,3.1,8,26.6,70.1,0,131.9,73.7,90.2
"Energy extraction",0,0,0,56.1,19.9,8.6,0,22.7,11847.1,857,0,136.6,583.1,0,0,0,0,0,0,4.4,2821.3,0,0,8.2,0,3.3,4.5,0.7,0,54.8,16.1,0,0,33.8,0
"Mining (non-energy)",11.7,6.2,0,1.9,3.7,1.4,0,7.5,0,157.7,4.4,353.2,193.9,3.1,1.5,1.6,3.5,1.2,1,27.1,0,176.6,0,3.9,0,0,0,0,0,9.7,1.1,0,0,0.1,0
"Mining support",123.9,532.6,21.8,0,8,0,1.2,4.1,7.5,4.4,18,4.8,0.6,0.1,0,0,3.2,0.1,0,3.5,28.3,54.9,0.2,4.5,0,0,0,0,0.1,0,1.4,49.7,3,0.1,0.1
"Food, beverages, tobacco",4995.6,0,0,0.5,0,358.4,0,59.3,26.9,538,36.9,19.4,0,0,0,1.8,0,0,0,37.2,0,0,1236.1,62.3,7809.7,14,2.1,16.6,61.4,42.9,78.5,0,234.6,299.5,125
"Textiles & apparel",150.6,0,0,7.9,76.7,0,0,119.6,0,259.9,722.4,81.1,7,0,95.8,41.8,52.1,481.4,83,1237.9,35.3,115,1766.9,254.4,374.8,32.7,13.2,11.4,143.7,33.9,173.2,0,112.8,353.8,576.2
"Wood",10.2,0,0.5,0.2,6.7,4.1,0,19.9,0,9.6,14.8,12.4,0.4,5.7,5,3.3,4.8,17.7,4.9,280.1,0.6,158.9,40.2,0.1,5.5,1.8,0.3,0.5,0.9,29,3.9,0,0,0.6,16.1
"Paper & printing",34.2,2.6,0.6,0.5,352.8,96.6,39.3,0,12.9,161.6,195.9,94.5,5.4,20.8,70.3,33.1,34,61.5,4.4,133.9,16.3,32.7,811.2,54.3,119.8,1021.6,20.9,32.1,178.1,44.8,111.7,414.8,152.9,45.1,173.7
"Coke & refined petroleum",2009.3,729.5,143.1,53,452.5,297.2,123.1,166.4,0,2847.8,444.4,834,515.9,127.5,155.6,115.4,154.9,237.1,40.9,355.4,1370.1,1095,3836.1,12174.9,347.5,75.6,67.3,61.3,366.7,369.1,447.3,0,290.5,165.8,467.8
"Chemicals & pharmaceutical",704.7,77.5,16.1,4.8,161.6,672.3,101.4,237.9,372.7,0,3355,253.4,125.4,91.3,218.9,128.1,77.2,217.2,42.5,296.9,78,170.9,296.8,65.7,53.4,52.5,1.6,2.8,12.3,52.8,54.3,0,52.7,111.4,214.7
