Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,2.8,3,0,18341.9,1011.1,505.5,329.9,35.6,1179.1,326.1,11.7,54.4,20.9,16.8,13.9,16.4,10.3,25,44.5,80.7,233.9,981.2,118.6,2601.1,19.1,2.6,7.9,18.2,27.2,230.4,266.6,234,165,193.1
"Energy extraction",1.4,0,0.2,0,1.6,1,0.2,2.3,162.5,27.9,1,12.9,220.8,1,0.7,0.3,2.3,0.9,0.6,0.2,157.1,2.3,5.8,1.9,2,0.2,0.5,0.4,1.9,1.3,2.2,2.2,4.3,2.5,2.6
"Mining (non-energy)",8.1,0.2,0,0,7.9,4,0.8,10.9,29.8,345.4,4.7,449,820,24.5,13.2,7.5,11.7,3.7,17.3,7.6,18.1,485.4,14.9,6.2,2.4,0.5,0.6,0.6,0.8,11.6,4.5,10.8,2.1,1.7,4.5
"Mining support",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Food, beverages, tobacco",4208.2,0.2,1.5,0,0,537.9,17.8,162,76.4,1766.1,78,52.4,42.4,39.1,78.7,26.8,41,32.1,65.2,22.8,141.3,234.9,1763.6,145.3,13325.5,34.6,11.8,23.4,75.7,53.6,290,960.1,909.4,1391.2,848.1
"Textiles & apparel",156.8,2.3,10,0.1,139.3,0,44.3,205.7,64.8,790.2,659.5,147.1,124,188.1,461.8,167.2,199.6,691.1,1233.6,357.7,212.2,641.9,1187.4,361.4,363.4,147.3,53.2,47.6,272.6,49.6,493.5,773.7,340.5,1283.8,769.4
"Wood",24.6,1.6,3.1,0,23.8,28.1,0,116.7,10.1,102.6,51.4,69.2,21.9,87.2,75.3,38.7,51.3,93.4,262,331.4,66.7,1751.7,108.2,24.6,30,11.3,4.5,7.3,8.4,166.7,52.6,20.6,36.5,11,71
"Paper & printing",63.2,1,9.9,0,645.4,292,65.9,0,63,865,363.6,324.5,107.6,202.8,590,223.5,218.6,209.3,80.7,102.7,272.2,277.5,1356,197.3,321.6,1396.6,174.1,274.3,909.8,117.9,971.5,601.9,1067.5,369.4,563.6
"Coke & refined petroleum",888.3,10.4,100.8,0.2,301.3,517.1,83.3,339.4,0,7859.5,1267,906.9,2396.4,445.6,626.4,343.1,324.8,313.7,419.5,108.9,2094,2220.7,1518.3,7304.4,294.8,72.5,112.1,121.7,442.7,239.3,663.5,757.7,497.6,454,500.2
"Chemicals & pharmaceutical",1108,9.9,63.3,0.1,477.6,1980.2,178.6,890.7,2231.4,0,5915.2,1068.2,2423.7,929.3,1997,931,595,863,1191.5,252.9,928.3,1945.2,894.5,1990.5,262.1,108.2,54.2,58.7,184.3,248.4,657.7,483.5,477.8,3452,729.9
"Rubber & plastic",135,6.8,27.4,0.1,844.1,593.3,79.6,402.6,135,1647.6,0,546.8,597.9,776,3071.9,1384.8,1307.2,2735,1158.8,326.2,242.4,4043.1,1308.2,644.9,304.5,54.5,130.3,63,126.1,147.5,365.1,196.1,173.7,287,254.3
"Other mineral (non-metallic)",67.7,1.1,39.5,0,250.8,89.9,62,36.4,42.2,514,250.7,0,659,439.4,1481.5,366,312.8,526.2,506.6,68.5,155.3,13985.2,347.3,113.5,148.2,12.6,25.9,16.9,41.8,249.2,142.4,116.4,150.3,115.1,117.4
"Metal (basic)",50.1,2.4,15.5,0.2,126.5,68.3,31.1,133.3,99.3,448.7,333.3,459.9,0,12103.7,2906.6,3944.3,5931,3820.7,4693.4,618.4,725.7,8385.4,281,148,61.2,14.7,43,20.9,40.9,77.8,106,115.6,118.9,74.3,96.1
"Metal (fabricated)",194.5,9.5,40.5,0.2,624.8,251.3,169,159.5,272.1,935.5,666.7,542.3,3570.5,0,3297.2,1962.1,5302.8,3690.2,4254.9,426.1,623.3,9313,901.6,439.3,246.3,41.9,79.5,93.9,132.7,300.1,518.3,526.5,278.8,143,258.8
"Computer, electronics",169.4,3,13.8,0,584.2,311.6,45.2,263.4,172.7,862.8,363.5,192.5,404.8,790.7,0,3277.6,2252.8,1701.4,1469.9,273.3,640.9,2306.9,2114.7,530,491.9,407.9,3166.4,1259.6,1013.2,128.6,1550.3,1542.8,916.5,1962.2,1038.3
"Electrical equip.",49.6,2.3,12,0,78.1,66.4,17.1,55.5,61.6,260.9,140.1,124.7,681.7,597.5,6361.8,0,2228.7,2076.6,1208.4,125.4,937.3,4251.4,679,325.9,108,58.7,519.4,188.1,131.4,173.5,346.9,260.6,237.3,180,305.6
"Machinery & equip.",373.1,23.2,100.9,0,220.8,182.1,64.3,214.9,309.8,568.3,468.9,543,1540.3,1305.8,2094.7,1154.9,0,2814.3,2975.9,180.1,536,3340.4,903.1,513.3,96.4,52.5,143,124.2,154.3,122.8,384.5,673.1,302.6,166.9,257.2
"Motor vehicles",71.7,1.6,15.2,0,65.9,60.9,24,36.9,46,175.9,152.9,123.2,130,290.2,489.8,357.8,1012.9,0,366.5,55.7,198.1,510.7,1369.6,1186.4,63.4,27,51.7,41.7,82,51.4,296.7,319.7,80.3,72.4,118.3
"Other transport equip",57.7,3.3,13.4,0,66.5,37.6,19.1,34.9,53.3,135.4,99.3,98.9,435.5,749.4,964.8,769.4,1268.3,659,0,55.7,163.8,1285.7,208.4,395.9,32,12,59.9,33.1,32.9,45.4,109.8,369.4,66.2,40.1,70
"Other manufacturing",29.1,0.5,2.3,0,32.4,26.9,5.9,22.4,21.7,59.2,23.1,33.6,190.6,52.9,132.9,49,86.5,62,107.1,0,77.7,121.5,63.4,131.2,20.5,9.3,29.9,12.5,26.4,76.1,40.8,44.1,33.9,78.1,27.7
"Utilities",349.9,20.3,97.3,0.2,584.1,694.9,129.4,917.1,733,3105.7,806.3,1314.5,6054.4,992.2,1187.1,427.2,690.8,602.7,582.6,114.9,0,861.4,1927.1,974.4,912.3,170.4,364.5,221.9,737.7,1394.1,991.8,1646.8,2242.7,1396.6,1114.8
"Construction",27.8,0.7,7.2,0,18.3,17.9,4.8,15.5,24.1,67.6,21.1,34,54.6,46.6,75.3,24.7,35.7,28.2,28.8,9.4,183.7,0,234.6,130.4,49.6,15.9,67.4,25.1,126,726.4,165.1,315.1,185.7,100.6,100.3
"Wholesale & retail",2295.9,8.8,51.2,0.1,8469.1,3861.1,286.9,1143.9,868.8,5719.1,2002.7,996.6,2437.9,2122.7,8599.9,2229.3,2380.7,2871.9,2864.7,403.7,1226.8,4966.3,0,1846.4,5111,645.8,666.1,644.3,840.8,384.9,1855.4,1339.4,1165.8,2532.3,1378.5
"Transportation, storage",179.2,9.1,74.1,0.1,544.7,348.6,102.2,362.2,535.8,1284.4,370.1,747.8,1253.3,500.4,1218,330,481.5,539.7,447,101.3,544.1,1330.1,3753.8,0,211.7,209.5,240.8,248.5,808.8,125.3,1247.3,801.4,684.7,328.6,525.2
"Accomodation and food services",27.7,0.7,3.3,0,58.4,55.1,11.8,39.5,18.1,138.9,58,56,115.8,108.9,137.4,52.5,98.8,76.5,176.9,20.8,180.5,319.7,670.3,519.8,0,89.8,54.2,216.7,515.4,229.4,1190.9,507.2,678.2,902.8,522.4
"Publishing, broadcasting",7.8,0.1,0.7,0,60,16,4,81.7,25.2,96.5,22.7,22.9,14.2,34.4,150,27.4,40.5,34.8,36.9,10.4,64,91.1,482.2,98.6,64.9,0,352.4,255.1,297.7,44.1,1039.1,219.8,516.7,104.7,507.9
"Telecoms",77.2,0.6,11.1,0,100.8,152.5,19.9,75.9,86.4,261.6,112,115.6,156.5,217.9,625.2,130.1,242,172.7,203.4,43.5,338.6,477.9,1496.3,662.6,247.3,572.2,0,909.8,2049.6,267.9,1681.3,1180.8,666.5,581.2,734.4
"IT and information services",10.4,1.7,2.9,0,69.5,59.1,8.5,56,58.6,220.8,54.6,55.8,117.8,101.8,579.2,103.5,125.2,121.6,48.5,23.9,217.3,253.1,715,367.9,103.6,234,527.9,0,1592.4,134.6,1157.9,628,359.8,278.3,358
"Finance & insurance",544.6,7.5,48.5,0.1,450.9,563.7,100.1,349.3,476.3,1333.9,481.1,494.6,1943.7,823.9,1698.5,512.6,778.2,735.8,935,155.5,1315.5,2525.1,3921.7,2352.1,633.5,304.3,565.9,631.8,0,6360.4,2970.3,1780.1,1247.9,1121.3,1216.1
"Realestate",34.6,0.2,3.1,0,85.8,126.7,14.6,65.7,49.7,146.9,99.3,69.1,87.3,187.6,292,90.9,128.4,182,130.5,39.5,189.7,609.6,2812.4,532.7,840.5,137.3,323.5,278.7,879.1,0,1129.9,601.4,899.5,591.5,680
"Other business services",215.9,8.8,41,0.2,847.8,519.7,97.7,408.8,581.7,2017.7,612.3,611.2,942.5,952.5,4200.1,916.3,1084.7,1192.7,1203.5,225.6,1457.2,4288.8,6122.1,3113.4,1197.3,782.2,1276.2,1541.7,4262.7,1303.7,0,2400.7,1991,1560.7,2038.9
"Public admin,  defence",30.5,0.9,3.5,0,66.6,58,8.6,40.2,45.6,132.9,50.2,44,137.8,80.9,159.6,45.9,65.1,63.4,73.1,14.3,201,213.2,471.6,348.3,118.9,69.5,80.7,70.6,242,180.7,353.4,0,343.3,266,301.7
"Education",11.6,1.7,2.5,0,27.9,29.8,4.5,23,24.7,74.7,29.2,28,31.6,50.2,173.5,38.1,49.9,52.9,29.5,10.2,75.8,97.4,265.4,151.9,44.6,51.1,74,144.2,376.4,52.1,547.8,434.7,0,263.1,213.7
"Healthcare, socialwork",114.5,0.4,1,0,252.3,25.3,25.8,97,70.2,682.6,150.6,115.4,107.9,227.8,401.7,160,205.3,210.7,72.5,67,372.4,458.3,1268.3,983.8,197.7,171.7,280.7,398.9,2995.3,167.5,1621.1,695.7,121.4,0,1613.8
