Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0.5,1.1,29042.8,1228.2,452.1,170.7,0,609.4,559.6,2.2,0,1,0,0,0,0,1.1,135.6,0,96.8,0,3,2152.3,2.9,0.9,2.8,7.9,26.1,65,0,138.1,86,74
"Energy extraction",0,0,0,53.1,22.3,9,0,23.5,9706.3,1033.1,0,146.3,580.1,0,0,0,0,0,0,6.2,3237,0,0,8.4,0,4.1,7.1,0.8,0,72,20.4,0,0,53.4,0
"Mining (non-energy)",13.3,4.6,0,1.5,4.5,1.5,0,7.9,0,158.8,4.7,398.2,182.9,3.3,1.8,1.7,3.7,1.3,1.2,28.1,0,206.5,0,4.2,0,0,0,0,0,10.9,1.2,0,0,0.1,0
"Mining support",179.2,485,27.4,0,11.9,0,1.5,5.3,6.1,5.4,23.3,6.5,0.7,0.2,0,0,4.1,0.1,0,4.4,35.5,77.4,0.2,5.1,0,0,0,0,0.1,0,1.9,52.1,4.3,0.1,0.1
"Food, beverages, tobacco",5568.6,0,0,0.4,0,375.3,0,61.5,17.5,541.4,38.3,21.3,0,0,0,1.9,0,0,0,38.4,0,0,1162.2,69.9,8972.7,16.2,2.9,17.9,75.3,46.6,85.4,0,275.4,401.3,110
"Textiles & apparel",181.6,0,0,6.9,92.4,0,0,129.6,0,275.4,793.3,95,7.8,0,128.3,46.1,56.3,555.2,102,1355.8,40,137.3,1817.7,271.2,423.7,51.5,18.6,12.5,174.7,39.2,192.1,0,143.8,518.5,629.4
"Wood",15.5,0,0.6,0.2,9.8,5.9,0,27.9,0,12.8,20.9,18.4,0.5,7.9,8.3,4.6,6.5,25.8,7.3,387,0.8,244.7,50.6,0.1,8,2.8,0.6,0.7,1.3,43.7,5.5,0,0,1,22.1
"Paper & printing",41.5,2.4,0.7,0.4,432.1,111.1,43.6,0,9.2,176.5,222.5,113.5,5.9,23.4,94.7,37.1,37.5,72.7,5.7,150.5,18,40.7,834.8,59.4,138.8,1147.7,29.4,35.1,202.8,52.3,124.7,388.3,197.6,65.5,176.9
"Coke & refined petroleum",2208.1,542.9,141.2,40.7,509.5,306.5,121.9,167.4,0,2730.1,451.1,894.9,504.9,127.9,187.3,115.6,152.6,250,48.7,365.5,1324.7,1214.5,3525.6,11894,361.3,81.8,83.8,59.6,366.2,382.4,443,0,333.4,214.1,445.5
"Chemicals & pharmaceutical",784.1,56.3,16.3,3.7,181.5,714.7,103.3,245.5,242.9,0,3500,279.4,125.1,94.1,270.7,131.9,78.1,235.3,48.5,306.2,79.1,194.4,283.8,65,56.2,55.5,2.1,2.8,13.7,58.9,57.7,0,62,147.1,210.8
"Rubber & plastic",86,32,9.2,3.1,477.7,188.2,39.7,92.2,17.9,246.6,0,118.8,31.1,73.9,411.3,189.7,188.4,827.3,65.5,384.8,23.2,517.1,772.1,304,72.6,19.3,22.2,6.7,25,40.9,48.3,0,27.8,41.9,84.1
"Other mineral (non-metallic)",112,0,0,5.1,456.5,7,0,16.5,0,186.2,0,0,90.5,106,501.5,123.2,108.8,378.1,45.3,198.1,17.7,5024.6,449.1,52.9,96.4,7.3,9.5,3.7,17,160,40.9,0,63.5,40.9,0
"Metal (basic)",0,0,0,8.5,6,0.9,0,4.9,0,5.5,94.6,89.8,0,963.1,211.2,299,655.4,888.4,179.5,523.8,0,967.8,78.7,13.5,0,1.5,0.9,0.1,0,2.8,5,0,0,1,16.1
"Metal (fabricated)",64.7,0,5,3.5,219.2,43.4,45.2,18.4,18.7,69.7,163.3,73,73.2,0,219.3,127.9,380.9,543,83,267.3,36.4,657.3,228.4,48.6,28.4,8.3,4.8,4.6,10.3,47.9,32.9,0,21,8.6,36.2
"Computer, electronics",5.7,11.6,0,1.3,10.5,12.6,0,18.4,0,23.6,56.7,18,0,23.9,0,236.3,156.9,291.3,35.8,161.5,32.3,109.3,395.6,58.9,34.4,53.9,291.1,108.5,101.5,17.5,87.8,0,76.7,129.1,247.3
"Electrical equip.",14.4,14.4,1.4,0.8,14.2,0,4.2,1.1,0,0,0,16.7,11.7,28.9,634.6,0,194.5,386.6,44.6,102,87.7,358.6,208.6,52.5,23.3,7.1,47.7,12,12.8,32.1,25.9,0,21.1,12.7,93
"Machinery & equip.",146,176.1,22.4,12.5,55.9,68.3,22.4,43.3,24.9,52.4,121,87.6,56.1,71.4,165,83.2,0,562.5,111.3,165.4,61.3,278.9,289.7,93.4,4.9,12,10.7,7.1,0,24.6,42.3,0,26.7,11.5,52.1
"Motor vehicles",0,0,0,1.7,0,0,0,1.3,0,0,0,0,0,0,35.3,45.4,106.1,0,31,33.2,0,0,917.3,473.5,0,6.6,6.7,3.4,0,17.5,49.5,0,0,7.6,0
"Other transport equip",0.9,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,9.2,43.4,0,0.1,0,0,0,0.4,2.2,0,0,0.1,0
"Other manufacturing",114.7,47.6,3.9,3.3,89.4,162,30.8,44.5,15.8,74,88.9,71.6,67.4,42.4,216.5,63.4,107.4,284.7,18.2,0,95.7,322.7,567.1,224.1,96,48.3,39.4,18.6,124.1,199.7,118,180,264.8,555.1,201.2
"Utilities",588.2,520.9,48,16.6,713.5,572.2,150.4,462.5,244.6,1086.5,861.5,843.4,589.6,183.2,379.4,131.8,226.9,417.4,63.2,320.9,0,227.5,2549.3,665.5,895.4,122.4,150.7,54.2,343.8,1247.2,255.1,3887.6,937.6,470.2,1063
"Construction",6.7,3,0.5,0.2,1.5,1.7,0.8,1.2,1.2,3.4,3.3,3.3,1,1.6,2.9,1.1,1.7,2.5,0.4,4.1,9.2,0,39.9,12.4,6.6,1.4,4.1,0.8,9,79.5,6.7,0,11.7,5.3,3.7
