Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,0,0,291.1,5.4,178.8,16.9,0,0.3,0.1,0.2,0,0.5,0.1,0.1,0.2,0.1,0.1,10,2.4,2.6,6.2,2.4,11.3,0.2,0.1,0.1,0.2,0.6,2.9,1.6,1.8,0.9,1.1
"Energy extraction",2.1,0,0.1,0.2,4.3,0.1,0.3,0.3,46.4,15,0.1,2.9,0.1,0.3,0.1,0.1,0.1,0,0.1,0.5,116.1,0.8,0.8,1.1,1.9,0.1,0.4,0,0,2,1.7,0.2,0.1,2,2.6
"Mining (non-energy)",0.1,0.3,0,0,0.9,0,0.3,0,0,10.1,0.1,27.4,5.2,0.1,0,0,0,0,0.1,0.1,1.1,51.7,0.4,0.9,0.2,0,0,0,0,1.5,0.5,1.2,0.1,0.1,0.1
"Mining support",0.4,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Food, beverages, tobacco",43.1,0.1,0.1,0,0,1,1.8,0.9,0.1,2.8,0.5,0.5,0,1,0.4,0.4,0.2,0.1,0.1,1.4,5.8,3.3,19.1,4.7,49.9,0.4,0.3,0.3,0.7,1.2,4.3,5.8,2.9,5.6,9
"Textiles & apparel",0.7,0,0,0,0.9,0,1.5,0.3,0,0.6,1.1,0.1,0,0.7,0.3,0.2,0.2,0.5,0.1,8.4,0.8,2.6,3.9,1.9,0.7,0.1,0.1,0.1,0.1,0.4,1.1,1.6,0.4,1.3,0.9
"Wood",3.1,0.3,0.1,0,1.8,0.5,0,1.3,0.1,0.5,2.2,3.8,0,1.8,0.5,1,0.5,0.9,0.4,46.2,15.6,108.9,9,7.8,1.2,0.2,0.3,0.2,0.4,5.7,2.4,0.6,0.3,0.5,0.8
"Paper & printing",2.1,0.1,0.3,0,7.8,1.4,5.9,0,0,1.4,0.8,1,0,1.6,0.6,0.5,0.6,0.2,0.1,1.5,0.8,0.8,13.3,2.8,1.5,45,7.3,6.1,5.3,0.4,36.9,1.7,5.1,1.4,9.3
"Coke & refined petroleum",2.1,0.1,0.3,0,0.5,0.2,0.5,0.2,0,0.4,0.2,0.3,0,0.3,0,0.1,0.1,0,0,0.3,1.2,2.4,1.1,9.1,0.2,0,0.1,0.1,0,0.3,0.7,0.4,0.5,0.3,0.3
"Chemicals & pharmaceutical",6.7,0.4,0.6,0,2.9,5.1,4.5,2.9,0.4,0,7.3,1.6,0.2,5.6,0.8,2.3,0.9,0.8,0.3,3.2,3.3,5.1,7.4,1.4,1.1,0.1,0.1,0.1,0.2,0.8,2.1,0.5,1,2.1,1.5
