Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,1,0,0,11467.1,118.2,162.6,32.9,0,139.7,19.7,1.4,5.4,1.9,0,0.1,0.3,0.6,0.1,16.1,6.6,373.4,302.7,0.8,826.6,4.5,2.8,1.3,3.7,10.1,68.9,134.4,2.2,55.3,33.5
"Energy extraction",16.9,0,5,0.1,61.4,13.3,1.9,12.8,9742.7,208.2,7,30.7,73,4.3,0.1,1.8,2.5,4.2,1.7,3.8,749.4,32,65.2,43,59.1,4.1,10.9,1.4,5.5,7.5,20.8,14.8,3.6,32.9,25.6
"Mining (non-energy)",3.8,14.9,0,0,6,0.2,0,2.1,0,237.3,0.4,317.1,2687,91.9,0.2,1.3,5.3,0.9,0,9.2,0,1248.5,25,1.3,9,0.1,0.2,0.1,0.9,7,6,0,0,0.4,2.1
"Mining support",5.2,104.7,5.2,0,0.8,0,0,0.2,1.6,0.5,0.3,0.9,0.2,0,0,0,0.1,0,0,0.1,3.2,11.4,0.1,0.1,0,0,0,0,0,0,0.4,0.6,0.3,0,0
"Food, beverages, tobacco",2131.4,21.3,5.3,0.1,0,133.9,12.4,60.4,90.9,298,64.9,26.2,19.5,8.6,0.4,6.2,7.3,4.7,3.1,12.8,81.6,67.6,268.3,27.3,3652,14.1,13.1,4.1,16.5,13.8,90.6,426.3,6.3,312.2,199.2
"Textiles & apparel",140.2,6.5,3.4,0.2,31.5,0,90.1,81.7,6.9,78.6,77.4,6.6,6.3,9,0.6,7.2,5.7,32.2,6,150.8,22.3,66,220.6,13.9,72.9,11.2,7.3,3.4,16.9,3.8,45.6,299.7,114.9,110.1,38
"Wood",37,1.3,21.3,0,2.6,1.1,0,0.6,0.5,18.6,5.7,5.1,2.6,10.7,0.2,5.6,7.3,7.9,1.4,196.8,6.5,683.8,51.2,0.8,16.7,5.9,4.1,1.7,2.3,46.4,27.6,5.2,1,6.2,12.6
"Paper & printing",61,18.6,6.8,0.2,494.5,87.6,12.5,0,48.9,138.2,100.5,104.5,9.6,15.5,1.4,22.2,35.8,12.8,3.7,39.7,81.5,62.8,399.8,65.9,139,392.6,102.5,40.5,151.2,20.1,265.4,256.4,305.8,126.9,80.8
"Coke & refined petroleum",326.2,216.2,178.5,6.9,194.3,77.5,5.3,51.5,0,845.8,78.2,764,158.6,33.3,1.2,28.5,19.5,16.2,14,37.2,173.4,506.7,763.6,6096.5,160.7,28.3,117,28.9,120.9,54.6,280.5,1026.9,64.4,175.8,84.2
"Chemicals & pharmaceutical",801.2,255.9,51.7,0.1,299.9,205.1,22.8,177,1076.6,0,756.4,188,77.5,44.9,3,57.4,31.5,29.9,11.5,67.6,161.3,507.4,149.4,50.8,87.9,28.3,15.3,4.8,14,25.1,99.9,42.9,15,353.8,48.9
