Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,62,1.2,1.4,7841.4,1237.2,733.3,969.1,6.7,260.6,150.8,17.8,7.8,12.6,3.9,19.8,20.5,20,0.3,56.6,4.4,4,4.3,2.6,266.5,2.9,1.5,4.3,0,31.5,89.5,51.8,14,58.1,20.3
"Energy extraction",80.9,0,177.9,43.1,52.4,6.1,20.1,51.3,2074.2,399.3,20.2,505.2,1205.4,48.6,9.7,35.5,41.9,61.5,0.9,19.8,1140,323,49.3,88.3,13.2,0.9,5.4,0.3,12.4,39.4,26.8,91.4,25.5,30.1,22.5
"Mining (non-energy)",89.7,81.3,0,8.4,37.5,4.6,43.3,12,2024.9,382,28.8,903.7,10205.2,1556,364.3,1321.7,847.5,1824.7,2.7,61.9,37.8,695.8,34.8,79.9,16.6,6.4,28.2,2,5.4,109.6,49.1,83.7,31.7,27.1,15.5
"Mining support",109.5,392.5,643.5,0,17.4,0,2.5,13.6,5.3,8.4,8.3,6.1,1.8,0.5,0,0,5,0.2,0,4,60.5,216.1,0.4,7.4,0,0,0,0,0.5,0,15.5,40.8,3.2,0.4,0
"Food, beverages, tobacco",2301.6,5,73.2,0.8,0,9.7,1.8,68.3,0.5,373.5,8.5,2.2,21,9.2,0.2,1.5,3.5,7.6,1.9,18,893.1,13.2,198,245.7,1269.9,7.9,6.3,62.6,0.2,63.4,160.1,315,58.2,400.3,200.5
"Textiles & apparel",222,18.4,100,2.7,16.6,0,6.9,83.5,1,87.8,64.2,1.9,1.2,3.5,13.9,6,12.2,460.3,9.9,223.5,8.4,304,73,117.2,45.9,9.1,10.6,1.3,0.7,12.6,75.5,116.1,43.9,131.2,92.2
"Wood",48.7,74.7,77.3,1.9,199.2,22.2,0,125.1,39.4,57.4,11.6,56.9,18.2,55.1,11.2,6.7,14.7,89.4,8,729.8,21.4,433.1,173.6,92.5,10.6,7,6.8,0.5,0.2,341.6,52.3,61,29.3,8.1,32
"Paper & printing",8.3,20.9,37.9,1.5,426,44.5,40.2,0,8.6,181.3,44.2,45.9,6.8,15.4,12.5,24.5,24.3,124.5,8.4,103.1,21.5,152,2214.3,182.6,58.3,474.7,103.6,220.5,30.2,93.2,504.7,197.5,125.2,99.3,67.4
"Coke & refined petroleum",835.9,213.3,601.5,30.3,68.6,28.2,14.3,109.5,0,1248.7,141.7,34.7,468.3,16.9,3,135.2,11.4,39.7,21.2,96.6,149.5,1500.7,1032.9,2673.2,46.6,18.8,88.5,210.1,27.9,218.9,407.1,448.2,64,125.6,86.4
"Chemicals & pharmaceutical",2112.8,244.4,1461.9,15.8,318.7,357.8,148.7,839.9,79.2,0,1457.1,183.4,354.5,203.8,32.9,152.6,105.9,420.8,45.8,316.9,196.8,905.2,374,310.4,49.8,50.3,13,100.7,15.5,245,315.4,1006.1,221.3,1477.3,95.5
