Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,1.2,0.2,0.9,4391.1,257.8,453.5,32.4,0,62.7,0,2.6,9.6,0.1,0,0.3,1.2,0.3,1.2,46.5,3.5,12.9,408.3,16.3,186.1,0,0,0,0,0,100.6,0.1,1,0,0
"Energy extraction",0,0,0,24.5,14,0,0.1,0.4,1118.5,83.5,0,0.7,75.2,0,0,0.1,0,0,2.1,0.8,2085.9,0.1,1.6,1.4,8.7,0.4,1.2,0,0,6.1,9.8,0,14.6,12,15.8
"Mining (non-energy)",0,2.1,0,1.5,1.3,0.9,0,0.2,0.1,25.9,0.4,108.5,73,1.2,0,2.7,2.6,0.3,0.7,0,1.2,21.1,6.7,2.1,0,0,0,0,0,9.9,1.3,0,0,0.1,0.9
"Mining support",41.6,155.3,11.4,0,4.8,0,1,1.2,2.3,1.5,2.3,2.5,0.9,0.1,0,0,1.1,0,0,0.9,26,70.7,0,2.4,0,0,0,0,0,0,2.8,2.5,1.1,0,0.1
"Food, beverages, tobacco",1015.9,1.4,0.1,0.3,0,65.4,3.2,5.3,2.2,52.8,3.1,2.9,1.3,1.4,0.4,0.9,0.8,1.8,4,6.8,7.8,19.3,869.3,21.6,1405.5,4.2,1.3,1.4,11.4,8.7,80.8,82.3,32.1,125.4,314.4
"Textiles & apparel",15.7,14.4,0.3,2.6,5.4,0,6.6,4.4,1.7,4.5,3.8,14.7,3.3,3.6,1,6.1,4.4,51.6,17.7,24.5,12.7,30.6,122,48.8,9.6,5.8,2.2,1.8,1.4,2.4,39,8.1,19.3,98.8,48.5
"Wood",14,0.4,1,0.8,7.4,1.5,0,11,1,7.2,1.6,9,2.1,1.7,0,2.4,4.3,6.8,13.1,246.7,1.6,370.9,148.5,10.5,3.5,1.7,0.6,4.2,2,180.4,16.7,22.1,16.8,1.4,16.4
"Paper & printing",5.4,1.8,0.7,0.3,87.7,21.6,5.7,0,2.1,22.9,2.7,15.1,4.7,3.5,4.1,3.6,4.6,6.7,2.3,18.2,15.8,20.4,80.5,33.4,13.7,145.1,16.5,14.5,44.3,14.7,153.6,59.3,105.8,35.5,69.4
"Coke & refined petroleum",127.7,18.8,7.2,12.3,37.5,17.4,7.2,9.5,0,132.3,4.1,30.6,125.6,2.5,2.7,2.7,12.3,19.6,7.7,20.4,31.2,7.8,36.5,125.7,13.8,3.5,8.1,6.4,29.1,16.8,72.4,15.2,10.6,32.7,38.5
"Chemicals & pharmaceutical",209.8,9.8,2.6,2.8,34,71.1,32.4,30.3,41.3,0,157.1,48.4,79.6,20.4,9.9,20.8,9.9,28.4,17,31.1,23.6,78.2,19.8,13.5,4,4.4,0,0,0.6,52.1,10.7,5.6,7.1,55.2,3.6
"Rubber & plastic",60.4,26,3,3,106,29.8,4.2,14.8,4.7,38.7,0,40.7,25.9,6.9,19.8,15.8,37.6,125.4,26,41.5,14.3,151.7,90.7,286.3,10.4,2.6,7,5,1.6,38,36.4,29.5,19.8,23.1,17.2
"Other mineral (non-metallic)",18.9,24.1,6.7,3.6,66.3,6.7,12,2.7,6,20.1,8.1,0,52.9,14.5,16.9,26,24,65.7,14.7,22.7,18.5,1290.1,105.6,147.3,9.1,0,2.1,0.6,8.4,139.7,20.5,77.6,99.5,16.1,1.8
"Metal (basic)",5.1,17.6,0.7,13.6,9.2,0.9,3.8,9.6,1.8,9.3,10.7,36,0,528.3,31.4,203.9,222.6,268.1,138.9,162.1,40.9,879.7,10.4,14.5,0.1,0.2,1.7,0.1,0.1,7.6,4.6,1.3,0.8,2.1,4.1
"Metal (fabricated)",127.3,36.2,5.6,7.3,96.1,10.9,14.5,17,5.7,22.9,30.4,34,171.6,0,21.8,50.3,78.7,63.5,77.7,72.3,40.1,294.9,70.9,158,8.2,1.3,3.2,5.7,0.8,69.9,54.6,22.4,5.3,8.9,11.2
"Computer, electronics",0.9,1.1,0,1.1,1.1,0.7,0.9,2.7,0.8,1.9,1.9,2.5,1.1,3.5,0,28.6,14.4,24.2,10.7,18.3,9.2,32,21.4,14,2.9,5.7,57.1,14,5.9,2.1,35.9,13.9,6.3,46.8,20.3
"Electrical equip.",0.8,6.5,0.8,0,1.1,1.9,0.8,0.9,0.9,1.2,0.9,4.5,8.9,4.5,12.6,0,16.3,18.1,9.4,10.9,25.2,19.7,13.4,47.8,0.8,0,7.8,7.1,3.6,2.5,8.8,9,3.6,3.3,4.5
"Machinery & equip.",4.2,2.9,0,1.1,1,0.8,2,0,1,1.4,0,1.9,6,7.8,0.9,0.9,0,3,6,5.8,1.8,11.6,3.4,6,0,0,0,0,0,0,3.7,0,0,0,0
"Motor vehicles",11.6,2,1.5,0,0,4,2.6,0,0,1,1,4.2,0.5,1,0,1,4.5,0,2,5.3,3,4.2,4.8,28.8,0,0,1,1,3.1,1,10,2.6,1,2,0
"Other transport equip",0.5,0.4,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,1.5,0.2,0,0.1,0,2.6,1.2,14.7,0,0,0,0,0,0.1,3.5,16.3,0,0.1,0.4
"Other manufacturing",30.5,9,0.8,2.6,15.4,5.4,5.3,4.7,3.4,6.6,2.4,9.8,48.3,6.2,4.2,5.5,9.1,9.7,9.2,0,28.2,35.2,16.7,56.7,4,1.8,8.6,0.4,5.2,29.7,23.8,9.7,6.5,58.8,11.4
"Utilities",203.8,286.8,30.4,22.4,275.1,224.6,78.3,119.2,324.5,231.9,63.2,369.1,658.9,195.9,24.4,48.6,174.1,258.7,37.2,174.1,0,486.5,138.5,1200.1,130.5,24.3,64.4,73.1,127,514.6,313.5,217.6,247.6,331.6,240.2
"Construction",42,4.4,1.4,4.9,7.3,6.8,2.1,3.2,4.1,10.8,2.2,7.1,16.7,6.9,2.8,2.2,4.4,17.7,3.2,20.8,34,0,21.8,68.6,12.5,4.3,27.1,1.8,16.2,1744.5,112.5,24.7,9.2,56.5,54.9
"Wholesale & retail",659.7,207.4,10.4,22.1,1390.6,284.7,97.6,51.7,384.8,232.4,118.8,197.9,330.1,92.9,80.8,89.8,77.4,149.6,89.6,125.3,824.2,551.2,0,250.1,370.5,25.8,35.6,19.1,31.5,124,166.9,87.9,86.5,173.7,149.8
"Transportation, storage",237,81.8,24.1,27.4,433.5,120.3,42.9,35.7,146.6,148.9,48.6,156.6,300.7,48.3,33.4,35.8,78.6,135.8,34,76.9,289.9,282,298.2,0,82.5,29.2,32.9,20.3,54.1,49.7,193.5,107.7,118.8,102.9,129.6
"Accomodation and food services",25.8,5.1,0.9,6.2,25.5,14.4,9.2,6.7,1.9,11.7,5.7,12.1,18.3,10.6,2.9,5,8.2,12.6,13.1,14.1,46.3,85.4,137.6,195.9,0,15.6,10.7,19.4,37.3,75.9,350.9,71.2,65.9,310.1,152.5
"Publishing, broadcasting",3.4,0.7,0.1,0.1,18.6,3,2,11.3,0.5,5.8,1.5,3.1,1.6,2.1,2.1,1.7,2.1,3.6,2.3,4.1,9.6,14.6,63.2,28.3,6.4,0,56.1,15.3,13.1,8,346.7,19.7,31.2,17.5,105.3
"Telecoms",21.8,3.1,1.1,2.3,16.8,15.8,5.7,4.8,3.5,8.8,4.4,9.6,9.9,8.1,5.4,4.8,7.8,10.8,5.8,11,32.2,47.4,114.2,130.8,14.5,36.7,0,31.5,63.1,24.7,182.3,62.2,24.2,62.1,76.8
"IT and information services",0.6,0.1,0.1,0.4,9.9,0.1,0,2.3,0.8,7.4,0,0.2,7.2,0.2,5,0,0.3,2.2,2,4.2,3.7,296.6,8.6,12.8,5.5,17.2,40,0,0.2,13.9,108.5,2.6,1.1,31.8,35.8
"Finance & insurance",45.5,13.1,2.7,8.4,95.5,44.7,25,21.3,11.8,47,8.5,24,152.4,21.7,15.4,10.8,28.2,46.3,36.3,49.4,91.5,359.9,118.3,179.9,40.5,21.9,46.3,8,0,241.6,311.5,0,5.1,123.6,126.7
"Realestate",16.6,7.9,0.5,0.6,22.1,24.2,6.7,7.4,3.3,7.7,6.3,9.1,7.8,10.2,4,5.3,6,18.1,6.1,16.8,28.9,98.6,368.6,147.4,73.3,16,41.7,16.4,42.6,0,196.6,53,55.4,108,111.5
"Other business services",104.7,81.8,7.3,22.2,297.3,90.9,48.8,39.5,33.2,115.3,35.7,81.6,100.9,55.2,49.4,44,52.9,107.7,57,91.7,221.6,826.2,828.4,578.5,106.6,105.1,175.3,89.1,175.8,491.9,0,203.5,115.9,255.8,353.7
"Public admin,  defence",0,0,0,0.1,0.7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"Education",0,0.2,0,0,0.6,0.3,0.2,0.1,0.1,0.5,0.1,0.4,0.3,0.2,0.3,0,0.2,0.1,0.1,0.3,0.3,0.1,0.1,0.6,0.1,0.6,1,0.1,0,0.6,8.2,0,0,4.8,4
"Healthcare, socialwork",75.9,3.7,0.3,0.1,110,5.1,19.8,15.5,7.8,69.6,15.6,25.3,14.8,22.6,9.3,16.1,17.6,35.4,5.9,46.6,90.1,120.3,247.9,382.6,29.3,31.1,56.6,37.3,91.7,47,478.8,51.2,6.5,0,450.8
"Arts, entertainment",8.7,29.1,3.1,4,24.8,21.4,2.3,1.5,1.3,2.3,1.2,3.8,40.1,1.8,2.1,1.8,1.8,5.6,8.1,5.7,6.6,8.6,19.7,109,61.3,7,11.7,6.3,4.4,6.8,37.3,41.6,49.1,293.9,0
