Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,41.1,24.1,7.1,16971.7,94.4,4051.9,1172.2,25.3,266.2,15.1,30.5,28.5,23.9,6.3,5.5,17.9,33,9.1,292,12.6,597.6,770.6,197.2,1007.7,27.2,19.1,26.5,40,92.4,150.4,448.1,41.3,42.7,65.6
"Energy extraction",586,0,91.3,1308,547.9,40.3,92.4,462,39231.2,4015.5,550,468.5,1107,150.2,18.8,40.1,90.6,315.2,60.3,136.4,3653.5,563.5,899.8,843.5,520.4,101.4,91.5,89.4,170.4,749.3,726.5,575.3,271.5,395.1,320.8
"Mining (non-energy)",30.8,239.7,0,66.7,3.7,0.6,1.2,27.9,6.7,318.4,4.5,628,8640,14,0.8,0.5,10.3,2.9,1.4,80.6,6.2,1054.4,30.8,15.8,4.6,5.1,3.8,6.6,8.5,18.7,30.1,52,5.7,5.6,5
"Mining support",0.1,10291.5,1098.9,0,0.9,0.1,0.2,0.6,0.2,0.9,0.3,0.3,0.6,0.5,0.3,0.2,0.5,0.8,0.3,0.5,41.6,2120.7,6.7,3.3,0.8,3.2,3.6,19.3,9.7,2.7,9,9.7,1.7,1.8,1.8
"Food, beverages, tobacco",3834.7,45.2,12.5,10.7,0,21.5,41.6,101.6,77,364.2,25.7,31.8,55.6,46.3,16.7,11.2,36.9,50.8,23.1,60.9,29.4,299.6,934.3,140.9,7765.9,46.5,45.5,67.4,105.6,235.2,461.1,250.1,71.5,94.5,416.5
"Textiles & apparel",40.7,5.3,1.3,1.1,23.7,0,17,57.8,9.4,35.2,75,14.7,5.6,28.9,1.9,5.2,14.3,230.2,2.6,650.2,5.7,159.3,144.8,19.7,43.2,5.8,3,4.1,8.3,11.4,21,230.8,18.5,54.3,84
"Wood",150.1,15.9,3.7,3.3,51.9,6.6,0,264.7,15.5,70.8,47,71.7,26.1,100.5,9.1,15.4,51.2,135.2,30,1636.3,23.2,3396.7,245.4,65.4,39.8,18.3,10.8,17.9,27.7,52.3,89.9,114.3,49.5,23.5,31.6
"Paper & printing",131.4,18.5,39.7,4,1313.6,49.7,228.9,0,32.8,513,269.7,220.5,69.7,161.1,35.6,52.9,118.3,175.9,39.1,354.3,47,334.6,1111,87.8,340.4,3437.1,197.4,40.9,522.9,91.8,1404.6,1687.7,627.9,395.1,530.5
"Coke & refined petroleum",3377.1,1292.8,918.5,397.7,771.1,64.4,282.4,392.2,0,3178.4,244.5,832.1,1884.1,348.7,39.1,82.2,237.4,309.6,237.8,341.1,685.7,4293.6,3421.7,11443.9,433.7,169,168.8,254.1,448.5,757.3,1639.6,2450.5,466.5,450.2,443.4
"Chemicals & pharmaceutical",2182.3,346.9,205.1,70.3,479.2,235.8,412.2,950.7,619.5,0,3033.9,452.8,983.7,453.1,95.5,159.9,226.4,503.8,169,553.6,89.3,1370.3,756.2,173.4,124.8,157.8,26.6,41.2,52.5,98.4,656.3,484.6,177,1698,318.5
