Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,42.3,18.8,6.9,15250.3,28.5,5996.3,1635.8,21.4,392.8,7.4,16.5,13.6,11.5,4.5,2.7,12.5,24.7,3.3,154.3,7.1,633.1,189,122.7,443.6,9.6,14.9,6.9,38.5,25.9,59.6,561.5,20.4,20.7,35.6
"Energy extraction",259.1,0,356.6,587.1,314.6,19.9,77.4,258.7,24712.8,1840.4,55.5,244.8,650.5,103.7,25.1,17.2,94.2,118.4,14.4,19,1221.5,3110.8,748.4,288.8,53.3,18.4,36.6,23,445,667.6,252.4,245,288.3,198.7,122.4
"Mining (non-energy)",263.1,236.7,0,49.1,7.7,1.1,1.6,93.8,155.2,153.7,3.6,1191.6,10114.2,14.4,5.5,1.5,14.7,12.6,3.2,79.9,3.2,1602.5,57.6,45.2,7.7,5.6,10.2,7.6,60.8,12.1,60.9,159.2,5.3,7.9,7.5
"Mining support",1.8,7653.7,1074.1,0,4.2,0.3,0.9,2.3,2.4,3.5,1.4,1.4,2.2,2.3,1.9,0.7,2.7,5.7,1.5,1.5,2.6,11716.1,39.1,7.3,4.2,3.1,6.5,5.1,44.5,10.1,33.6,13.7,3.6,5.9,3.8
"Food, beverages, tobacco",3705.7,68.5,13.1,20.9,0,17.7,19.5,92.7,72.2,222.9,24.6,27,47.2,43.3,21.7,10.4,41.6,67.3,20.3,57.2,64.8,257.5,404.6,97.4,7842.7,28.9,54.8,42.3,312,99.3,417.7,159.7,47.2,77,288.7
"Textiles & apparel",65.8,5.5,1.4,2.2,16.5,0,4,29,9,30.8,71.4,8.8,5.9,23.4,2.4,2.2,7.2,117.5,2.8,746.6,8.9,384,27.3,18.6,29,5,3.5,2.8,13.6,4.7,18.4,31.9,4.9,41.7,76.1
"Wood",81.9,14.4,3.5,4.2,37,3.5,0,1995.1,14.7,25.3,75,36,18.8,72.1,7.9,10.3,41.7,44.7,25.9,1163.6,33.6,5563,119.1,41.1,9.7,10.3,11.3,8.5,60.6,19.2,58.4,42.2,11.5,21.5,28.1
"Paper & printing",141.8,37.7,15.8,10.4,1508.6,46.1,554.8,0,135,271.3,174.3,113.1,39.7,77.7,22.2,54.8,65.9,80.2,35.4,569.7,32.8,2124.3,426.7,56.5,112.8,3086.3,616.7,33.1,733.8,41.9,1267.4,373.4,509.5,143.5,370.9
"Coke & refined petroleum",2509,1247.3,628.7,670.3,210.1,32.5,120.7,223.7,0,1463.1,66.3,265.9,461.2,110.3,21.3,17.5,92.5,73.8,126.8,213.8,576.1,5337.9,2829.3,7557.9,148.9,88.7,224,124.7,580.9,763.9,1348.5,1101.2,652.1,585.8,386.5
"Chemicals & pharmaceutical",2033.5,317.7,151.6,60.7,414.5,275.5,128.6,806.1,726.1,0,1289.6,123.5,634.8,176.9,52,45.7,276.8,813.1,160.2,387.8,107.1,1739.3,403.3,227.3,53.6,85.2,35.2,27,163.7,70.1,391.8,1801,40.6,844.2,427.1
"Rubber & plastic",15.2,28.8,13.7,4.6,582.5,103.1,173,257,27.8,600.4,0,99.9,15,197.8,74.3,89.1,160.8,1394.6,178.6,310.7,15.5,2508.6,377.2,299.8,28.6,11.3,9.4,7,47.6,14.9,135.8,35.5,13.1,27,73.2
"Other mineral (non-metallic)",27.5,42.5,42.4,191.9,122.3,12.2,115.9,74.3,78.3,136.8,150.6,0,464.3,220.1,21.3,106.7,79.1,1062.8,76.1,131.2,14.7,8725.3,114.8,25.5,55.5,9.4,17.3,13.5,110.9,25.9,93.7,52.6,12.1,28.8,46.7
"Metal (basic)",329.5,469.6,76.3,295.5,31.3,29.1,37.8,115.9,82.1,608.5,97.2,107.8,0,3224.3,102.1,346.8,1451.2,1577.3,458.8,560.5,20.4,1168.7,101.1,52.4,11.7,14.3,14.3,10.1,90,25.4,93.5,48.4,15.6,52.4,39.5
"Metal (fabricated)",131.7,367.5,49.6,86.1,458.9,19,92.7,43.8,50,79.3,137.5,66.7,628.7,0,370.8,100.8,1030.2,2140.5,462.9,499.6,35,10410.8,275.8,202.1,24.4,12.1,15.1,19.7,83.8,23.1,144.5,236.1,27.3,105,130.5
"Computer, electronics",17.7,27.6,3.6,48.9,17.8,3.5,5.1,47.5,18,14.2,10.3,5.2,20.8,30.4,0,204.5,195.2,27.5,151,157.8,21.1,273,753.7,124.4,11.9,181.5,74.7,587.5,79.7,10.8,218.4,55.2,12.8,693.1,116.5
