Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,20.6,5.9,2.4,11494.9,59.6,743.5,177.6,8.5,46.2,30.5,3.4,4.1,5.1,1.8,1.5,3.2,0.5,1.9,12.4,44.3,127.2,229.4,44.3,345.5,13.6,6.2,5.5,14.2,38.6,121.9,56.4,43.5,54.8,56.9
"Energy extraction",105.5,0,14.1,24.2,18,0.9,2.4,7.4,151.4,11,2,13.7,65.2,1.7,0.2,0.4,2.3,0.2,0.3,0.8,540.1,106.3,13.4,27.3,2.4,1,1.9,1.5,4.7,40.6,13.7,13.6,10.3,10.3,7.4
"Mining (non-energy)",30.8,15.5,0,3.3,6.2,0.4,2,7.8,329.5,42.9,1.9,118,1096,87.1,0.8,6.4,7.8,0.2,0.7,7.2,115.5,367.8,11.9,7.7,3.1,0.3,0.4,0.4,1.5,16.3,5.7,6.6,1.3,0.7,3.4
"Mining support",105.5,93.3,14.3,0,8.8,0.2,0.9,2.2,3.1,1.2,1.5,1.8,0.6,0.6,0.2,0.2,1,0.1,0.2,0.4,22.9,63,7.6,5.8,1,2.2,3.6,6.5,8.9,11.9,15.7,8.4,3.9,2.4,3.9
"Food, beverages, tobacco",1654.8,12.6,5.8,2,0,33.8,24.2,47.7,44.2,104.9,59.7,12.9,11.6,22,5.7,9.1,13.1,3,8.1,7.8,47.5,127.9,496.9,46,721.4,12.4,7.3,6,20.3,36.3,86.9,84.7,59.3,143.3,102.3
"Textiles & apparel",45.2,3.5,1.7,1,17.8,0,6.8,13.5,2.1,7.7,15.7,3.1,0.6,3.8,0.9,1.5,2.5,1.9,3.7,17.4,9.2,36,52.5,14.3,15.4,6.1,1.2,0.9,6.4,4.5,30.9,24.7,10,36.4,25.6
"Wood",62.2,16,6.3,1.3,28.4,2.8,0,49.6,4.1,7.2,7.7,11.9,1.5,17,1.4,3.3,6.8,1.9,7,88.7,37.6,836.6,44.2,10.4,8.8,5.9,1.5,1.3,2.6,148.7,33,7.4,10.2,4.9,18.6
"Paper & printing",109.4,8.2,5.1,1.2,190.3,15.5,28.5,0,30.4,77.4,56,17.2,6.1,14.7,4.9,7.1,8.7,1.6,3.7,9.4,40.5,67.2,160.2,38.4,26.1,112.3,21.1,20.8,68.1,47.2,194.4,66.3,105.8,46.3,97.4
"Coke & refined petroleum",681.8,77.5,58.3,20.5,197,13.8,32.5,34.7,0,143.9,20.3,62.8,50.8,30.1,4.6,9.8,16.9,2.3,11.4,11.3,493.2,519.7,290.7,1298.2,42.4,14.7,18.1,9.9,48.7,120.6,179.6,116.9,57.3,61.4,76.2
"Chemicals & pharmaceutical",371.5,25.7,18.2,3.8,111.4,46.4,40,72.9,119.6,0,196.8,33.7,63.2,33.9,7.1,14.7,13,3.1,9.7,13.3,53.9,166,54.8,36.7,12.7,9.9,2.6,1.8,6.8,38.9,60.4,16.7,19.6,66.5,34.6
"Rubber & plastic",142.8,26.5,12.7,4.5,275,23.7,28.7,51.8,33.6,89.3,0,23.3,12.7,37.3,13.9,29.1,38.1,12.2,20,23.5,37.2,432.7,126.5,71.6,20.9,7.2,9.6,2.7,8.6,38.7,66.1,19.1,14.5,31.7,24.9
"Other mineral (non-metallic)",26.6,5,9.3,2.1,62.4,2.2,13.5,3.4,3.4,9.5,8.3,0,9.2,14.5,5,5.7,7.1,2,3.8,3.9,15.5,1246,28.7,8.3,8.1,1.2,1.6,0.6,2.7,42.2,16.9,8.1,7.8,6.6,9.5
"Metal (basic)",5.6,11.4,5.4,7.4,12.3,0.3,2.4,9.2,2.3,3.9,7.1,10.8,0,375.7,10.9,75.5,124.6,12,42.3,34.3,36.4,624.6,8.7,3.3,0.1,0.2,1.3,0,0.2,2.5,3.7,1.3,0.9,0.8,2
"Metal (fabricated)",91.3,50,16.2,9.2,181.4,5.9,42.5,19.4,20.6,17.2,25,20.7,107.8,0,17.4,70.3,163.2,17,45.9,41,76.2,1030.9,72.1,29.8,13.4,3.3,4.8,3,6.1,62.1,64.4,38,14.8,11,19.2
"Computer, electronics",2.6,1.2,0.6,0.4,1.9,0.3,0.7,2,1,0.8,1.2,0.7,0.2,2.7,0,9.2,8.1,1.2,2.6,2.9,8.3,24.5,18.4,6.8,2.3,6,33.6,10.1,7.4,3.1,26.2,15.2,8.1,13.8,10.3
"Electrical equip.",9.1,4.6,1.7,0.7,9,1.6,1.8,2.1,2.2,2.1,2.3,1.7,3.3,8.8,14.9,0,23.3,3.7,7.7,4.5,53,181.2,24.7,12.8,3.7,3.4,14.2,3.3,3.5,15.6,21.6,9.1,6.2,8,10.7
"Machinery & equip.",62.6,30.3,12.2,7.4,38.2,3.7,9,11,10.1,5.7,7.3,8.5,12,36,5.3,16.7,0,9.8,18.5,8.2,38.3,188.6,40.4,27.1,3.8,3.2,5.3,2.8,5.6,17.3,33.7,29.6,7.8,6.2,9.5
"Motor vehicles",8.9,1.4,0.9,0.6,1.6,0.3,1.4,0.7,0.7,0.6,1.4,1,0.2,2.4,0.4,2.1,6.5,0,3.3,1.3,5.4,10.4,29.9,35.1,0.8,0.7,0.9,0.4,1.3,3.4,14.3,6.7,1.2,2,3.4
"Other transport equip",8.3,3.4,0.7,0.3,6.6,0.5,1,1.1,1.3,1,1.2,0.7,1,3.5,1.9,7.7,5.8,0.6,0,1,9.6,44.9,9.9,42.4,1,1.1,2.4,1.1,1.7,6.4,18,32.6,2,2.1,3.5
"Other manufacturing",12.5,1.7,0.7,0.4,8.8,15.2,5.6,3.4,2.1,3.5,3.6,1.4,1.7,3.6,0.8,1.2,2.7,2.2,2.6,0,5.2,22.7,10.3,7.8,1.9,1.3,1.3,0.6,1.4,7.4,6.2,3.7,2,3.1,3.1
