Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,7,8.5,0.7,2099.2,95.5,684.6,95.7,2.8,28.2,8.1,7.8,21.8,10.3,5.2,4,7.6,17.9,0.8,35.2,33.3,83.1,122,24.5,248.3,2,2.1,2.5,4.3,18.3,39.4,8.3,4.6,9.8,17.2
"Energy extraction",4.2,0,2.5,2.8,7.7,3.3,1.9,5.2,150.9,52.3,4.8,19.4,323.7,5.2,2.6,1.7,6.8,9.2,0.4,2.6,756,17.2,20.2,16.6,3.7,1,1.6,1.4,3.6,11.3,8.8,14.1,8.6,3.6,3.6
"Mining (non-energy)",3.6,1,0,1,4.2,0.5,0.8,1,2.9,22.7,1,109.7,142.4,1.7,1.1,0.9,1.2,1.3,0.1,6.3,29,181,4.6,7.5,0.6,0.2,0.2,0.3,0.5,9,3.6,1.7,0.7,0.5,0.9
"Mining support",1.3,2.8,0.1,0,0.4,0.1,0.1,0.2,31.8,9.2,1.6,0.7,3.1,1.7,0.1,0.1,0.2,0.3,0,0.1,30.7,1.2,1.2,2.5,0.1,0,0.1,0.1,0.1,0.7,1,0.5,0.2,0.2,0.2
"Food, beverages, tobacco",668.6,2.6,1.1,0.1,0,12.2,3.4,8.7,6,80.3,38.1,11.8,16.4,15.8,12.8,6.7,11,23.8,2,11.5,20.1,37.4,190.8,54.4,797.9,4.9,1.7,3.5,3.6,15.5,54.3,45.2,45.1,73,46
"Textiles & apparel",5.9,3.4,0.4,0.1,8.8,0,2.9,19.2,0.9,24.5,41.9,3.4,3.5,8.2,7.5,14,9.2,224.4,1.8,45.7,4.7,25.1,45.8,19.2,4.6,1.7,0.4,0.8,0.8,3,11.2,5.8,2.5,14.5,10.3
"Wood",43.7,5.6,4.6,0.3,17.3,7.2,0,158.5,0.5,25.9,28.9,49.1,5.8,24.9,11,11.2,20.1,158.8,2,262.3,8.9,606.2,88.6,39,12.2,4.3,3.2,2.2,1.6,73.2,46.4,2.4,7.9,4.7,24.8
"Paper & printing",11.8,1.6,1.1,0.1,87.4,10.5,22.9,0,1.3,24.6,27.9,44.2,10.4,10.6,19.4,11.1,16.9,33.8,2.2,23.9,33.4,40,106.5,90,26.8,328.4,4.9,29.6,92.3,31.7,221.3,21.2,54.8,21.9,58.8
"Coke & refined petroleum",138.1,29.5,15,1.7,54,40.9,36.7,20.5,0,458.9,50.4,80.7,129.9,39.7,13.7,17.6,39,53.5,4.8,30.8,187,184.5,429.6,709.9,9.3,3.7,24.9,9.1,23,42.8,94.9,108.9,10.1,30.5,30
"Chemicals & pharmaceutical",91.1,6.4,4.8,0.5,49.2,68.8,16.3,39.4,65.3,0,613.5,74.6,91.5,27.1,24.7,33.8,23.9,104.9,5.3,41.4,52.8,96.6,53.7,48.8,7.9,5.6,2.3,3.2,5,24.1,44.4,30.6,6.4,51.8,24.9
"Rubber & plastic",19.3,40,2.7,1.2,98.9,24.9,16.8,17.3,21.9,78.4,0,54.5,37,157.4,180.3,130.3,119.6,1364.3,16.9,101.2,23.6,335.1,125.1,95.7,5.9,5.6,1.1,5.3,2.3,21.9,68.9,2.8,2.5,4,10.6
"Other mineral (non-metallic)",8,7.5,9.6,0.7,59.9,24.9,23.2,13.3,2.6,24.1,40,0,68.6,23.4,16.6,20.6,24.9,64.1,3.7,27.3,23.3,1557.9,33.6,39.1,7.6,3,1,2.4,2,41.2,33.4,4.2,2.5,4.1,7.5
