Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,4.8,24.8,2,3884.5,42.3,136.5,94.4,1.2,92,26.4,8.4,6.8,1.4,1,3,0.3,0.7,1.8,33.1,24.5,44.5,125.4,10.3,250.8,3.1,3.7,2,3.9,11.9,41.3,67.9,67.3,27.4,12.6
"Energy extraction",53.4,0,10.7,46.3,31.7,2.3,0.2,3.5,941.7,156.4,6.7,31.5,24.4,1,0.6,2.2,0.3,2.4,1,1.9,458.1,4.7,25.7,22.4,24.7,1.1,6.7,0.4,3.3,10.2,12.9,13.2,20.7,14.3,9.7
"Mining (non-energy)",1.5,7.6,0,11,12.8,0.9,3.7,0.1,0,217.4,0.1,321.6,666.1,212.1,0.4,300.5,1.9,0.2,1.5,2,2.3,523.8,23,10.1,3.9,0.3,1.2,0.5,1.2,14.7,8.6,257.3,3,0.6,2
"Mining support",169,229.3,231.9,0,10.8,0,0.1,1.2,1.9,3,3.4,3.8,0.2,0,0,0,0.3,0,0,0.8,18.9,46.4,0.1,3.1,0,0,0,0,0.1,0,3.6,12.4,6.1,0.1,0
"Food, beverages, tobacco",458.3,0.6,4.5,0.4,0,13.1,1.1,2.2,0.7,33.5,2.7,4.6,2.4,1.7,2,3.4,0.4,1.5,1,2.9,2.7,15.1,93.3,13.1,607.8,5.8,14.4,6.3,10,3.5,26.4,53,27.9,29.8,35.3
"Textiles & apparel",9.8,0.5,2.7,0.2,6.3,0,0.6,1.3,0,16.4,9.5,0.8,0.3,0.4,0.2,1.2,0.6,1.1,1.2,27,0.3,2.6,23.2,3,6,0.9,1.3,0.8,2.2,0.4,5.6,24.9,5.9,5.8,2.9
"Wood",0.7,1,0.2,0.4,4.3,1.6,0,4.1,0,3.8,1.5,2.6,0.2,3.5,0.1,0.8,0.2,0.6,1.5,34.5,0.1,93.3,9.2,1.7,2.4,1.2,1,0.6,0.6,13.8,5.9,0.1,4.1,0.6,1.8
"Paper & printing",13.1,0.4,5,0.2,90.2,8.9,0.2,0,0.1,22.8,3.2,8.9,0.3,0.6,3.6,3.6,0.6,0.5,0.3,2.7,2.6,1,34.9,6,11.9,21.3,7.6,6.4,18.7,3.2,26.3,19.4,29.3,9.2,4
"Coke & refined petroleum",297.4,16.1,100.5,9.4,34.9,7.1,0.3,4.2,0,103.9,3.1,95.9,11,4.4,3.3,1.9,0.9,4.3,1.6,7.5,49,76.8,95.9,293.2,16.4,4.1,19.9,7.2,23.2,14.3,56.6,255,33.9,15.3,8.1
"Chemicals & pharmaceutical",109.3,2,10.1,0.7,40.4,14.8,0.8,10.2,4.4,0,30,12,3.1,2.3,5.2,7.3,0.6,2.2,1.4,4.6,3.1,13.2,38.7,5.6,6.6,4.5,6.5,3,4.1,2.8,20.4,21.7,12.8,149.1,3.5
