Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0.1,0,964.8,15.2,123.3,8.7,3.8,40.5,0.8,1.8,0.3,0.4,0.2,0.2,0.2,0,0.2,3.6,4.4,6.4,16.5,9,11.1,0.8,0.2,0.2,0.2,1.9,2.5,1.7,1.1,12.2,6.6
"Energy extraction",0.6,0,0,0,1.2,0.1,0.2,0.1,48.3,6.1,0.5,0.5,0.2,0.1,0,0.1,0,0,0,0.3,2.7,0.7,2.2,0.7,0.1,0.2,0,0,0,0.2,0.3,0.2,0.1,0.1,0.1
"Mining (non-energy)",3,0,0,0.1,0.9,0.2,0,0,4.4,41.4,0.8,27.3,3,0,0,0,0.1,0,0,0.1,1.2,61.1,1.1,1.9,0,0,0,0,0.1,1.6,0.7,1.3,0,0.7,0.3
"Mining support",10.5,1.5,2.3,0,0.8,0,0.2,0.2,0.7,0.7,1.4,0.2,0,0,0,0,0.1,0,0,0.2,2.7,11.6,0,0.2,0,0,0,0,0,0,0.3,0.6,0.2,0,0
"Food, beverages, tobacco",160.3,0.1,0.2,0,0,2,2.9,1.4,8.2,21.2,4.1,1.7,0.2,1.9,0.7,0.9,0.6,0.2,0.4,4.9,3.5,13,54.4,12.5,56.1,3,0.5,1,1.3,3.3,11.5,18.6,6.6,15.2,35.3
"Textiles & apparel",3.3,0.1,0.1,0,8.1,0,3.3,3.3,2.8,7.1,1.5,0.8,0.1,0.7,0.5,1,0.5,0.1,0.5,30.7,1.7,13.3,19.8,8,1.2,1.2,0.2,0.5,0.3,1.3,5.3,5,3.6,11.9,4
"Wood",15.9,0.1,0.1,0,10.5,1.5,0,12.3,2,1.7,3.7,7.1,0.1,2.1,0.1,2.7,0.6,0.2,0.6,205,10.4,37.4,19,24.1,0.8,3.3,0.1,0.5,0.3,164.3,9.5,2.3,16.4,6.2,8.2
"Paper & printing",1.1,0,0.5,0,30.3,2,16.5,0,2,0.3,2.2,5.9,0.1,1.1,0.2,3,0.7,0.1,0.2,16.3,2.7,6.1,48.6,53.3,1.3,20.1,3.1,10.2,8.6,1.4,22.9,52,4.1,1.1,15.8
"Coke & refined petroleum",327.2,2.8,16.7,1.5,46.5,11.9,26.4,9,0,551.3,40.7,48.8,7.3,17,2.8,4.1,4.2,2.9,2.4,45.3,166.8,277.2,214.7,854,4.3,2.9,6.6,4.3,8.2,34.7,63.9,77.5,19.8,22.8,30.1
"Chemicals & pharmaceutical",15.1,0,0.1,0,2.8,1.2,2.3,0.5,2.5,0,21,1.2,0.1,1,0.6,0.2,0.2,0.1,0.1,1.5,2,4.9,5.6,9.6,0.3,0.3,0.1,0.2,0.1,0.4,2.4,1.5,0.4,1.1,0.9
"Rubber & plastic",52.6,0.4,1.2,0.1,43.3,6.5,3.1,2.1,5.9,2.3,0,3.8,0.5,1.8,2.5,32,1.5,0.5,2.5,22.1,11.1,31.2,47.4,92,1.7,3.1,5.3,18,2.3,1.6,59.2,2.3,1.4,1.5,5.2
"Other mineral (non-metallic)",2.7,0,0.1,0.1,14.6,2.2,3.6,0.4,2.4,1.5,60.6,0,0.8,5.4,1.1,0.9,0.4,0.1,0.7,7.3,8,196.9,45.5,106.5,1,2.9,1.7,3.1,0.3,1,47.4,43.3,0.7,1.9,5.9
"Metal (basic)",0.2,0,0,0,0.5,0,0.3,0.1,0.2,0.3,1,0.5,0,12,0.3,1.3,1.8,0.9,0.5,4.8,0.6,22.9,0.9,0.5,0,0,0,0,0,1.1,1.1,0.2,0,0.1,0.1
"Metal (fabricated)",3.8,0.4,0.9,0.2,17.7,2.2,16.8,1.4,5.6,6,7.7,1.8,1.5,0,0.7,17.9,9.5,0.8,2.2,28.6,5.5,176.2,10.1,13.2,1,0.9,0.3,0.8,0.8,52.9,42,7,3.8,7.4,3.4
"Computer, electronics",1.3,0,0,0,2.2,0.3,0.6,0.2,1.1,0.6,0.5,0.3,0.1,3.3,0,0.9,4.9,0.1,0.1,1.8,2.7,6.4,3.1,2.3,0.3,0.3,0.1,4.5,0.1,1.2,1.5,2.2,0.3,2,0.4
"Electrical equip.",0.4,0,0,0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.1,0.1,1.4,0.8,0,1.3,0.6,0,1.2,3.6,29.9,1.2,3.1,0,0,0.1,0.1,0.1,10.1,2,1.6,0,0.5,0.1
"Machinery & equip.",4.7,0,0.1,0,2.7,0.3,1.5,0.2,1.4,0.8,0.6,1.2,0.1,1.3,0.9,0.6,0,0.2,0.1,3.3,1.3,10,5.5,2.5,0.3,0.4,0.1,0.7,0.1,1.1,1.8,0.9,0.5,0.8,0.4
"Motor vehicles",0.6,0,0,0.1,2.2,0,4.1,0.2,0.7,0.1,0.7,0.1,0,0.4,0.1,0,0.1,0,0.1,0.3,0.6,2.7,5.1,4.6,0.1,0.1,0.2,0.1,3.9,0.4,1,2.1,0,0.2,1
"Other transport equip",1.6,0.1,0.1,0,2.4,0.3,0.9,0.3,1.6,0.4,0.4,0.5,0.2,0.2,0.1,0.1,0.1,0,0,1,5.4,3.9,4.8,5.7,0.2,0.3,0.3,0.1,0.1,0.2,2.5,4,0.2,1.7,0.4
"Other manufacturing",25.9,1.4,2.5,0.6,37.9,14.8,22,8.2,18.3,3.8,6.3,9.3,5.1,4.6,2.4,7.4,1.6,1.4,2,0,125.4,43.5,122.8,153.4,2.9,4.2,8.2,3.8,1.1,10.6,74.2,29.7,208.1,107.1,21.1
