Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,1,0.3,2.5,3551.6,10,401.4,162.4,0.1,74,1.5,3.4,5.2,22.3,0.1,0.8,2,0.3,6.1,3.1,3.5,43.6,71.1,56.7,129.8,2.9,0.4,1.9,2.9,7,23.5,13.8,11.8,11.5,18.9
"Energy extraction",94.6,0,38.4,392.6,135.3,3.9,24.3,75.4,561.9,296.7,8.1,73.2,143,50,10.1,30.9,131.5,8.9,131.7,55.5,703.6,213,202.4,1027.4,50.5,25.2,28,10.2,21.3,61.9,153.5,82.4,16.9,47.3,57.6
"Mining (non-energy)",12,16.2,0,19.2,9.4,0.2,3.1,10.7,0,48.7,1.6,125.7,320.5,1.4,0.5,0.7,3.2,0.3,7.1,4,6.3,133.8,25.1,10.2,2.9,1.8,2.5,1.8,3.1,21.6,11.4,10.7,2.7,2.6,2.8
"Mining support",479.9,2691.7,87.2,0,27.5,0,2.3,7.6,0.7,4.9,3.8,4.1,6.2,0.2,0,0,4,0,0,1.6,37.2,208.2,0.2,29.9,0,0,0,0,0.2,0,16.5,13.9,5,0.3,0.1
"Food, beverages, tobacco",542.6,98.1,15.3,23.7,0,6.1,25.5,60.3,0.9,289.9,7.8,27.2,23.8,36.8,11.5,19.5,99,6.6,62.2,45.3,18.2,149.5,426,202.2,958.8,35.3,30.4,37.9,33,64.5,145.3,151.1,62,106.5,170.3
"Textiles & apparel",7,10.1,0.9,1.6,7.9,0,1.7,1.9,0,28.2,1.8,1.6,2.4,3,1.6,1.2,3.8,1.1,8.7,27.3,3.3,26.4,27.9,28.7,3.7,2.3,1.5,2.2,0.7,1.7,11,4.8,2.7,5.4,7.7
"Wood",7.9,6.1,1.2,6.5,20.4,0.9,0,43.9,0.1,21.5,1.6,8.9,4.8,8.3,3.3,3,8.2,2.8,57.3,97,13.1,1486.8,144.6,21.4,7.6,7.1,3.9,3.6,3,116.3,32.1,6,13,3.9,11.6
"Paper & printing",38.4,14.6,3.1,4.6,133.7,2.1,6.7,0,0.2,95.3,6.4,14.7,5.4,6.6,5,5.4,17,1.4,8.9,15.3,19.3,36.6,226.8,40.4,19.2,107.5,8.7,5,8,20.3,72.9,22,15.2,18.6,18.2
"Coke & refined petroleum",10,1,1.4,3.6,4.3,0.1,0.3,1.3,0,6.9,0.2,5,5.7,0.7,0,1.1,0.4,0.1,0.7,1.3,2.9,10.3,18.6,108.7,1.2,0.5,0.9,0.2,0.5,2.3,5.4,2.8,1.3,1.6,1.5
"Chemicals & pharmaceutical",62.2,97.7,14.9,22.6,92.3,10.7,26.5,60.5,1.9,0,32.5,33.9,44.2,36.2,11.5,20.5,86.8,7,58.9,40.2,12.3,154.6,195,128.8,16.9,21.8,17.6,23.5,14.8,38,82.5,76.5,22.8,446.3,21.6
"Rubber & plastic",28.6,8.7,1.8,8.4,98.3,4.4,4.4,8.2,0.1,67.6,0,7.1,14.4,9,13.4,6.8,10.9,7.9,28.8,26.4,9.5,118.6,64.8,64.2,7.2,5.7,7.4,1.9,2.8,12.1,44.8,5.5,12.5,8.9,8.2
"Other mineral (non-metallic)",16,31.1,3.7,18,71.2,1.1,36.3,7.5,0.1,76.6,11.5,0,35.7,37.8,18.8,21.9,22.4,11.9,40.5,20.9,10.8,1189.6,61.3,39.2,12.5,4.9,6.4,4.5,3.1,64.8,38.5,27.8,20.6,11.9,7.2
"Metal (basic)",4.7,28.5,2.4,13.7,19.9,0.9,4.4,15.9,0.1,15.1,2.8,10.7,0,154.1,20.2,76.7,105,17,90.3,61,13.8,227,34.3,21.2,1.5,1.5,3.1,1.3,1.4,6.6,11.1,5.1,1.9,2.3,3.9
"Metal (fabricated)",41.7,87,10,43.8,139.2,9.2,31.4,21.7,0.2,63.7,9.5,43.7,165.9,0,30.1,24.5,142.3,31.9,228.2,149.9,44.1,460.5,217.6,183.5,13.1,8.9,9.4,5.5,8.5,53.9,95.5,31.1,14.9,10,34.8
"Computer, electronics",3.3,16.4,1.8,4.6,5.7,0.4,3,9.8,0,7.3,1.4,3.8,2.8,6.3,0,15.3,20.6,3.2,18.1,27.9,4.6,42.3,49.8,32.1,3.4,6.6,39.1,18.3,7.2,6.2,33.9,18.5,5.3,21.9,9.3
"Electrical equip.",16.4,20.8,6.1,7.7,12.5,1.3,7.3,13.1,0,16.4,2.4,7.5,26.9,16.1,33.5,0,42.4,7.5,61.8,56.7,34,305.5,51.3,54.1,6,5.4,33.1,3.6,9.7,32.1,42.8,19.8,8.9,7.9,15.5
"Machinery & equip.",37.1,208.8,34.2,51,32.9,4.9,37.2,102.4,0.1,23.7,9.8,52.8,35.2,75.6,13.6,47.9,0,13.1,126.3,74.3,16.2,220.8,106.4,261.8,4.3,6.3,10.7,9.7,13.7,14.5,57.6,97.1,9.7,6.2,13
"Motor vehicles",0.8,2.4,0.4,2.7,2.7,0.1,0.6,1.3,0,1.1,0.2,0.7,2,1.4,0.5,1.2,4.9,0,3.8,1.6,0.6,6.5,61.5,10.5,0.3,0.7,0.8,0.8,0.5,0.8,2.7,2.3,0.4,0.5,2.1
"Other transport equip",59.6,44.1,4.6,7.1,15.2,1.1,6.4,14.3,0.2,10.7,1.8,7.5,7.2,11.4,6.5,10.1,35.3,2.2,0,14,3.7,63.8,53.9,1374,3.2,6.2,6.9,7.6,3.6,6.6,64.9,145.7,3,4.2,4.9
