Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,0.2,0.2,3619.1,20.4,84.2,7.4,4.7,12.1,47.7,3.2,6.7,4.8,6.9,3,10.4,13.6,0.5,11.7,38.4,17.2,210.9,27.7,182.7,1.7,1.9,4.3,2.7,11.3,30,10.6,3.3,19.1,7.2
"Energy extraction",1.6,0,0,0.1,2.3,0.1,0.1,0.3,16.5,3.8,0.5,1.8,9.9,0.8,0.5,0.3,0.9,1.7,0,0.3,16.1,1.6,3.6,1.1,0.9,0.2,0.2,0.3,0.3,1.1,1.1,1.1,0.5,0.9,0.8
"Mining (non-energy)",4.9,0,0,0.1,2.4,0.1,0.1,1.7,0.1,22.3,0.8,46.2,47.4,2.6,1.1,0.9,2.4,2.1,0,0.2,2.6,50.7,1,2,0.3,0,0.1,0,0.1,2.8,1.2,0.4,0.1,0.3,0.2
"Mining support",22.1,2.2,3.6,0,3.7,0,0.2,1.1,0.6,0.8,2.9,0.8,0.5,0.1,0,0,2,0.1,0,0.4,8.1,16.9,0,0.7,0,0,0,0,0,0,1.1,2.4,0.5,0.1,0
"Food, beverages, tobacco",462.9,0.1,0.2,0.1,0,12.3,2.6,11.6,10.4,56.7,20.4,5,5.2,7,14,7.4,13.1,19.7,0.9,5.8,12.9,13.5,138.1,17.3,736.6,5.4,2.1,8.8,8,7.9,32.5,44.1,12.7,43.3,74.3
"Textiles & apparel",2.5,0,0,0,2.7,0,1.1,1.9,0.4,3.2,5.9,0.7,0.4,1.4,4.8,1.4,2.5,41.5,0.8,11.2,1.1,2,13.1,4.2,1.3,0.8,0.3,0.5,0.6,0.7,2.8,4.9,1,4.1,3.5
"Wood",13.8,0,0,0.1,9.1,1.4,0,2.6,0.6,7.6,5.9,10.4,1.8,15,4,9.6,11.8,17.4,0.7,64.2,12.9,96.5,26.5,6.3,4.3,0.4,1.2,0.6,0.6,16.6,11.9,0.7,0.4,0.8,4.2
"Paper & printing",15,0.1,0.7,0.1,119.4,7.2,12.2,0,0.8,38.7,30,9.1,2.9,9.3,27.6,27.7,12.9,12.3,1.3,18,4.5,6.8,232.5,21.8,24.8,246.7,3.9,6.1,81.8,8.4,89.7,83.9,24.6,11.4,23.7
"Coke & refined petroleum",302.8,3.1,7.4,3.7,135.9,15.6,10.4,24.2,0,695,73.7,58.4,81.3,30,47.2,31,56.9,74.6,5.9,23.5,281.1,137.7,482.2,1106.3,52.8,11.8,10.1,26.8,32.8,53.7,118.7,54,22.1,58.4,43.8
"Chemicals & pharmaceutical",285,0.7,2.1,0.4,60.3,31.4,13.8,49.7,51.8,0,364.7,57.9,41.8,24.1,45.3,84.9,50.6,79.4,3.5,29.6,40.1,47.7,109,47.5,11.7,4.9,3.2,6.8,5.9,22.3,59.7,12.3,10.9,161.3,24.4
"Rubber & plastic",27.1,0.3,0.8,0.3,100.1,14.9,17,44.7,4.9,48.5,0,14.3,10.8,23.8,159.8,96.7,59.3,218.1,7,55.2,26.1,118.5,82.4,39,13.9,2.3,1.9,3.4,7.9,20.1,23.2,3.2,1.4,8.9,3
