Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,323.1,185.3,9.4,19947.2,552.7,1612.6,10.3,2.5,270,120.8,6.1,10.2,9.5,1.5,1.3,3.1,5.8,4,16.5,29.7,1221.7,2811.5,174.5,1807.5,24.3,39.5,37.9,73.1,226.9,1042.4,183.4,167.7,389,874
"Energy extraction",150.7,0,3362.7,92.5,366.7,11.6,31.6,151.2,6292.7,679.1,66.8,405.4,2262.1,308.6,11.7,6,17.6,34.2,16.8,9.7,4992.4,2244.8,2343.7,724.2,248.8,51.8,58.5,77.9,66.1,221.4,493.8,198.7,99.3,136.7,238.2
"Mining (non-energy)",96.7,619.1,0,20,278.2,9.8,22.2,24.9,20.3,612,17.5,1284.2,28527.6,38.2,7.8,10.9,21.8,22.5,13,26.1,305.4,3576.9,258.7,196.2,73.5,18.6,36.9,31,30.1,217.4,251,180.9,36.3,41.9,87.6
"Mining support",31.8,7147.1,7212.8,0,26.9,1.2,2.8,14.4,2.1,19.2,4,6.4,11.3,15.5,0.8,1.2,2.8,7.1,2.1,1.8,11.7,239.4,149.3,162.6,7.5,4.4,28.1,21.6,17.4,23.3,100.1,40.6,14.9,10.4,15.9
"Food, beverages, tobacco",1964.2,107.4,156,49.8,0,167.7,13.9,30.8,16.4,363.2,46.3,22.6,44.7,29.5,9,17.2,25.1,21.3,28.7,16.1,64.4,422.9,2785.2,210.2,10311.9,36,22.9,23.8,224.9,48.3,607.5,566.3,536.9,1249.4,1154.6
"Textiles & apparel",54.8,47.8,57.5,6.5,118.7,0,11,29.7,13.2,47.6,35.2,23.8,35.6,41.6,9,9.2,24.9,34.3,37.8,66,25.5,608.1,260.1,85.2,39,8.9,15.5,5.4,7.1,13.8,84.2,91.3,92.3,148.1,141.8
"Wood",29,15.2,29.2,3.8,22,5.8,0,103.6,5,7.9,14.4,20.8,10.7,49,2.2,3.1,15.9,8.9,62.8,380.3,13.1,6686.3,117.2,75.2,9.4,22,2.3,1.7,2.9,9.2,213.5,19.2,100.3,7.3,69.3
"Paper & printing",90.1,89.1,107.3,29.5,508.6,37.2,29.9,0,22.9,212,70,79.7,60,72.6,18.3,23.7,55.5,43.7,25.5,56.8,70.2,863.2,1667.7,219.6,170,1077,180.2,369.3,368.5,83.7,1863,754.4,483.6,195.9,476
"Coke & refined petroleum",1411.2,657.7,1237.4,116,86.3,5.1,29.1,30.9,0,415.2,135.7,70.9,393.8,80.8,1.9,4,12.1,17.1,61.5,29.2,225.4,3639.6,627.7,4778.3,46.5,47.6,470.7,110.5,238,33.9,768.3,388.4,63.9,134.4,171.3
"Chemicals & pharmaceutical",1212.8,316.3,448.8,49.9,243,23.2,59.9,258,77.4,0,1093.5,211.5,66.5,112.6,32.8,108,53.2,66.2,65,96.6,211.6,2500.6,649.4,164.5,92.9,55,20.2,27.3,30.6,69.7,852.2,141,147.4,419.3,808.6
