Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,2.4,0.5,7493.9,20.2,701.5,292.6,0.1,12.2,8.4,0.1,0,0,0,0.2,0.1,0.2,0.9,9,0.3,18.9,50.5,0.7,424.6,0.7,0.1,0.2,0.5,0,21.6,21.1,13.8,14.9,20
"Energy extraction",10.2,0,17.4,2.2,2,0.1,0.3,1.3,178.6,7.7,0.3,1.7,3.8,0.1,0,0,0.1,0.1,0.2,0.4,91,9.3,3.5,12.9,0.3,0.3,0.2,0.1,0.6,0.4,4.5,1.1,0.5,0.6,0.7
"Mining (non-energy)",19.7,0.1,0,3.6,62,2,8,115.4,1.4,221.9,31.1,292.3,899.7,541.4,31,187.4,327,73,69.4,227.2,41.2,943.1,7.7,1,0.4,0.8,0.3,0.1,0.4,0.5,7,3.5,0.5,14.9,2.4
"Mining support",310.7,41.7,490.3,0,16.1,0,1.8,9.1,10.4,3.2,5.9,3,0.3,0.1,0,0,1.3,0,0,0.5,68.3,132.1,0.2,5.5,0,0,0,0,0.1,0,8.6,7.2,3.7,0.1,0
"Food, beverages, tobacco",1343.8,0.3,36.9,0.7,0,7.5,5,33,6.5,103.6,12.7,15.2,2.8,2.8,1,0.8,2.8,1.6,2.8,7.5,11,65.5,206.7,37.1,1393.5,14.8,9,4.2,9,5.8,65.6,90.7,57.9,115.2,59
"Textiles & apparel",31.3,0.1,15,0.5,26,0,1.7,19.8,1.1,17.3,18.1,4.1,0.9,2.2,0.6,0.7,2.2,5.2,4.1,22.5,3.4,37.2,67.1,10.1,13.5,5.9,3.7,1.7,2.7,2.3,20,16.6,8,24.7,7.3
"Wood",27.6,0,6.7,0.5,17.4,1.2,0,53,0.7,8.9,6.1,9.4,0.5,4.2,0.4,0.6,2.5,2.2,4.7,46.8,27.6,420.2,28.5,3.5,1.3,2.5,1.1,0.5,1.7,0.9,10,4.8,1.4,3.6,5.5
"Paper & printing",30,0.5,59.4,0.7,252.9,7.2,78,0,6.2,51.8,27,25.8,2.3,6.1,1.6,2,6.3,3.2,2.1,21.6,50.8,102.3,254.7,44.5,39.8,320.5,17.8,13.6,91.3,18.7,167.9,63.8,88.8,44.9,30.5
"Coke & refined petroleum",333.3,6.7,528.2,8.3,89.7,6.3,18.3,33.4,0,191.4,15.2,50.4,21.9,7.5,1,1.7,6.3,2.6,3.7,18.6,325.5,257.1,275.8,1456.7,29.6,7.1,2.2,5.7,40.3,19.2,101.2,70,33.8,39.4,18.6
"Chemicals & pharmaceutical",344.8,4.2,265.6,3.8,134.8,38.4,48.5,145.3,159.2,0,322.1,69.9,35.9,42.5,3.9,7.6,22.5,11.4,15.2,31.5,26.1,276.3,152.4,67.7,16.1,18.7,6.1,3.7,8.7,10.3,103.5,37.4,29.3,493.9,24.3
"Rubber & plastic",44.9,0.1,141.2,2.1,218.2,9.4,18.4,55.3,11.5,56.1,0,21.8,5.1,13.3,4.6,7.6,22.5,23.3,10.7,32.2,14.9,325,203.4,126.4,21.7,7.6,2.6,2.7,9.5,6.8,54.4,15.1,10.2,24.1,9.2
"Other mineral (non-metallic)",28.1,0,160.4,2.3,4,0.4,25.2,8.3,1.7,30.5,21,0,7.1,12.6,3.8,3.5,9,7.6,6.2,14.2,1.6,2144.5,21.2,7,17.4,1.3,0.2,0.1,0.5,0.7,8,13.6,13.9,15,6.1
"Metal (basic)",10.9,1.8,85.9,6,10.8,1.2,3.9,10.8,5.7,18.8,16.4,18.8,0,197.6,4.6,19.8,95.5,30.3,36.5,55.4,34.5,690.5,8.6,8,0.9,1.5,2.4,0.6,0.9,0.8,8.9,3.3,1.2,6.6,1.1
"Metal (fabricated)",60.5,0.7,174,4.5,160.1,5.7,34.1,23.5,1.3,29.7,27.9,24.1,29.6,0,5.7,9.3,76.2,25.9,28,92.2,58.5,688.8,124.5,39.1,15.8,8.3,9.5,2.4,10.6,16.9,62.9,35.1,13.6,16,8.9
"Computer, electronics",10.5,0.3,30.7,0.8,17.6,1.2,3.1,8,0.5,6.2,4.4,6.5,2.5,3.2,0,4.9,11.1,4.7,4,27.4,21.2,62.6,59.9,15.2,6.4,14.1,59.8,12.5,14.6,5.1,42.9,22.6,11.6,32.9,9.2
"Electrical equip.",0.8,0,2.6,0,1.3,0.1,0.2,0.3,0.2,0.6,0.4,0.5,0.2,0.4,0.6,0,1.7,0.8,0.6,2.5,5.4,17.9,5,2,0.3,0.5,1.7,0.3,0.2,0.3,1.9,0.7,0.5,0.7,0.6
"Machinery & equip.",57.3,4.3,206.9,5.4,51.1,3.6,11.5,26.7,8.2,16.8,11.5,15.2,12.2,10,7.8,4,0,10.8,14.7,65.6,66.6,141.4,85.2,31.8,8.8,9.9,23.2,5.1,10.7,16.5,48.5,35.9,10.1,21.5,7
"Motor vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other transport equip",8.2,0.2,1.5,0,0.4,0,0.1,0.2,0.2,0.1,0.1,0.1,0,0.1,0,0.1,2.3,0.1,0,0.5,0.1,3.8,14.4,88.8,0.1,0.1,0.1,0.1,0.1,0.4,11.7,56.2,0.2,0.3,0.8
"Other manufacturing",145.2,7.8,398.3,10.2,185.7,14.8,37.4,85.7,0.3,55.4,27.3,47.3,49.3,1.3,4.8,7.2,42.7,11.8,19.5,0,291.3,246.7,165.4,38.7,33.9,31.8,75.9,8.9,41.6,94.9,129.5,79,28,96.9,18.6
"Utilities",421.5,17,2748.4,18.3,549.1,45.9,111.7,479.5,472.2,384.4,133.9,224.4,148.8,57.2,7.3,8.9,44,19.4,18.3,72.5,0,281.4,932,477.3,285.5,91,108.9,25.7,168.3,293.1,347.8,411.8,449.4,384.9,140.3
