Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,58.4,31.7,8,19704.7,242.8,2300.5,1126.9,20.1,431.4,407.3,15.5,79.3,12.4,27.6,8.9,11.4,13.6,14.8,239.2,56.3,154.3,466.4,44.4,716,3.6,2.9,4.1,12.8,19,70.7,171,74.7,31.9,56
"Energy extraction",81.9,0,18.2,364.9,184.3,13.6,5.4,76,21064.3,1581.9,159.9,136.5,345.2,16.2,22.6,13.1,15.2,47.6,14.3,17.5,2792.2,26.9,137.8,118.5,115.8,3.2,28.8,1.6,27.5,47.2,40,49.3,39.3,40.3,153.6
"Mining (non-energy)",86,155,0,55.4,45.3,7.6,3.2,58.9,80.4,1209.4,24.7,1729.1,1367.8,36,27.1,13.6,20.9,4.4,12.4,90.5,39.6,1086,45.2,41.1,0.7,0.2,0.7,0.5,2.1,36,11,61.6,3,0.6,5.6
"Mining support",306.7,3447.1,189.2,0,26,0,1.5,9,14.3,9.4,27.5,6.6,2.6,0.3,0,0,4.9,0.1,0,3.5,45.4,93,0.1,6.2,0,0,0,0,0.3,0,4.3,16.7,4.2,0.2,0.1
"Food, beverages, tobacco",4261.6,5.3,2.8,2,0,57.7,10.1,76.8,28.3,473.8,35.9,15.1,4.3,4,13.6,2.8,4.4,3.2,3.7,21.4,24.2,38.9,614.5,56.6,4410.8,8.7,6.1,5.9,44,19.3,80.6,516.1,188.4,242,533.1
"Textiles & apparel",74.6,108.5,14,14.8,34.5,0,12,37,7.8,54.8,146.2,17.1,6.8,13.1,80,13.2,15.1,68.8,47,170.6,22.7,46.3,214.4,92.4,67.2,22.9,21.1,6.7,104.7,6.7,86.7,215.5,33.6,114.6,135.9
"Wood",69.7,45.1,16.6,4.4,27.6,8.6,0,106.2,6,46.3,53.6,40.1,4.9,27.6,54.4,15.2,16.8,41.9,34.2,657.3,25.5,628.3,68.5,24.2,15.9,5,5.3,3.7,7.4,73.1,24.1,17.1,12.6,2.2,29.6
"Paper & printing",106.8,32.6,24.7,3.2,634.3,57.9,74.7,0,18.6,211.4,227.1,98.5,16.4,32.9,249,48.6,39.2,48.1,5.1,105.8,40.9,44.4,419.7,104.8,102.7,185.2,108.7,71.3,426.2,32.5,191.4,242.1,163.8,51.1,99.2
"Coke & refined petroleum",1424.8,1512.4,483.6,165.6,466.8,94.2,58.8,141,0,2391.1,302.6,444.4,705.4,101.7,285.1,87.2,89.2,93.2,34.2,142.4,778.2,702.5,1029.7,4696.3,165.5,24,173.7,67.8,434.7,132.7,279.9,661.2,155.4,96.3,206.8
"Chemicals & pharmaceutical",830.8,381.2,101.5,27.9,518.6,327,86.3,352.2,483.6,0,3450,241.8,318.7,140,711.1,172.8,87.2,163.1,72.5,208.6,89.4,217.8,165.8,84,95.9,17.8,9.1,6.2,37.5,40.2,92,101.3,57.2,219.8,122
"Rubber & plastic",141.6,299,79.6,31.2,843.6,113.4,47,188.2,50.6,458.5,0,146.1,111.6,144.5,1522.4,347.3,272.4,750.5,94.1,364.9,56,744.4,531.7,263.1,92.3,11.6,115.6,19.4,73.4,37.3,98.6,97,32.3,45.3,61.8
"Other mineral (non-metallic)",53.9,113.2,94.7,17.3,166.7,15,32,12.4,11.9,111.8,138.5,0,116.9,69.6,615,76.2,53.5,115.1,32.1,63.2,32.2,2394.2,110.2,45.9,38.8,1.9,16.6,3.6,20.7,50,29.2,48,24.5,14.7,22.3
"Metal (basic)",13.1,368.6,16.4,63.3,21.9,1.7,4.8,21.9,10.4,31.1,106.6,83.7,0,1442.5,734.4,522.2,743.4,620.7,229.3,407.7,51.3,1042.5,45.9,23.9,0.8,0.4,7.6,0.6,1.9,2.5,5.2,8.8,2.9,1.4,7.1
"Metal (fabricated)",73.5,416.1,40.8,25.3,192.2,20.3,36.3,26.5,36.2,92.4,157.5,61.3,240.2,0,549.5,159.9,382.5,338.1,113.6,173.5,49.1,641.1,115.7,71.7,23.5,2.6,17.7,9.1,22.3,29,45.1,91.2,16.8,6.6,24.2
"Computer, electronics",26.6,124.1,17.4,15.4,34.6,11,6.2,39.2,17.9,52.1,115.7,24.5,14.1,48.8,0,426.7,236.3,274.3,60,156,61,172,284.9,117.9,38.9,46,1469.6,300.9,290.9,15.7,183.6,336.7,87.5,133.8,144.8
"Electrical equip.",11.7,57.2,7.5,3.9,13.3,4,2.4,5.4,5.2,16.8,22.6,8.7,30.7,25.9,920,0,111.4,139.1,41.4,39.2,53.8,198.6,58.9,42.7,8.5,3.3,96,13.6,15.1,11.1,20.4,33.6,9.6,5.7,23.1
"Machinery & equip.",142.4,743.1,117.6,76.3,70.6,30.7,16,53.4,60.8,67.3,105.2,70.1,126.1,90.6,431.9,96.8,0,329,127.7,98.1,69.8,250.5,127.4,94.8,8.1,4,38.1,13.1,34.2,13.3,42,189.3,19,8.1,26
"Motor vehicles",24.2,36.1,12.2,6.7,11.6,3.5,3.8,6.4,4.3,13.5,44,10.8,4.8,13.7,62.1,32.5,58.7,0,10.2,24.4,11.8,26.9,260.9,133.8,5.3,1.9,14,3.8,18.5,5.8,26.6,49.9,4.7,3.5,12
"Other transport equip",49,39.7,0.6,0.2,3.4,0.4,0.2,0.3,1.5,0.6,0.9,0.4,1.1,3.1,4.7,6.9,16.5,6.5,0,1,0.3,18,10.8,421.2,0.4,0.1,0.3,0.2,0.4,0.5,21.9,337.1,0.2,0.2,1.2
"Other manufacturing",113.4,185.7,20,13.3,142.3,25.1,16.4,59.9,30.8,135.4,117.5,35.3,114.4,46.6,376.7,45.6,58.8,79.7,24.8,0,47.9,86.2,65.8,146.6,36.6,10.3,78.2,12.2,45.6,51.1,29.9,62.8,18.7,27.9,29.9
"Utilities",287.9,1019.7,216.1,52.4,475.9,129,56.1,301.1,209.6,653.8,389.6,306.9,751.1,125.9,428.5,75.2,101.4,117.5,33.6,94.4,0,115.6,501,390.8,275.7,32.6,231.7,50.6,335.6,362.8,174.6,613.5,344.3,171.3,291.5
"Construction",14.8,29.3,9.5,2.7,12.5,3.3,2.2,3.7,5.5,9.9,7.7,6.7,5.4,3.9,24.2,2.9,3.5,3.9,1.1,5.9,20.4,0,29.2,36.3,7.7,1.2,22.1,2.5,26.6,72.3,17.9,62.8,13.6,6.1,10.6
"Wholesale & retail",1370.3,650.3,159.1,63.6,4846.7,578.8,254.7,427.9,900.1,1296.5,901.9,341.1,503.7,264.5,4371.2,397.3,393.3,629.3,222.4,399.3,381.5,888.7,0,1185.1,802.4,221.6,1208.7,467.6,616,131,653.2,513,149.1,216.2,531.2
"Transportation, storage",324.1,716.3,162.6,67.8,741.5,115,64.1,152.2,308.3,417.4,255.9,210.7,240,95.6,788.4,98.2,110.9,160,51.4,115.6,110.2,242.3,1371.8,0,121.1,41.8,229.6,76.2,509,39.9,281.7,412.1,98.7,48.1,113.8
"Accomodation and food services",48.8,48.4,9.2,18.5,54,13.7,7.6,18.9,6.4,32.2,36.7,18,20.2,20.1,58.8,11.8,19.7,20.2,14.9,23.5,41.9,63.9,289,352.4,0,22.3,49.9,66.1,363.2,110.7,386.2,269.2,138.4,180.3,131.2
"Publishing, broadcasting",6.1,9.3,1.3,0.2,36.9,4.3,1.9,25.4,5.9,20.8,10.9,4.9,2.7,4.2,45.7,4.8,5.5,6.1,3.1,8.7,11,13,139.8,44.7,19.6,0,371.5,58.6,126.4,15.4,175.4,78.5,64.3,12,230.5
"Telecoms",38.9,45.9,14.8,8,47.5,20.5,5.6,17,15.3,33,35.5,17.3,13.6,18.9,140.9,14.7,22.9,21.1,7.4,22.6,37.7,42.7,270.7,184.1,44.2,69,0,136.7,610.3,47.1,200.7,277.5,60.4,43.6,89.5
"IT and information services",10.4,95.7,7.3,2.8,61.7,14.4,4.5,23.9,20.1,52.7,32.9,16,20,16.8,251.9,22.4,22.7,28.5,3.7,24.5,47.4,43,245.3,186.5,32.6,47.7,424.5,0,966.4,48.8,262.8,287.8,62.7,39.5,89.4
"Finance & insurance",633.6,1506.5,157.2,54.3,577.2,169.8,68.4,193.1,219.5,433.2,381.9,183.8,463.8,180,942,145.7,184.7,230.1,83.1,201.9,360.6,564.7,1733,1081.3,248.7,81.9,568,233.4,0,1906.4,894,1080.9,277,181.3,353.4
"Realestate",60.3,59.9,7.3,2.4,38,9.9,31.2,24.8,9.8,23.2,22.7,10.4,19.2,8.9,44.8,6.7,8.4,11.9,4,13.3,26.2,28.1,128.3,62.8,31.1,5.4,41.9,13.4,281.4,0,45.2,54.8,23.7,14.2,28.4
"Other business services",48.7,287.9,15.2,17.1,160.9,19.1,14.2,35.8,28.9,76.8,76,36.9,33.5,35.4,313.6,35.2,39.2,52.5,20.6,50.4,64.4,147.8,349.9,213.4,76.7,25,174.1,86.5,495,80.9,0,185.6,62.5,46.7,101.7
"Public admin,  defence",9.2,21.9,2.9,1.4,7.2,3.5,1.1,3.5,5.3,8.1,6.9,3.2,0.8,3.3,15.2,2.4,3,3.6,1.5,3.7,12.3,10.7,27.2,29.4,4.4,3.5,18.9,5,34.6,21.4,27.7,0,17.1,7.7,12.8
"Education",2.6,26.2,1.8,0.3,4.3,1.6,0.5,2.3,2.2,4,4,1.8,1.1,1.8,18.4,1.9,2.1,2.9,0.2,2.2,3.7,3,17,15.7,0.9,2.5,13.5,9,51,2.6,27.7,53.4,0,8,10.2
"Healthcare, socialwork",5.8,1.9,0.1,0,11.5,0.2,0.7,2.1,1.2,6.8,4.5,1.7,0.8,1.9,8.6,1.7,1.9,2.4,0.3,3.4,3.9,3.9,21.3,25.1,3.4,1.8,10.9,5.7,59.5,3.1,19.3,155.5,15.2,0,17.3
"Arts, entertainment",56.4,142.7,23.3,7.7,52.8,11.7,25.5,24.2,12.7,19.5,24.4,13,49.1,9.5,96.5,11.2,11.1,19.6,10.5,21.9,21.3,40.8,151.3,120,90.7,64.9,114.6,51.7,182.8,22.8,108.2,187.1,83.3,75.8,0
