Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,8.9,4.2,0.2,6863.8,25.5,691.4,202.8,1.6,84,80.7,8.2,11,3.3,1.7,1.8,4.2,4.3,2.6,59.7,8.6,41.1,482.8,32.7,107.3,1.4,0.7,0.6,2.8,10.4,40.2,18.4,4.2,15.3,18.8
"Energy extraction",154.1,0,8,3.2,36.1,12.2,19.5,45.5,739.2,47.3,24.1,91.3,512.7,9,2.4,3.3,14.1,7.3,0.6,10.7,3378.1,32.8,51.6,26.9,3.9,2.4,2.6,1.1,9.5,23.9,18.3,6.6,7.9,13,9.7
"Mining (non-energy)",28.2,15.4,0,2.4,17.5,2.6,3.5,14.7,302.2,184.6,16,518.7,421,331.8,15,51.3,115.6,125.3,27.8,91.8,159.7,806.7,50,24.6,0.4,0.6,0.8,0.3,1.6,26,11.9,11.4,2.2,1.4,4.5
"Mining support",16.4,26.6,18.4,0,3.9,0,0.4,1.1,1,0.8,2.5,1,0.2,0.1,0,0,0.9,0,0,0.6,10.3,24.8,0,0.8,0,0,0,0,0,0,1.8,1.3,0.7,0,0
"Food, beverages, tobacco",2181.9,20.3,10.3,0.6,0,67.5,36.8,59.4,42.9,234.2,75.8,43.2,43,51.5,33.6,28.8,37.9,54.2,16.1,71,90.9,158.2,715.5,112.5,1508.9,31.9,21.1,9.3,43.5,63.9,196.8,176.6,122.3,204.7,314.2
"Textiles & apparel",20.3,13.5,3.8,0.4,55.4,0,10.4,47.1,5.3,30.1,61.1,13.5,6.1,11.7,13,9.2,11.5,143.5,12.5,238.1,20.6,45.6,154.2,35.4,10,13.7,4.6,1.5,15,8.6,44.6,48.8,6.9,46.4,80.9
"Wood",64.1,22.1,6.9,0.5,55.3,10.7,0,74.7,2.8,36.9,28.1,52.7,5.8,44.2,12.9,37,22.8,39.7,27.6,913.2,16.5,723.2,219.5,65.4,7.6,15.4,4.3,2.6,11.9,156.8,59.7,15.5,12.6,12.6,35
"Paper & printing",36.7,17.6,12.5,0.3,523,75.1,135.9,0,9.9,117.6,117,125.5,14.4,44.2,40.1,39.4,33.4,61.1,5.8,172.4,81.6,113.5,868.2,125.3,30.9,643.5,73,33.2,234.2,79.1,562.1,139.1,204.6,72.1,135.4
"Coke & refined petroleum",670.9,46.2,91.3,5.7,310.9,57.9,71.7,63.3,0,626.1,214,173,187.9,79.6,44.7,49.5,60.1,67.5,20,136.5,174.7,613.5,1161.5,3193.1,35.5,28.3,39.6,12.1,432.9,119,241,140.9,76.4,84.2,60.7
"Chemicals & pharmaceutical",490.8,77.5,39.3,1.4,376.4,152.4,99.6,252.5,127.7,0,956.8,152.7,117,127,82,95.6,64.7,138.9,32.3,160,100.1,316.7,321.2,78.1,41,36.5,13.6,6.3,26.9,59.1,151.3,36.4,43.2,173.9,58.3
"Rubber & plastic",45.8,69.5,22.5,1.5,417.8,110.1,60.9,82.2,8.2,145,0,65.3,41.9,120.5,126,353.3,157.5,531.6,45.4,309.1,64.7,2241.9,766.7,175.3,18.7,25.9,30.2,3.1,70.5,53.7,129.8,54.3,12.8,42,34.7
"Other mineral (non-metallic)",128.7,24.5,54,1.6,219.8,31.6,100.3,20.3,96.8,82.3,309.3,0,96.1,192.6,108.1,233.3,127.3,113.3,25.5,182.4,107.6,3065.8,657.9,108.8,16.2,6.7,11.7,4.5,76.3,110.6,106.4,23.3,32.9,27.5,91.7
"Metal (basic)",32.1,23.9,12.6,4.3,44.8,5.4,18,15.5,18.5,25.4,59.1,62.2,0,1572.8,73.6,231.9,561.7,686.7,126.7,348.5,83.7,1241.1,145.8,54.4,3.5,3.1,4.8,1.3,6.4,21.6,29,13.3,10.7,8.5,11.3
"Metal (fabricated)",145.2,125,28.2,2.9,264.8,14.3,115.8,23.7,11.6,66,153.8,57.8,238,0,123,185.7,610.7,1408,119.7,476.3,135.5,1310.8,500.7,83,12.3,9.8,16.7,6.7,11.1,96.3,122.8,67.2,11,20.7,32
"Computer, electronics",10.4,6.9,5.7,0.1,20.1,4.9,5.2,23.4,4.2,10.4,14.3,6.7,4.6,26.2,0,74,55.2,84,15.1,86.3,32.3,100.7,137.6,32.7,4.6,39.4,114.2,26,26.9,13.5,102.9,37.3,32.6,40.9,45.6
"Electrical equip.",47.5,40.7,9.4,0.1,35.9,7.8,12.1,10.2,4.9,16.4,24.3,25.2,29.2,56.7,155.9,0,192.5,276.6,31.9,146.1,199.6,458.2,233.2,106.4,5.9,7.8,57,9.4,14.3,38.3,65.3,53.8,19.7,13.3,44
"Machinery & equip.",82.8,70.9,23.6,1.5,55,12.8,20,16.3,13.1,18.4,29.4,23.8,31.8,108.1,33.3,25.2,0,131,25.2,77.7,59.4,181.6,146.3,48.1,4,6.8,9.4,4.5,6,24.5,47.9,40.4,9.7,8.5,8.9
"Motor vehicles",35.5,11.3,10.5,0.3,27.9,6.1,10.4,6.5,2.2,10,37.2,14,10.9,64.6,24.8,36.7,94.5,0,10.2,88.7,41.6,142.5,245,514.3,2.5,4.3,10.2,8,56.9,15.1,53.8,23.8,8.3,9.1,13.9
"Other transport equip",6.4,5.7,1.5,0.1,8.8,1.3,2.5,1.9,1.1,4,3.6,2.3,3.3,15,4.2,6.4,21.6,20.5,0,8.9,5,37.4,36.7,62,1.2,2.6,2.7,1,1.9,5.9,48.2,113.7,2.3,2.4,3.3
"Other manufacturing",215.8,87,37.9,3.5,228.5,43.8,84.8,73.9,31.1,78.7,73.6,93.9,184.2,154.8,100.8,107.3,174.3,217.1,96.3,0,235.2,325.8,397.7,396.2,23.1,39.8,101.7,26.3,73.8,353.4,270.3,119.5,111.3,303.6,95.8
