Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,2.5,1.2,0.7,1761.5,67.7,56,50.3,2.5,60.2,6.7,0.9,1.9,0.4,0.3,1,0.6,0.4,0.2,8.5,3.6,14.7,38.4,4,327.3,0.6,0.1,0.1,0.3,0.6,2.2,64,4,37.2,4.6
"Energy extraction",2.6,0,0.3,6.4,2.2,0.5,0.1,1.2,388.6,29.2,0.4,3,6.9,0.1,0.1,0.4,0.3,0.6,0.1,0.2,44.6,0.7,1.5,2.5,5.2,0.1,0.2,0,0.1,0.2,0.2,2.9,0.4,7.6,1.1
"Mining (non-energy)",8.8,7.6,0,4.3,2.2,1.2,0.1,3.7,4.4,100.7,0.3,126.5,30.1,1.1,0.5,1.7,1.3,0.2,0.2,4.1,2.8,114.1,2.2,2,0.1,0,0,0,0,1.3,0.2,14.5,0.1,0.5,0.4
"Mining support",22.3,246.1,17,0,1.7,0,0.1,0.9,1.8,1.2,0.5,0.7,0.1,0,0,0,0.5,0,0,0.2,4.2,14.4,0,0.7,0,0,0,0,0,0,0.1,5.7,0.2,0,0
"Food, beverages, tobacco",68.9,0,0,0,0,4.3,0,0.7,0.4,7.8,0.1,0.2,0,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.6,4.2,1.3,386.7,0.3,0.1,0,0.5,0.1,0.4,28,1.4,35.2,10.1
"Textiles & apparel",14,8.7,1.3,1.7,5.4,0,1.4,9.2,1.6,20.3,7.7,4.1,0.5,1.4,4,5.5,2.6,15.2,1.9,33.2,3.4,14,26.6,10.2,28.7,2.8,1.2,0.2,2.9,0.2,2.6,91.5,2.9,177.7,11.4
"Wood",4.7,2.6,0.8,0.4,2,1.8,0,7.4,0.6,4.6,0.8,3.4,0.2,1.2,1.1,2.4,1.2,2.7,0.7,34.3,2,76.4,3.9,1.4,4,0.5,0.3,0.1,0.1,3.5,0.6,4.6,0.6,1.7,1.7
"Paper & printing",0.1,0,0,0,0.9,0.3,0,0,0,0.5,0.1,0.2,0,0,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.6,0.2,0.6,0.9,0.1,0,0.2,0,0.1,1.7,0.2,1.3,0.2
"Coke & refined petroleum",91.2,52.3,18.5,9.2,16.3,9.7,1.4,6.6,0,138,2.3,22.7,15.8,2.7,3.5,8.2,4,3.6,0.8,4.1,38,52.3,36.2,258.6,25.7,1.7,5.1,0.6,5,2.3,5.2,110.4,4.4,61.4,6.4
"Chemicals & pharmaceutical",36.2,6.9,1.9,0.8,6.2,18.2,1.1,9.5,15.8,0,17.2,6.7,3.7,1.9,4.8,8.8,2,3.2,0.6,3.5,2.1,7.8,3,1.6,2.6,0.8,0.1,0,0.2,0.6,0.8,12.6,0.9,249.9,2.1
"Rubber & plastic",2.1,2.4,0.7,0.4,8.3,4,0.3,2.3,0.7,6.9,0,1.8,0.6,0.9,4.6,8,3,7.2,0.5,2.7,0.7,13,4.4,3.5,3.6,0.2,0.8,0,0.2,0.2,0.4,3.8,0.2,7.7,0.6
"Other mineral (non-metallic)",10.6,9.9,10.4,2.4,23.6,3.6,2,1.3,1.6,17.9,3.2,0,6,4.7,19.8,18.4,6,11.6,1.3,4.9,3.8,456.5,9.7,4.2,15.6,0.4,1.2,0.1,0.6,3.9,1.1,20.2,1.8,27.3,2.1
"Metal (basic)",0.7,12.2,0.3,3.4,0.6,0.1,0.1,1.1,0.6,1.5,0.9,4.2,0,38.3,8.4,46,32.8,24,4.2,12.1,2.6,75.1,1.3,0.8,0,0,0.2,0,0,0.1,0.1,1.1,0.1,0.7,0.3
"Metal (fabricated)",1.4,4.3,0.4,0.4,3,0.8,0.3,0.4,0.7,1.8,0.5,1,1.7,0,2.2,4.8,5.3,4.2,0.6,1.5,0.8,14.8,1.2,0.8,1.2,0.1,0.2,0,0.1,0.2,0.2,4.5,0.1,1.2,0.3
"Computer, electronics",0.4,1.6,0.2,0.3,0.4,0.4,0.1,0.9,0.4,1.2,0.3,0.5,0.1,0.5,0,17.6,4.3,4.4,0.5,1.7,1.2,5,4.2,2,2.6,1.4,19,1.1,1.5,0.1,1.1,24.2,1.1,46.1,3
"Electrical equip.",1.4,4.6,0.6,0.5,1.2,0.9,0.1,0.6,0.8,2.7,0.5,1.1,1.5,1.6,30.6,0,13.2,14.4,1.4,2.4,6.8,38.8,5.2,4,3.1,0.5,7.3,0.3,0.4,0.7,0.8,11.2,0.7,9.1,2.6
"Machinery & equip.",8.9,23.5,3.9,3.9,2.5,3.1,0.4,2.3,2.4,3.5,0.9,3.1,2.4,2.1,4.3,8.1,0,11.2,2,2.1,2.7,16.5,3.9,3.6,1.1,0.3,0.9,0.1,0.3,0.2,0.8,28.9,0.5,4.7,0.9
"Motor vehicles",2.1,1.7,0.7,0.5,0.4,0.5,0.1,0.3,0.4,1,0.4,0.8,0.1,0.5,0.9,4.6,4,0,0.5,0.9,1.1,2.4,12.5,13,1.1,0.2,0.6,0,0.3,0.1,0.9,12.1,0.2,2.6,0.6
"Other transport equip",0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0.1,3,0,0,0,0,0,0,0.1,8.9,0,0,0
"Other manufacturing",2.1,2.5,0.2,0.3,1,0.5,0.1,0.5,0.5,0.9,0.1,0.5,0.9,0.2,0.7,1,0.8,0.5,0.1,0,0.9,1.4,0.6,2.6,0.8,0.1,0.8,0,0.1,0.5,0.2,3.2,0.1,6.4,0.2
"Utilities",20.2,29.9,5.3,2.7,16.6,12.3,1.3,15.6,11.4,35.5,3.5,14.2,20.8,3.9,5,6.5,4.4,4.2,0.5,2.6,0,10.8,18.3,15.2,35.9,2.3,6,0.5,3.9,8,2.7,121.2,9,122.4,8
"Construction",1,1.3,0.3,0.2,0.2,0.2,0,0.2,0.3,0.5,0.1,0.3,0.1,0.1,0.2,0.3,0.2,0.1,0,0.1,1.2,0,1.3,1.5,1.1,0.1,0.9,0,0.4,2.8,0.3,14.4,0.5,5.3,0.5
"Wholesale & retail",100,22.6,8.1,3.7,232.7,293.3,7.6,14.8,36.8,87.7,10.1,28.5,14.3,10.5,43.4,56.9,23.2,47.6,5,24.5,26.6,117.8,0,99.7,109,45.9,75.2,9.2,14.2,3.9,23.1,109.2,5.2,225.3,33
"Transportation, storage",74.6,143.3,35.7,8.3,111.5,118.3,7.2,29,99.2,116.2,9.4,51.6,28.3,11.4,27.5,39.4,19.9,30.3,4.2,16.5,20.8,78.6,226.9,0,50.6,13.1,29.4,1.7,19,2,13.4,219.5,9.5,104.1,13.9
"Accomodation and food services",11.1,11.4,2,5.1,12.1,9.2,1,5.8,2.2,13,1.9,5.1,2.6,3,4.4,6.4,4.9,4.3,1.5,3.7,11,25.2,50.8,71.2,0,8.5,7.5,3.2,22.3,7.6,20.6,235.2,20.7,622.2,24.7
"Publishing, broadcasting",0.3,0.4,0.1,0,1.7,0.7,0.1,1.7,0.4,1.9,0.1,0.3,0.1,0.1,0.6,0.6,0.3,0.3,0.1,0.3,0.7,1.3,6.2,2.3,3.8,0,17.3,0.6,1.6,0.3,4.5,15.2,1.9,8.2,9.2
"Telecoms",4.3,2.7,0.9,0.8,3.1,4.1,0.2,1.6,1.6,3.7,0.6,1.6,0.5,0.9,3.1,2.4,1.8,1.4,0.3,1.1,3.1,5.5,16.5,13.4,11,8.1,0,2,12,1.3,4.3,79.8,3,50.4,5.6
"IT and information services",0.1,0.6,0,0,0.4,0.3,0,0.2,0.2,0.6,0.1,0.1,0.1,0.1,0.6,0.4,0.2,0.2,0,0.1,0.4,0.6,1.5,1.4,0.9,0.7,2.2,0,2,0.1,0.6,8.6,0.3,5.2,0.6
"Finance & insurance",30.5,36.2,3.7,2.4,14.6,13.3,1.1,6.7,8.7,18.6,2.3,6.4,7.3,3.2,8,9.4,5.7,6,1.3,4,11.2,27.7,41,34.7,27.6,4.2,11.6,1.3,0,34,8.3,117.4,5.1,93.4,8.4
"Realestate",0.1,0.3,0,0,0.2,0.3,0,0.1,0.1,0.2,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.5,2.2,0.7,2.7,0.2,0.5,0,0.4,0,0.2,3.1,0.3,4,0.4
"Other business services",3,11.9,0.6,1,6.6,2.4,0.3,2,1.8,6.6,0.8,2,0.7,1,5.4,4.3,2.1,2.6,0.4,1.5,3.3,11.4,13.5,8.8,12.1,2.3,5.7,0.8,6,1.3,0,32,1.8,34.5,3.3
"Public admin,  defence",15.8,23.6,3.2,2.4,8.3,12.9,0.9,5.9,10.1,16.5,2,5.1,0.6,2.8,6,7.2,4.3,4.5,0.9,3.3,18.2,25,30.1,42.2,20.3,7.5,17.3,1.3,12.3,9.7,11.2,0,15.1,152.1,13.4
"Education",0.5,3.1,0.1,0.1,0.6,0.6,0,0.4,0.5,1,0.1,0.3,0.1,0.2,0.8,0.6,0.3,0.4,0,0.2,0.6,0.7,2,2.2,0.5,0.6,1.3,0.3,2,0.1,1.1,30,0,18.9,1.3
"Healthcare, socialwork",177.9,35.5,2.3,0.2,236.9,14,9.2,60.9,39.8,308.6,22.8,46.6,8.5,27.9,59.6,91.2,46.3,53.6,3,53.6,108.8,157.7,409.1,557.7,250.9,73.2,177,26.9,373.1,22.5,125.7,57.9,0.7,0,326.4
