Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,0.2,0.1,415.4,0.6,48.4,0.9,0.1,1.6,0.9,0.3,2.3,0.1,0,0,0,0,0,53.9,2.6,0.9,10.7,0.2,27.2,0,0,0,0.2,1.6,0.2,1.2,0.7,1.8,0.8
"Energy extraction",0.1,0,0,0,0.2,0,0,0,25.5,0.3,0,0.1,0,0,0,0,0,0,0,0,1.4,0,0.1,0.1,0.2,0,0,0,0,0.1,0,0,0,0,0
"Mining (non-energy)",1.5,0,0,0,0.8,0,0,0.1,14.7,0.6,0,14.6,13.9,0.5,0,0.1,0,0,0,0.9,0.9,22.2,0.4,0.1,0.2,0,0,0,0,2,0.1,0,0,0,0
"Mining support",4.1,0.8,1,0,1,0,0,0.1,0.6,0.1,0.2,0.1,0,0,0,0,0,0,0,0.2,0.9,3.8,0,0.1,0,0,0,0,0,0,0.2,0.1,0.1,0,0
"Food, beverages, tobacco",235.1,0,0.1,0,0,1.4,1.3,2.8,3.8,10,1.9,0.7,0.5,0.2,0.4,0.5,0,0.1,0,4.5,1.8,5.5,18,1.3,337.7,0.3,0.5,0.1,0.8,2.7,4.1,5.3,7.2,9.4,4.6
"Textiles & apparel",2.3,0.1,0.1,0.1,4.3,0,0,1,0.6,0.9,1.3,0.4,0.1,0.1,0.2,0.2,0,0.1,0.1,9.7,1.1,4,9.3,1.8,8.5,0,0.5,0,1.6,0.9,1.4,2.7,1.4,5.8,3.8
"Wood",0.2,0,0,0,0.2,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,4,0,3.6,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0.1
"Paper & printing",5.5,0,0.1,0,75.3,3.2,0,0,1.9,7.5,4.1,5.5,0.4,0.7,0.5,1.3,0,0.2,0,15.1,2,7,30.9,6.8,26.2,5.6,4.3,1.4,15.3,8.4,38,6.8,16.3,4.8,10.2
"Coke & refined petroleum",48.8,0.3,1.9,0.2,17.8,4.3,0.4,5.5,0,43.9,16.4,7.6,2.5,1,0.4,1.5,0,0.2,0.1,10.8,10.6,23.5,14,43.3,8.5,0.3,0.8,0.2,2,7.9,8.3,3.3,3.6,3.6,5.1
"Chemicals & pharmaceutical",99.9,0.3,1.7,0.2,31.9,14.2,1.1,17.4,71.1,0,63.1,13.5,3.9,2.6,1.2,4.5,0.1,0.4,0.2,29.6,5.9,27.8,11.5,3,9.7,0.1,0.3,0,0.9,18.9,8,1.8,4.6,10,10.8
