Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,25.5,2.8,0.7,19386.1,178.5,1632.2,452.7,25.6,901.3,236.3,14.6,103,28.5,13.9,9.7,23.3,46.4,6.2,28.1,52.6,64.8,217.3,99.7,898,7.8,7.2,9.3,18,83.4,315,481.8,24.5,147.5,57.9
"Energy extraction",35.7,0,5,5.9,64.7,27.7,19.5,124.5,1121.4,377,30.8,156.2,3407,40.4,14.6,18.7,38.2,52.7,5.2,21.9,3647.3,23.5,96.2,53.4,20.1,8.7,16.4,6,24.7,95.2,64.8,43.6,16.1,68.2,30
"Mining (non-energy)",13.7,6.9,0,0.4,5.8,1.1,1.5,5.5,10.3,137.2,2.7,184.4,473.4,6.4,3.3,4.7,7.2,9.4,1.2,5.3,60.4,121,17.1,5.8,1.8,0.7,2,1.2,2.6,15.4,8.7,16.7,1,3.1,2.5
"Mining support",14.6,28.3,5.1,0,4.7,0,1,4.7,4.8,4,7.6,3.1,1.9,0.3,0,0,8.4,0.2,0,1.3,36.4,57.8,0.1,2.7,0,0,0,0,0.1,0,3.5,5.6,1.1,0.1,0.1
"Food, beverages, tobacco",5790.3,20.6,2.1,1,0,235.5,107.8,421.3,337.6,2822.4,242.9,131.3,159.2,170,134,143.2,285.5,307.5,54.7,234.6,520.4,451.6,3225.1,330.4,10723.4,99.7,156.8,52.1,175.4,429.8,1050.3,1690.3,485.2,2359.8,1541.8
"Textiles & apparel",40.8,9.2,0.9,0.3,87.2,0,12.4,45.3,20,206,214.3,18.8,24.7,82,57.8,56,102.2,360.5,41.3,538.8,42.7,162.8,168.5,42.3,46.4,17,16.6,10.4,17.7,34.7,96.8,67.9,7.5,136.9,46.5
"Wood",64.8,55.3,4.4,1,161.1,36.3,0,338.5,30.9,259.8,133.6,96.5,52.1,426.7,79.9,111.7,421.7,461,81,2388.4,202.4,3746.4,214.4,62.2,50.4,38,24.5,7,18.1,733.4,243,160.3,83.9,43.6,383.4
"Paper & printing",62.6,42.1,17.3,0.8,1588.3,342.2,138.3,0,191.8,1192.6,508.9,306.8,140.8,422,339.8,439.7,728.5,709.7,68.9,513.6,761.6,532.1,3777.7,859.2,284.1,6172.2,626.4,487.6,1883.4,707.8,3897.7,1390.7,745.8,807.6,1134.2
"Coke & refined petroleum",900.4,94.8,30.3,13.7,625.8,161.9,226.1,273.9,0,4388.5,879.3,434.2,1824.2,420,205.2,301,482.5,676.3,142.1,458.4,1757.5,1768.6,2293,7076,205.9,95.6,231.8,118.2,141.5,669.8,1113.3,941.7,473.9,512.6,363.2
"Chemicals & pharmaceutical",1011.1,160.4,24.2,5,1154.8,1027.6,478.5,1528.3,1399,0,7213.3,992.1,1735,1137.6,757.8,1400.4,1332.8,2486,233.9,871.9,843.4,1447.5,1711,627.2,298.1,190.9,164.1,102.5,221.7,614.2,1114.7,367.1,166.2,2727.3,977.5
