Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,2.1,0.2,2337.6,11.6,3163.5,1983.6,1,48.7,4.7,1.9,34.4,4.3,3.9,4.2,5,6.5,1,13.5,38.1,45.2,20.7,36.4,149.8,5.7,5.2,4.7,8.7,95.2,34.3,28.3,20.2,44.7,51.4
"Energy extraction",0.2,0,0.2,0.1,1.9,0,0.1,1.4,294.2,9.7,0,1.1,28.1,0,0,0,0.1,0.1,0.1,0.2,33.8,0.5,1,0.3,0.5,0.1,0.1,0,0,0.9,0.6,0.1,0,0.8,0.6
"Mining (non-energy)",6.7,0.3,0,0.6,7.9,0.4,3.7,32.4,6.3,103.5,1.8,200.8,1196.9,34.7,2.4,2.9,13,4.5,0.7,16.1,26.3,341.3,13.9,23.7,1.8,0.7,0.4,0.7,0.5,30.6,9,11.4,2.2,1.6,3.6
"Mining support",7.5,1.3,7.2,0,1.5,0,0.4,2.2,1.4,0.4,0.7,0.4,0.3,0,0,0,0.9,0,0,0.2,6.3,14,0,0.7,0,0,0,0,0,0,1.5,1.4,0.7,0,0
"Food, beverages, tobacco",251.1,0.2,1.9,0.1,0,2.5,11.7,43.6,7.7,108.6,7.3,5.1,6.7,7.2,11.1,4.9,9.5,13.1,1.9,8.4,16.5,21.1,139.1,72.9,1516.6,20.2,10.8,19,21.9,26.7,125.9,116.1,74.4,157.1,284
"Textiles & apparel",0.9,0,0.3,0,3.2,0,2.9,12.9,0.2,11.7,9.4,1.4,3.8,3.2,6.1,2.1,6.3,18,2.6,44.3,0.8,7.1,15.5,4.9,2.6,1.1,0.5,1.1,1,2,6.2,6.5,3.2,7.4,3.7
"Wood",46.7,1.2,22.4,0.4,24.5,2,0,873.2,2.6,28.9,19.1,30.4,18.8,74.1,11.1,38.2,65.3,20.7,10.4,438.3,455.6,2174.6,91.5,107.5,24.4,19.3,2.7,8.4,6.1,876.4,82.9,26.6,31.7,14,113.7
"Paper & printing",13,0.5,15.3,0.3,298.3,10.4,120.2,0,5.5,182.4,48.9,31.7,44.9,41.4,55.6,51.2,62.3,41.7,7.6,62,110.6,60,199.1,238.9,95.7,886.4,99.3,205.8,100.1,231.9,687.1,134.2,245.5,173,155.4
"Coke & refined petroleum",436.3,3.7,120.3,3.9,117.8,8,62.4,203.2,0,418.3,17.8,167.8,365.9,50.4,8.6,26.6,56,56.2,17.9,33.3,346.3,567.6,335.1,2443.8,72.3,18.2,37.1,20.9,28,194.5,152.4,137.7,37.5,56.2,67
"Chemicals & pharmaceutical",27.4,1.6,15.6,1.1,64.8,10.8,49.5,121.8,55,0,104.3,24.6,59.1,43.1,101.6,43,62.1,62.2,11.3,34.8,42.4,142.2,483.8,338.6,49.6,207.7,68.7,43.8,35.6,43.2,276.7,60.6,36.6,139.8,69.7
"Rubber & plastic",3.2,0.8,17,0.6,156.5,6.6,26.2,81,16.7,94.8,0,31.3,51.8,37.1,48.3,83.9,120.8,219.1,29.4,77.6,26.5,206.9,115,94.8,29.6,13.5,5.9,15.1,8.1,70.9,75.3,54.3,22.3,89.6,23
"Other mineral (non-metallic)",28.7,0.4,27.6,0.7,76.5,2.6,121.3,23,2.5,65.4,14.4,0,95.1,64.4,11.1,48.3,41.6,117.6,10.8,42.7,42.3,1290.3,39.3,118,28.8,6.9,3,5.9,5.7,430.2,37.3,19.4,19.6,37.5,22.2
"Metal (basic)",10.6,0.8,17.8,1.6,26.4,1.4,20.4,72.2,13,35.3,22.4,31,0,1018.6,183.6,366.2,748.8,591.5,81.1,199.8,139.6,684.6,77,89,10.4,14.7,17.7,29.3,19.6,71.2,109.1,58.5,19.1,29.8,21.6
"Metal (fabricated)",16.5,2.4,47.5,2.4,207.8,6.9,121.7,20.9,43.6,99.6,59.6,78.9,522.3,0,120.2,352.2,1266.1,700.5,97.8,407.9,90.6,1000.4,58.5,223.9,45.8,45,80.9,45.5,9.4,276.5,207.6,233.8,56.4,35,60.4
"Computer, electronics",6.3,0.9,8.8,0.5,30.3,1.8,16.5,39.6,17,49.2,14.1,10.5,24.2,40.2,0,99.8,124.4,108.8,16.9,59.6,56.6,142.2,259.9,256,29.9,116.3,123.3,209.9,47.9,26.7,438,114.3,58.3,64.8,61
"Electrical equip.",13.5,0.4,8.8,0.3,20.7,0.7,30.7,17.6,5,18.3,6.3,10.4,69.2,54.2,167.1,0,117.3,66,22.9,105.6,39.6,163,36,132.8,12.6,11.8,17.9,18.5,4,56.1,56.2,45.7,15.1,16.3,28
"Machinery & equip.",69.8,2.8,56.4,3.3,59.8,5.2,54.4,86.4,45.2,43.9,23.2,31,180.8,93.5,93,65.7,0,301.9,53.4,148.6,115.9,262.7,98.2,242.9,22.5,33.5,35.7,40.2,36.6,39.5,262.2,131.4,40.3,41.2,43.7
