Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0,0,17,51751.2,7196.3,2573.9,2070.1,74.7,2220.3,647.5,74.9,0,0,0,0,0,50.5,2.7,1287.5,205.1,3124.4,1226.6,105.1,8426.5,1.6,7.8,0,3,0,553.4,862,0,171,336.8
"Energy extraction",0,0,10.2,82.5,19.4,33.5,1.2,17.9,22755.5,136.4,3.2,252.4,3654.1,5,0,1.2,31.5,32.3,2.3,9.5,5732.8,0,27.9,24.8,77,0.3,8.5,0,0.6,0,9.6,0,0,20.3,35.2
"Mining (non-energy)",1,7.6,0,4.5,0,0,0,0,0,0,0,478.7,2826,40.7,0,0,0,2.3,0.1,22.7,6.1,869.4,4.5,0.1,2.2,0,0.1,0,0,0,2.2,0,0,0.1,3.1
"Mining support",538.1,3911.5,275.9,0,38.3,0,1.5,15.7,165.2,28.1,31.8,38.1,11.3,1,0,0.1,33,0.7,0.3,18.9,371.2,1569.4,0.1,29.4,0.2,0,0,0,0.2,0,2,66.6,11.6,0.6,0.6
"Food, beverages, tobacco",2754.6,109.8,30.3,7.7,0,683.6,11.2,85,612.4,2024.4,422,178.4,333.6,140.4,48.7,124.8,165.6,218,42.8,142.3,212.1,815.4,235.6,44.2,10289.2,10.2,26.6,8.9,18.2,16.4,137.4,520,14,269.6,408.9
"Textiles & apparel",532.6,200.6,53.5,24.9,99.9,0,26.3,165.7,736.2,2120.1,728.8,249.1,296.8,98.3,67.4,192.6,151.2,710.6,100.3,1188.9,167.8,1367.7,356,357.8,475.3,95.5,66,39.3,274.8,20.1,419.3,642.2,53.1,309.9,431.5
"Wood",35.5,35.1,9.7,1.7,22.6,70,0,72.7,17.5,37.7,18.7,55.1,18.8,28.2,15.8,23.2,34.9,74.8,11.1,736.6,7.6,2220.8,28.8,8.4,31.8,5.8,9.8,5.4,9.4,1.2,21.1,10.6,4.2,6.5,31.9
"Paper & printing",129.5,49.9,25.7,3.8,713.3,528.5,24,0,163.6,609.9,202.4,365.5,79,87.2,90,172.3,190.9,267,41.2,349,210.6,633.6,491.8,395.8,493.7,913,313.9,395.4,885.7,84.4,421.5,724.6,343.9,107.2,360
"Coke & refined petroleum",3898.2,1510.1,642.1,170.4,558.2,2683.7,60.4,372.4,0,8147.9,1357.5,1895,3581.9,369.2,178.1,495.3,514.9,674.3,253.3,663.5,4592.1,7953.6,1025.3,21691,790.1,89.8,372.8,296.4,691.1,256.9,1055,1665.3,266.4,261.4,609.2
"Chemicals & pharmaceutical",3361,518.5,140.9,36,419,5265.8,68.7,579.1,4308.5,0,3209,1092.9,1662.1,403.9,290.2,705.8,479.4,1006.2,186.4,884.7,174.9,3047.9,274,158.1,354.8,38.5,41,8.2,7.9,5.1,306.8,856.7,5.3,3094.9,526.8
