Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,3.7,0.1,396.6,7.9,96.2,4.3,0,4.6,3.9,1.4,2.4,3.4,0.6,1.9,1.1,2.2,0.3,9.7,1.8,13.5,54.5,6.7,51.8,0.7,0.7,0.5,0.7,0.6,7,4.1,10.3,6.1,5.9
"Energy extraction",0.1,0,0.1,0.4,0.5,0.3,0.2,4,0,6.7,0.3,4.2,7,2.3,0,0.5,0.3,0.1,0,0.1,30.8,1.4,3.7,0.5,0.6,0.1,0.1,0.1,0.3,0.2,1,0.1,0.9,0.6,1
"Mining (non-energy)",0.6,0,0,0.1,0.3,0.1,0.1,0.6,0,9.4,0.1,18,150.5,1.7,0.1,1.3,0.1,0.1,0.1,0.9,1.3,38.4,2.9,2,0.3,0.2,0.2,0.1,0.2,0.9,1.5,0.6,0.3,0.3,0.3
"Mining support",5.2,3.6,3.7,0,0.5,0,0.2,0.6,0,0.4,1.1,0.5,0.3,0.1,0,0,0.5,0,0,0.2,4.8,16.7,0,0.4,0,0,0,0,0,0,1.5,0.9,0.3,0,0
"Food, beverages, tobacco",112.8,0.1,0.3,0,0,9.1,1.9,4.9,0,31.6,3.5,2.3,2.6,4.1,1,2.9,2,2.3,0.4,2.2,4.6,12.9,57.8,7.6,231.1,2.3,1.7,1.6,2.4,1.1,15.3,23.5,12.5,26.7,38.4
"Textiles & apparel",2,0.1,0.5,0.1,3.3,0,2.1,2.6,0,9.4,30.4,1.2,1.4,2.5,0.7,1.6,1.7,18.1,0.8,16.3,2.2,6.9,15.4,4.6,3.3,1.1,0.8,0.6,1.2,0.7,6.5,3.8,2.9,9,4.7
"Wood",10.8,0.6,0.4,0.1,4,1.6,0,19.9,0,4.2,35.7,6.1,1.6,12.8,1.4,7.4,5.8,21.2,1.3,84,2.5,80.2,20.1,2.8,2.2,0.4,0.5,0.3,0.6,0.8,6.1,1.5,2.2,2.1,1.7
"Paper & printing",3.9,0.1,1.3,0.1,18.7,4.7,7.7,0,0.1,22.7,7.2,10.3,2.7,9.2,3.9,8.4,4.5,9.3,0.4,8.9,12.8,13.8,104,18.9,8.5,100.4,12.7,8.1,28.9,3.1,94.2,29.9,33.3,8.5,28.3
"Coke & refined petroleum",0.1,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0.3,0.2,0.8,0,0,0,0,0,0,0.1,0,0,0,0
"Chemicals & pharmaceutical",27.1,0.6,2.5,0.2,19.1,14.2,11.4,25,0,0,109.9,17.3,23.2,28.7,6.6,24.1,10.7,22.2,1.8,12.1,9.9,49.1,36.4,7.9,12.2,2.8,1.9,1.9,1.6,2.8,16.8,6.1,4.5,31.9,8.8
"Rubber & plastic",3.1,0.1,0.8,0.2,16.1,4.6,22.8,11.8,0.3,19.6,0,8.4,8,18.8,10.6,53.8,35.7,200.5,2.5,20.9,7.1,81.2,52.5,15.2,4.2,1,3.5,0.9,1.3,2.5,15.1,3,2.9,8.9,3.6
"Other mineral (non-metallic)",3.6,0.4,2.1,0.2,6.8,1.2,4.4,1.6,0,13.3,14.6,0,11.9,17.2,5.8,9.3,18.5,19.3,0.9,4.7,14.6,473.9,23.3,4,2.9,0.3,0.5,0.2,0.4,5.5,6.2,1.7,1.2,2.9,1
"Metal (basic)",0.7,0.2,0.4,0.2,1.7,0.5,1.1,1.6,0,1.8,3.4,2.3,0,116.8,3.8,43.4,36.6,27.5,2.9,11.8,3.4,61.5,6,2.1,0.8,0.2,0.4,0.3,0.4,0.5,2.3,1.3,0.5,0.6,0.7
"Metal (fabricated)",4.1,2,1.1,0.7,17.6,4.2,21.2,8.1,0.4,15.8,48.2,12.2,64.9,0,16.1,161.6,218.3,106.3,9,53,26.6,350.1,61.7,15.2,4.4,1.5,3.2,1.3,1.4,5.6,26.2,5,2.9,4.8,5.5
"Computer, electronics",1.5,0.1,0.2,0,3,1.2,0.6,1,0,2.4,1.8,0.9,1.6,3.2,0,14.5,5,4.7,0.3,3.3,3.9,20,12.9,3.1,1.7,1.1,5.7,4.5,2.3,0.5,7.6,4.6,1.4,2,1.8
"Electrical equip.",1.3,0.7,0.2,0,4.7,1,3.2,5.5,0,7,9.5,7.5,15,32.2,34.7,0,69.1,75.8,5.9,20.3,62.5,374.2,40.7,12.5,3.1,3.5,12.9,3.8,1.6,3.3,28.8,2.6,1.8,4.1,6.7
"Machinery & equip.",1.1,0.1,0.2,0,2.9,0.8,1.2,1,0,2.4,4.3,1.2,3,17.5,1.5,7.6,0,7.7,0.4,2.4,2.3,17.2,14.1,2.4,1.1,0.8,1.1,0.8,0.5,0.5,4.4,1.5,0.6,0.9,1.4
