Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,260.7,50,9.7,42669.2,231.3,1728.7,473.3,138.9,705.4,288.5,32.2,97.5,26.9,8.1,8.7,13.3,13.9,13.4,128.9,345.3,444.1,3527.2,253.9,1861.9,16.9,9.6,12.1,23.8,103.8,847.6,933.9,174.7,306.6,196.8
"Energy extraction",344.7,0,135.4,154.4,223.6,13.6,27.1,80.1,35385.4,960.4,92.8,385.3,1943.4,67.5,22.5,21.6,42.5,59.3,46.4,49.8,9823.4,525.1,826,2288.3,60.3,13.1,39.9,22,62,207.2,259.5,334.6,65.2,130.7,88.6
"Mining (non-energy)",123.1,229.3,0,39.4,58.6,5.1,11.4,49.7,772.8,691.5,39.8,2255.7,7528.6,250.5,21.1,51.4,60.1,40.1,40.1,90.8,360.4,2369.7,223.5,216,7.6,3.4,8,4.5,9.8,138.2,79.9,141,11.7,33.5,16.8
"Mining support",482.3,7857.2,474.4,0,47.6,0.5,5.4,16.6,107.9,17.2,26.6,28.3,20.9,3.9,3.1,1.6,11.7,2.6,2.3,7.2,476,510.2,25.3,39.8,1.5,0.7,2.8,1.9,3.2,15.8,34.1,86.2,11.8,4,2.3
"Food, beverages, tobacco",10128.9,112,21.4,8.2,0,98.2,45.1,137.5,398.3,744.5,79,85.2,135,63.9,36.9,25,35,38.5,45.8,58.9,349.9,334.5,3822.5,375.9,4736.3,27.3,26.8,23.9,48.2,116.8,436.4,1762.8,350.8,1150.6,374.2
"Textiles & apparel",109.9,134.7,25.2,11.1,65.3,0,26.3,58.6,51.4,94.6,126,47.6,26.6,34.4,17.6,14.3,20.2,119.7,70.6,213.5,103.5,186.2,853.6,234.9,62.8,24.4,13.7,9.6,61.5,22.3,198,455,43.9,333.3,115.3
"Wood",140.9,194.3,44.8,6.5,57.7,5.9,0,152.1,34.6,56.6,42.3,109.4,24.2,75,14.8,16.7,26.3,69.7,66.4,755,250.4,2470.5,378.2,144.8,20.9,11.8,8,9,9.7,441.8,158.2,66.9,25.4,17.7,52.4
"Paper & printing",158.7,107.3,51.7,5.1,904.5,34.3,140.5,0,123.6,288,171.9,256.4,79.6,94.2,61.5,51.7,60.5,83,40.6,144,317.1,220.2,2396.3,522.8,124.2,742.9,146.7,151.9,452.3,181.1,1280.1,960.8,350.7,280.2,250
"Coke & refined petroleum",2560.2,3031.3,930.3,209.5,699.2,68.4,151,229.1,0,2658.9,411.8,1059.9,2208.6,284.2,91.1,102.6,137.2,169.2,222.7,256.6,6974.3,2539.7,4679.8,20111.5,193.9,58.4,175.1,124.4,360,575.1,1350.2,2018.4,266.5,539.5,288
"Chemicals & pharmaceutical",1525.7,738.8,194.4,32.1,381.7,164.3,178,448,1720.6,0,2045.7,546.5,966.1,299.7,142.2,151.4,109.1,213.5,185.8,231.2,566.4,750.3,737.7,333.7,44.5,41.3,15.4,14.1,37,214.9,763.1,291.6,88.2,981.1,151.3
"Rubber & plastic",218.4,584.9,141.5,32.5,1045.1,59.7,90.6,216.9,189.9,422.3,0,295.6,312,294.1,266.9,272.8,303.6,915.3,369.8,384.1,271.8,2244.6,2023.7,1480.5,87,23.1,92.7,28.9,54.6,166.8,424.9,263.8,48.2,187.2,90.8
