Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.2,0.2,0.2,1234.1,4.3,424.9,207.4,9.2,148,128.2,8.2,13.4,22.9,12.5,5.5,6.7,15.4,0.7,11.9,69.1,46.7,259.8,45.5,73.6,1.6,1.2,2,1.3,5.5,135.4,12.2,12.9,16.7,15.3
"Energy extraction",0.4,0,0,0.1,0.3,0,0.2,0.3,41.2,1.7,0.1,0.8,17.8,0.4,0.1,0.1,0.4,0.4,0,0.2,45.2,1.3,0.9,1.8,0.2,0,0.1,0,0,0.4,0.8,0.3,0.2,0.2,0.3
"Mining (non-energy)",1.5,0,0,0.1,0.6,0,0.3,1.1,0.2,9.4,0.5,29.2,55.2,1.9,0.1,0.4,0.5,0.6,0,0.2,1.2,51.2,1.9,2.8,0.1,0.1,0.1,0.1,0,1.7,1.8,0.1,0.4,0.1,0.2
"Mining support",27.5,8.6,8,0,1.6,0,0.6,1.4,2.4,0.6,4.4,0.9,0.4,0.1,0,0,1.9,0.1,0,0.4,23.4,34.6,0,1.1,0,0,0,0,0,0,1.6,1.8,0.5,0,0
"Food, beverages, tobacco",214.9,0.1,0.3,0.1,0,9,5,7,7.4,17.8,13.1,3.9,8.1,13,19.8,8.2,9.6,22.7,1.1,7.3,16.6,16.9,99.1,14.5,210.3,2.1,1.3,2.2,3.4,5.2,35.5,27.7,10.1,21.9,51.3
"Textiles & apparel",2.3,0,0.1,0.1,3.3,0,0.6,2.7,0.9,2.8,9.9,2,3.4,5.5,6.4,2.5,4.1,10.7,0.9,22.3,5.3,10.3,26.8,5.3,2.1,0.8,0.4,0.4,0.2,1.7,9.8,6.7,1.4,6.3,3.1
"Wood",34.6,0,0.1,0.2,8.7,2.3,0,31.8,1.6,12.7,8.6,38.5,4.8,28.9,6.6,14.4,19.6,10.3,0.9,293.7,35.3,236.9,148.2,32.9,3.9,0.7,0.5,0.9,0.5,35.5,139.8,2.5,2.9,6.7,13
"Paper & printing",3.2,0.2,0.9,0.1,32.3,3.2,2.9,0,1.7,10.4,9.4,9.3,5.6,9.6,11,6.9,9,11.2,0.8,6.7,14.5,6.5,70.7,11.8,7.7,61.9,7.2,23.1,11.3,5.2,64.5,19.2,19.9,6.4,11.8
"Coke & refined petroleum",108.1,2.7,10.1,1.8,15.9,4.3,5,7.3,0,43.3,51.7,35.7,102.2,26.8,2.7,8.4,18.2,18.9,2.1,8.7,68.1,100.9,139.1,723.1,6.4,3.9,4.4,6.7,6.1,14.7,81.7,14.1,9.8,15.3,12.1
"Chemicals & pharmaceutical",38.2,0.5,1.3,0.2,9.7,6.2,2.2,16.8,28.5,0,112.4,7,23.6,10.4,7.1,21.6,22,47.9,0.8,4.5,15.1,10.3,18.2,19.2,3.9,1.6,1.1,0.9,0.6,3.5,13,2.6,2.1,5,2
"Rubber & plastic",7.4,0.5,1.2,0.3,28.2,5.1,4.8,30.6,1.2,19.2,0,8.5,16.8,44.7,214.1,111.4,30.8,490.6,4,28.5,11.8,44.4,45.4,21.2,3.7,2.3,0.8,2.7,1.5,12.2,65.6,2.3,2,3.6,1.1
"Other mineral (non-metallic)",5.9,0.1,3,0.3,12.8,1.5,5.1,1.2,2,10.8,21.6,0,26.9,19,4.1,20.5,19.1,11.6,1.1,5.4,8.2,397,43.8,23.9,2.9,0.4,1,0.7,0.5,11.8,50.1,1.2,22.1,4.2,0.8
"Metal (basic)",1.5,0.2,0.2,0.2,1.5,0.3,0.8,1.3,1.1,1.9,6.1,2.4,0,131.5,9.2,30.2,55.5,121,2.7,13,7.3,48.5,10,4.6,0.3,0.4,0.8,5,1.7,1.3,6.1,1.6,0.7,0.4,0.4
"Metal (fabricated)",13.6,2.4,2.5,1,32,4.8,11.9,12.6,3.4,9.6,78.2,18.8,122.5,0,21.7,84.7,560,1359.9,9.1,154.1,22.6,196.9,164.4,23.8,5.3,1.3,1.3,3.1,0.8,23.5,130.3,4.8,15.1,4.1,3.4
"Computer, electronics",0.9,0.1,0.1,0,1.1,0.3,0.3,0.6,1,2.1,6.9,0.7,4.2,13.2,0,22,13.3,25.5,0.4,10,3.8,13.9,24.1,1.8,0.3,0.1,1.3,8,0.2,3,9.9,3.5,2.4,1.7,1
"Electrical equip.",3.4,0.2,0.4,0.1,5.3,1.7,1.5,1.8,2.9,4.1,6.5,1.9,10.7,16.9,62.1,0,23.8,141.9,1.6,25,62.4,49.6,49.7,6.9,1.5,0.8,6.1,6.4,1.9,5.8,31.1,3.5,1.4,2.2,1.8
"Machinery & equip.",5.9,0.4,3.8,0.2,5.9,0.9,1.5,3.3,3.9,2.4,8.4,3.7,24.2,78.9,6.4,19.8,0,94.2,4.3,32.1,11.7,25.2,30.5,9.6,1.3,0.6,1.5,2.6,0.5,4.4,27.1,5.7,1.6,2.8,0.9
"Motor vehicles",10.1,0.2,0.3,0.1,3,0.6,1.9,1.2,0.9,139.9,77.9,4.8,7.1,21.2,56.2,115.8,73,0,4.2,9.8,11.1,13.1,223.9,93,1.2,0.6,1.8,2.7,1.2,11.3,46.3,3.3,2.1,2.1,2
"Other transport equip",0.9,0.1,0.1,0,0.6,0.1,0.1,0.4,0.9,0.4,0.9,0.5,3.3,2.3,1.4,0.6,5.2,5.2,0,6.7,1.9,2.4,5.8,9.5,0.2,0.1,0.3,0.2,0.1,1,4.1,14,0.2,0.8,0.4
