Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,10.4,22.6,8.5,29094,449.9,545.6,354.8,47.3,501,151.6,8.3,21.9,9.9,7,7.3,6.8,23.2,0.6,134.7,41.1,194.6,716.2,36.9,998,11,1.1,0.9,12.9,39.1,145.4,276,78,101,56.7
"Energy extraction",57.6,0,20,420.3,175.3,11.8,3.4,59.4,33746.9,918.4,50.4,138.6,399.8,18.7,10.9,14.4,15.9,193.7,6.3,18.1,3131,47.5,126,279.9,103.5,6.4,11.2,0.3,19.4,63.8,44.5,53.9,34.9,82.3,69.1
"Mining (non-energy)",50.2,28.3,0,62.2,38.7,6.9,2.6,46.7,1294.4,758,10.4,1606.8,8031.4,248.9,29.8,54.2,40.6,30.5,1.4,140.5,126.4,1935.1,54.8,53.8,4.6,0.5,0.4,0.1,3.1,78.7,14.2,65.4,2.8,1.4,7.2
"Mining support",580.9,4609.6,933.4,0,177.6,0.3,7.6,59.2,205.6,54,77.6,52.4,30,3.1,0.6,0.3,40.1,5.3,0.8,34.8,452.4,1414.7,12.4,47.3,2.3,0.5,1.1,0.2,6.3,5.5,38.8,156.2,32.5,3.6,1.7
"Food, beverages, tobacco",3128.2,5.9,7.6,5.6,0,388.9,9.8,80.9,93.2,836.6,31.6,33.9,35.5,21.6,39.5,19.8,17.1,92.1,9,40.7,35,160.4,927.5,90.2,3402.2,25.3,9.7,2.8,42.9,45.6,143.8,625.5,188,550.5,187.1
"Textiles & apparel",50.7,18.3,19.3,16.5,75,0,12.8,79.4,24.7,254,137.7,38.4,13.5,32,71.9,33.6,27.2,771.8,28.4,470.9,31.7,181.4,365,108.8,127.7,50,10.1,2.2,84.7,17.1,153.5,263.2,41.3,264.4,91.3
"Wood",29.1,12.8,24.2,7,49.3,17.2,0,103.5,14,46.6,23.7,49.9,6.5,44.5,37.1,23.7,22.2,241.2,11.5,991.2,36.9,1485,97.7,33.6,19.2,14.6,3.2,1.1,8,267.6,42.1,25.3,14.6,5.9,28.1
"Paper & printing",61.7,12.6,29.8,7.9,1187.9,217.8,43.2,0,76,510.2,152.8,176.8,33.3,78.9,260.3,112.5,75.8,453.6,25.7,232.5,62.6,174.3,1005.7,216.3,202.2,517,112,33.5,708.7,130.8,530.7,589.9,324.4,240.1,176
"Coke & refined petroleum",1769.1,640.5,959.2,509.5,1101.6,226.8,90.6,274.5,0,3707.7,224.6,1044.6,1553.1,306.2,360.3,254.8,219.6,1012.4,196.8,374.2,2177.6,3226.1,2654.1,17637.2,375.2,127.3,186,37.2,845.3,603.2,989.6,1844.3,347.7,536.8,327.9
"Chemicals & pharmaceutical",1726.7,218.9,291.7,113.6,984,1069.3,174.7,910,2798.8,0,3819,759,993.1,515.7,1200.4,660.9,263.4,2190.7,173.8,770.4,354,1260,559.4,430.3,151.7,111.4,19.5,5.7,102.6,370.2,390.3,351.6,162.5,1807.8,290.8
