Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.1,0,0.1,366,1.4,491.3,0.2,0,43.3,0.1,0.7,1.3,0.4,0.1,0,1,0,0.3,5.6,5.5,4.3,5.6,4.3,11.2,0.1,0.2,0.1,0.3,1.9,5.4,11.2,10.2,2.5,3
"Energy extraction",0.1,0,0,0.7,1.4,0,0,0,0,3.3,0,0,4.6,0,0,0,0,0,0.1,0.1,93,0,0,0.2,0.6,0,0.1,0,0,0.7,0.6,0.1,0.1,0.5,0.7
"Mining (non-energy)",0.4,0,0,0.1,0.2,0,0,0,0,1.4,0,9.5,7.1,0,0,0,0,0,0,0,0.3,14,0,0.3,0,0,0,0,0,0.4,0.1,0,0,0,0
"Mining support",11.8,4.3,4.2,0,0.8,0,0.4,0.1,0,0.1,0.2,0.3,0.1,0,0,0,0.1,0,0,0.1,4.9,8.7,0,0.3,0,0,0,0,0,0,0.2,0.5,0.2,0,0
"Food, beverages, tobacco",78.1,0.1,0.1,0,0,0.4,3.6,0.8,0,4,0.3,0.9,0.8,0.6,0.2,0.2,0.4,0.3,0.4,0.7,4.6,7.6,14.4,4.5,52.2,0.3,0.5,0.4,0.7,1.4,5.5,8.9,3.8,6.6,6.2
"Textiles & apparel",0.2,0,0,0,0.8,0,1.1,0,0,0.7,0.6,0,0.2,0,0.1,0,0,0,0.8,1.6,0.2,1.4,1.9,2,0.3,0.1,0,0.1,0.1,0.1,0.8,0.7,0.2,1.1,0.8
"Wood",124.2,0.2,0.1,0.1,3.6,0.1,0,3.2,0,0.3,0.3,10.9,2.3,4.3,0.1,0.6,0.7,0.6,3,59.9,37.6,149,17.6,8.1,1.3,0.2,0.3,0.2,0.3,27.2,3.5,4.7,2.9,1.1,1.8
"Paper & printing",2.8,0.1,0,0,20.1,0.6,10.7,0,0,2.1,1.2,3.4,0.7,0.6,0,0.2,0.3,0.2,0.5,2.5,2,3.4,22.1,18.7,2.7,47.5,1.9,0.4,2.4,2.3,37.4,12.7,7.9,1.6,7.5
"Coke & refined petroleum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
"Chemicals & pharmaceutical",23.2,0.4,0.8,0.1,6.4,1.9,13.1,4.6,0,0,9.3,8.7,4.7,2.5,0.1,0.2,0.9,0.1,1.2,2.6,3.2,9.9,4.4,5.9,0.8,0.2,0.3,0.2,0.3,3.1,5.4,1.6,2.8,21,2.7
