Row,"Agriculture, forestry, fishing",Energy extraction,Mining (non-energy),Mining support,"Food, beverages, tobacco",Textiles & apparel,Wood,Paper & printing,Coke & refined petroleum,Chemicals & pharmaceutical,Rubber & plastic,Other mineral (non-metallic),Metal (basic),Metal (fabricated),"Computer, electronics",Electrical equip.,Machinery & equip.,Motor vehicles,Other transport equip,Other manufacturing,Utilities,Construction,Wholesale & retail,"Transportation, storage",Accomodation and food services,"Publishing, broadcasting",Telecoms,IT and information services,Finance & insurance,Realestate,Other business services,"Public admin,  defence",Education,"Healthcare, socialwork","Arts, entertainment"
"Agriculture, forestry, fishing",0,0.2,0.2,0.1,3985.9,83.5,14.2,0.6,0,13.9,13.5,0.2,3.6,0,0.9,0,1.7,0,0.3,4.1,0.1,10.4,79.1,0,184.3,0.6,0,0,0,0.8,11.4,20.3,3.6,0,12.7
"Energy extraction",7.4,0,0.3,4.3,15.2,3,0.2,6,969.2,270.7,7.6,12.4,97.1,3.1,4.7,1.7,3.6,4.2,2.6,2,169.1,2.9,12.7,6.4,12.6,0.4,0.9,0.1,1.4,3.9,3.1,5.2,4.8,5.7,12.3
"Mining (non-energy)",8,0.5,0,0.8,3.9,1.3,0.1,4.9,2.5,219.1,1.2,166.5,304.3,5.7,5.7,1.7,5,0.4,2,11.5,4,139.9,4.9,1.7,0.1,0,0,0,0.1,9.5,1.2,7.8,0.4,0.1,2.2
"Mining support",149.3,83.4,36.7,0,17.6,0,0.5,6,5.5,13.6,11,5.1,5.9,0.4,0,0,9.8,0.1,0.1,3.6,27.3,95.2,0.1,3.3,0,0,0,0,0.1,0,2.9,16.7,4.9,0.1,0.2
"Food, beverages, tobacco",886.7,0.1,0.2,0.1,0,59.8,0.4,0,0,22.9,0.6,0.8,2.4,0,0.2,0,0.1,0,6.8,0.6,0,0,242.8,0,876.6,5.8,0,0,0,3.6,29.4,110.3,16.9,0,371.6
"Textiles & apparel",33.4,0.6,0.9,0.2,19.3,0,2.3,32.8,0.5,103.9,134.3,14.9,6.3,16.2,200.3,12.9,13.7,59.4,26.2,230.9,0.1,7.9,112.8,5.1,52.9,2.7,0,0.1,0,0.9,11.6,18,5.6,5.7,61.7
"Wood",9.9,0.7,1,0.2,6.7,1.2,0,26.7,0,1.3,1.6,4.4,4.4,8.6,5,2.7,15.1,3.7,19.7,278.9,0.5,215.2,25.5,1.2,1.6,2.2,0,0.1,0,0,7.6,2.4,6.2,0,18.6
"Paper & printing",28.9,1.1,5.4,0.3,457.6,81.4,9.2,0,1.3,202.3,61.9,62.9,40.2,67.3,408.2,48.6,44.7,25,16.6,103.3,4.6,43.3,561.9,47.2,213.8,821.2,40.8,48.2,516.2,23.8,215.1,493,277.3,106.7,302.6
"Coke & refined petroleum",875.5,41,88.5,19.5,498.5,397.3,40,266.4,0,8484.2,162.9,681.6,1708.3,300.4,578.5,153.3,235.6,98.1,92.2,143.8,1523,527,1000,5241.5,170.2,30.7,16.2,13.1,60.7,102,281.4,495.9,114.6,162.9,289.2
"Chemicals & pharmaceutical",945.2,18.2,30.2,5.5,352.5,2371.8,51.7,575.9,59.5,0,4094.3,373.6,1314.3,665.3,8662.7,342.8,166.4,220.4,213.7,375.9,164.3,650.7,262.5,18.2,162.1,49.6,0.3,2.5,13.9,6.4,145.8,333.1,185.7,772.7,322.2
