node	traffic
16429	0.0018862791
16432	0.2190058333
16433	0.0522722642
16434	0.0634265116
16435	0.0013888525
16436	0.176097907
16437	0.0020033721
16438	0.1132455814
16439	0.0024165854
16440	0.0022813953
16441	0.0045876744
16442	0.0005427778
16443	0.3844019767
16446	0.0023344444
16447	0.0611501163
16450	0.4195606977
16452	0.0009740385
16453	0.0017655814
16454	0.000998
16455	0.0003857407
16456	0.000739186
16459	0.0010043056
16460	0.0235974419
16461	0.0006055172
16462	0.0088226744
16463	0.0001966667
16464	0.0017404348
16465	0.000282
16466	0.0013637879
16468	0.0009531944
16469	0.0005785366
16470	0.0002366667
16471	0.0029189535
16472	0.0307340698
16475	0.4025343023
16476	0.3126394186
16477	0.0032347674
16478	0.0002685714
16479	0.0331406977
16480	0.0007928571
16481	0.0045769333
16482	0.0001885294
16483	0.0009931034
16484	0.0020063291
16485	0.0008197015
16486	0.0018098837
16487	0.0013346667
16488	0.0003381818
16490	0.0004064407
16491	0.000322069
16492	0.0007966667
16493	7.1144837209
16495	0.0032758974
16496	0.00063
16497	0.0048522093
16498	0.0002616667
16499	0.0020165854
16500	0.000148
16501	0.0007580822
16502	0.0043132558
16503	0.9625869767
16505	0.0479537209
16506	0.0080876744
16507	0.014412907
16508	0.0010579688
16509	0.003673125
16511	0.0491259302
16512	0.0478384884
16513	0.0002446429
16514	0.0225197647
16515	0.6847581395
16516	5.644042907
16517	0.00024
16518	0.0218409302
16523	0.0063337209
16525	0.0037336047
16526	0.0016233721
16529	0.0003591667
16531	0.055427093
16532	0.00024875
16533	0.0004713953
16534	0.0008739535
16535	0.0449709302
16536	0.0788180233
16537	0.0053702597
16539	0.0004944872
16540	0.0032052326
16541	0.0017015152
16542	0.0136923256
16543	0.0023702326
16544	0.0077393902
16545	0.0222293023
16549	0.0150972093
16550	0.7724711628
16552	0.0426272093
16553	0.1502012791
16554	0.0003567442
16555	0.0054578571
16559	0.0458317442
16560	0.00056425
16562	0.0048522093
16563	0.0029087952
16564	0.0182445714
16565	0.0071909412
16566	0.0002781818
16567	0.0002214286
16569	0.032125814
16570	0.00051
16571	0.0007136047
16572	0.0002996
16573	6.3229041861
16577	0.0007609722
16579	0.0069916279
16581	0.0038747674
16582	0.0007802564
16583	0.0001814286
16585	0.00018
16586	0.00047
16587	0.0001935714
16588	0.0002927907
16592	0.00031
16593	0.00012
16595	0.0876874419
16597	0.0111277381
16599	0.0004890625
16600	0.0053917442
16601	0.0032866667
16602	0.0076465116
16603	0.0820033721
16604	0.0009308333
16605	0.0010574419
16606	0.0002228947
16608	0.1555839535
16609	0.0809966279
16610	0.0037336047
16612	0.006702907
16613	0.0053917442
16614	0.0751726744
16615	0.0147639535
16616	0.0096181818
16617	0.0001344444
16618	0.0022162319
16621	0.0043695349
16623	0.0090623256
16624	0.0002423256
16625	0.0001656977
16626	0.0001061111
16627	0.0008058025
16628	0.0199322093
16629	0.0925192308
16631	0.0067418605
16633	0.000152
16634	0.0004077907
16635	0.0004862069
16637	0.0511737209
16638	0.0001633333
16639	0.005119186
16640	0.0005113333
16641	0.0037744186
16642	0.0072826829
16644	0.000342
16645	0.0067162791
16647	0.0007546667
16648	0.0170449412
16649	0.0009031034
16650	0.0093409302
16651	0.0829672
16652	0.0005666667
16653	0.0077473256
16654	0.0028224675
16655	0.0043325581
16656	0.0026394186
16658	0.081634186
16659	0.0377067442
16660	0.046012907
16661	0.0006337037
16662	0.0014780233
16665	0.002695814
16667	0.0065296512
16668	0.0016311628
16673	0.0009844444
16674	0.0386909524
16679	0.002727093
16680	0.0435309302
16681	0.0007436923
16683	0.000225
16684	0.0042853488
16685	0.0006928571
16686	0.0064704651
16687	0.000362
16688	0.0095082558
16689	0.0003747368
16690	0.0004314286
16691	0.0966062791
16692	0.0483033721
16694	0.001023038
16695	0.0006498837
16696	0.0007477778
16697	0.0620537209
16699	0.0002388889
16702	0.0086276744
16705	0.0004677778
16707	0.0021544872
16708	0.0062915116
16709	2.52325581395E-05
16712	0.009705814
16714	0.0024585542
16715	0.0021758025
16716	0.0024582456
16717	0.0004065385
16718	0.005432093
16720	0.0032347674
16721	0.0021268605
16722	0.0333841558
16723	0.0692475581
16724	0.0010764
16725	0.0005606977
16727	0.0809710465
16729	0.00066
16731	0.0006339286
16733	0.0021517722
16734	0.00043875
16736	0.0008751316
16738	0.000222
16740	0.0049485526
16741	0.0003766667
16742	0.0177294186
16743	0.0551498837
16744	0.0013390698
16745	0.0013575
16746	0.0145580233
16747	0.000356
16748	0.0006015789
16750	0.0017594737
16751	0.1654473256
16752	0.0006246512
16755	0.0101131395
16757	0.0059315116
16762	0.0031466667
16763	0.0279672093
16764	0.009362907
16765	0.0100001163
16767	0.0011004054
16769	0.0002330556
16770	0.0161060465
16771	0.000235
16773	0.001677381
16774	0.080639186
16775	0.0003752381
16776	0.0594311628
16777	0.0005214706
16778	0.0007295349
16780	0.0006753488
16783	0.0261427907
16784	0.0016823256
16785	0.0075488372
16786	0.0044026667
16787	0.00036
16788	0.6794727907
16789	0.0048522093
16791	0.0027780233
16792	0.0230398837
16793	0.00023
16796	0.0009116667
16797	0.7360960465
16798	0.651142093
16799	0.0005480233
16800	0.0004763415
16801	0.0003925
16802	0.0031865882
16803	0.0001075
16804	0.0167146512
16805	0.0119964912
16809	0.0003228571
16810	0.00045
16811	0.0003468421
16813	0.0237243023
16814	0.0001871739
16815	0.0140689535
16816	0.0277065116
16817	0.0103623256
16818	0.0007244444
16819	0.000301
16820	0.0116331395
16821	0.0004246429
16823	0.0823224419
16824	0.0846517442
16826	0.0403284884
16827	0.0003144444
16828	0.0005892727
16829	0.0038636667
16831	0.0002751515
16832	0.0054288889
16833	0.0419636047
16835	0.0004484615
16836	0.0070095349
16837	0.0811117442
16838	0.0088254054
16839	0.0839667442
16841	0.0336022222
16843	0.0150055294
16844	0.20648
16845	0.2444755814
16846	0.0014393548
16847	0.0187580952
16848	0.00027
16849	0.0032075472
16850	0.0059315116
16851	0.000894359
16852	0.1273590698
16853	0.0048522093
16854	0.001312907
16858	0.0006302857
16859	0.00187
16860	0.0013074074
16862	0.0081548052
16863	0.0140193023
16864	0.0003464
16866	0.0799925581
16867	0.066597907
16868	0.0804875581
16869	0.02642
16871	0.0032394872
16873	0.0099966279
16874	0.00015
16875	0.0532847674
16876	0.000767541
16877	0.0003825581
16878	0.0048522093
16880	0.0193096471
16881	0.0256269767
16882	0.002917439
16884	0.0335861628
16886	0.2264963953
16889	0.0003815385
16890	0.0087418824
16891	1.1324554651
16893	0.0006104762
16894	0.0320501163
16895	0.0003167857
16899	0.0005033962
16901	0.000102093
16902	0.0204890698
16904	0.0206444186
16905	0.0005544828
16907	7.55555555556E-05
16908	0.000609661
16911	0.0015963636
16913	0.229859186
16914	0.00021875
16915	0.00035
16916	0.0038353488
16917	0.0179790698
16920	0.0859854651
16922	0.0020448837
16924	0.0141522093
16925	0.0013089535
16926	0.0018817442
16930	0.0008177907
16931	0.0208926667
16933	0.0035175581
16934	0.000235
16935	0.004580814
16936	0.0043605814
16938	0.0035175581
16942	0.0010823529
16943	0.0031905814
16944	0.001354375
16945	0.0399209302
16946	0.003435814
16947	2.2442323256
16948	0.0035175581
16949	0.0098705814
16951	0.0003
16952	0.0041725581
16953	0.6138002326
16954	0.0566098837
16955	0.0184272222
16956	0.002290814
16957	0.0035175581
16959	0.000306
16960	0.0398677907
16962	0.0006728
16963	0.0539096512
16964	0.0845340698
16965	0.0016359302
16966	0.0014725581
16968	0.0002454651
16969	0.0015730303
16970	0.0001640698
16971	0.000802973
16972	0.0001640698
16974	0.0007235714
16975	0.00025
16976	0.0364688372
16977	0.0393490698
16978	8.1976744186E-05
16980	0.0004909302
16981	0.000305
16987	0.0003265116
16988	0.0023722093
16992	0.0009816279
16993	0.00197
16994	0.00057
16998	0.105275
16999	0.0006540698
17001	0.001962907
17002	0.00018
17003	1.0105590698
17004	0.0019207692
17006	0.0048260465
17007	0.00119
17008	8.1976744186E-05
17010	0.0004926316
17011	8.1976744186E-05
17015	0.0008996512
17016	0.0040018605
17018	0.0003854545
17019	0.0007717073
17020	0.0001640698
17021	0.00058
17022	0.0029756977
17023	0.000142
17024	0.000800625
17025	0.1382294186
17026	0.001962907
17027	0.0002454651
17029	0.001962907
17030	0.0219751163
17031	0.0101443023
17033	0.0006938889
17034	0.0265793023
17035	0.3454269767
17038	0.0015392
17039	0.0004083721
17040	0.0002454651
17041	0.0009816279
17043	8.1976744186E-05
17044	0.0011816667
17045	0.0004385714
17047	0.0060434884
17050	0.0001640698
17052	0.0007925
17055	0.0152934884
17057	0.0007365116
17059	0.3380367442
17060	0.0002454651
17062	0.0044177907
17064	0.000175
17065	0.0019040909
17066	0.0041725581
17070	0.0008177907
17071	0.0004155814
17076	0.0044430233
17077	0.301674186
17078	0.00024
17080	0.0011583582
17082	0.0014988889
17083	0.0079430233
17085	0.0013089535
17086	0.0001640698
17087	0.0111260465
17089	0.0052937209
17090	0.0007365116
17091	0.0055301163
17094	0.0089168605
17095	0.0028418605
17099	0.0027811628
17100	0.0014725581
17101	0.0004022222
17102	0.003354186
17103	0.0002575
17106	0.004555814
17107	0.0100001163
17111	0.00038
17112	0.0028631395
17114	0.0017181395
17116	0.0002454651
17118	0.0021272093
17119	0.0021272093
17122	0.0020508571
17123	0.007444186
17124	0.0003265116
17125	0.00014
17126	0.0001642857
17128	0.006802907
17129	0.0064627907
17130	0.000103
17133	0.0017998837
17134	0.0015282558
17135	0.0382030233
17136	0.00038
17138	0.0401661628
17143	0.0026993023
17146	0.0694692308
17147	0.0061354651
17148	0.0003552941
17149	0.0060989412
17150	0.0153790698
17151	0.1063145349
17152	8.1976744186E-05
17153	0.0018817442
17154	0.0044990698
17155	0.0216187209
17156	0.0004083721
17158	0.0003885714
17159	0.0008996512
17161	0.0006685
17162	8.1976744186E-05
17166	0.0012269767
17167	0.0003506897
17171	0.0007083333
17172	0.0013906977
17178	0.0005468421
17179	8.1976744186E-05
17180	3.7251591861
17182	0.002647093
17184	0.00123
17185	0.0070352326
17186	0.6993504651
17188	0.0007644444
17189	0.0009275
17193	1.3286338372
17194	0.0008177907
17195	0.0003589474
17199	0.0023802326
17201	0.0027811628
17202	0.0003111111
17203	0.001554186
17206	0.046449186
17207	0.0031086047
17208	0.0004169231
17211	0.0011452326
17214	0.0062173256
17215	0.0013339535
17216	0.0001183333
17218	0.5755389535
17219	0.001962907
17222	0.00046625
17226	0.001962907
17227	0.0001640698
17230	0.5689487209
17231	0.3372161628
17232	0.0020448837
17233	0.0147056977
17234	0.0002454651
17235	0.0011452326
17238	0.0022014815
17239	0.0115347674
17240	0.0580819767
17242	0.0018817442
17246	0.0082351163
17247	0.0002454651
17248	0.0004909302
17249	0.000504
17250	0.0084262791
17252	0.0003307143
17253	0.0008177907
17255	8.1976744186E-05
17256	0.000115814
17258	0.0004763953
17260	0.15553
17261	0.0013356977
17262	0.00228
17263	0.0002545
17266	0.0005846667
17268	0.001619186
17270	0.0011885714
17271	0.0079411765
17272	0.0020792188
17274	0.00011875
17275	0.0018960465
17276	0.00023
17279	0.000226
17280	0.0077221127
17281	0.0035428571
17282	0.0018960465
17283	0.0174095349
17284	0.0040532558
17285	0.0001335294
17286	0.00029
17287	0.0003071429
17289	0.0031626744
17290	0.0006137288
17291	0.0003262222
17292	0.0001409302
17293	0.0002674545
17294	0.0003001818
17295	0.0002532258
17296	0.0003166667
17297	0.2244737209
17298	0.0049153012
17299	0.0011847674
17301	0.0236704651
17302	0.0018567442
17303	0.0008696512
17304	0.00128
17305	0.0015462791
17306	0.0005931481
17307	0.0016582051
17308	0.0256172093
17309	0.0003525581
17310	0.0004182558
17311	0.0122287209
17312	0.0009087209
17313	0.0003763953
17314	0.0108936047
17315	0.0001335294
17316	0.2075422093
17317	0.0040532558
17318	0.007682093
17321	0.0025072727
17322	0.0043666279
17323	0.0011765116
17324	0.0032025581
17325	0.0019709302
17327	0.0060927907
17328	0.0045698837
17329	0.0001866667
17330	0.0006292593
17331	0.0002030233
17333	0.0003113333
17334	0.0014761628
17335	0.00652
17336	0.000897093
17337	0.0018960465
17339	0.0004490698
17340	0.0015294595
17341	0.000243125
17342	0.0006315116
17343	0.0260034884
17344	0.0007819767
17345	6.45833333333E-05
17346	0.0008454651
17347	0.0040532558
17348	0.0036546512
17349	0.000475
17350	0.0002066667
17351	0.0001335294
17352	2.93333333333E-05
17353	0.0014605882
17354	0.000196
17356	0.0002998592
17357	0.0120295349
17358	0.0132831395
17359	0.0023651765
17361	0.057137907
17362	4.57142857143E-05
17363	0.00078375
17364	0.0003701429
17366	0.0001333803
17367	0.0007031395
17368	0.0022985882
17371	0.0026066279
17372	0.0004336364
17373	0.0004222093
17376	0.0040532558
17378	0.001817093
17379	0.0040532558
17381	0.0006707042
17382	0.0011858442
17383	0.0019674419
17384	0.0008018644
17385	0.0071763855
17386	0.0040532558
17387	0.00018
17389	0.0005773077
17390	0.0004465854
17391	0.0001736047
17392	0.000112
17394	0.0001822222
17395	0.0040532558
17396	0.00024625
17398	0.0056290698
17399	0.0023619355
17400	0.0012645349
17401	0.0066769767
17402	0.0001871429
17404	0.0011070886
17405	0.003802907
17406	0.0040532558
17407	0.00018
17409	0.0050947368
17410	0.003534
17412	0.0054809302
17413	0.0013356977
17416	0.0001409302
17417	0.0012645349
17418	0.00025
17419	0.1785568831
17422	0.0025330588
17423	9.72093023256E-05
17424	0.0013638571
17425	0.0007161538
17427	0.0002605814
17428	0.0006207407
17429	0.00036625
17430	0.000570625
17431	0.000695
17432	0.0037387209
17435	0.0001792593
17436	0.0003262222
17437	0.0004058333
17438	0.00043875
17439	0.000142
17440	0.001817093
17443	0.0007257377
17445	0.0029362651
17446	0.0003373077
17447	0.0003012766
17448	0.00011
17449	0.0030431395
17450	0.014275
17451	0.0011314634
17453	0.0047782558
17454	0.0001586667
17455	4.22222222222E-05
17456	0.0040532558
17457	0.0008431395
17458	9.72093023256E-05
17459	3.06097560976E-05
17460	0.0001976667
17461	0.0002664865
17462	0.0060189535
17463	0.0002857447
17464	0.0255822093
17465	0.3363595349
17466	0.000779186
17467	0.0040532558
17468	0.0017565116
17469	0.00036625
17470	0.0061397468
17471	0.0040532558
17472	0.0005504651
17473	0.0003675
17475	0.0003241667
17476	5.6935483871E-05
17477	0.0040532558
17478	0.0018643529
17479	0.0328823256
17480	0.0002605814
17481	0.0005225352
17482	5.6935483871E-05
17483	0.0031997647
17485	0.0001755556
17486	0.0007266667
17489	0.00005375
17490	0.0004134545
17492	0.0229817442
17493	0.0002938889
17494	0.0002760606
17495	0.00005375
17496	0.000693
17497	0.0004441176
17498	0.0005789535
17499	0.0003525581
17500	0.0003573333
17501	0.0006662745
17503	0.0014605882
17504	0.048422907
17505	0.0003573333
17507	0.0040532558
17508	0.0040532558
17509	0.0009546512
17512	0.0013467089
17514	0.0001065116
17515	0.0002987879
17516	0.0040532558
17517	0.0032225
17518	0.0003513953
17520	0.0036546512
17521	0.0008431395
17522	0.0006087209
17523	9.72093023256E-05
17524	0.0016395238
17525	0.0028872152
17526	0.0018937736
17527	0.0096454651
17528	0.0002727273
17529	0.0007341071
17531	0.0289236905
17532	0.0028813953
17533	0.0020704706
17534	0.0026002326
17535	0.038082907
17536	0.0014167532
17537	0.000115
17538	0.000800597
17539	0.0003701429
17541	0.0006407143
17542	0.5603128049
17543	0.0005559615
17544	0.0001183333
17545	0.0006385714
17546	0.0073806977
17547	0.0014605882
17548	0.001938642
17549	0.0025295349
17550	0.0018707792
17551	5.15789473684E-05
17552	0.0030466279
17553	0.0005841935
17554	0.0407987209
17555	0.0007103488
17556	0.000112029
17557	0.0386761628
17558	0.0003663953
17560	0.0036443023
17561	0.00026
17563	0.0014912195
17564	0.0019354651
17565	0.0037387209
17566	0.0008081818
17567	0.0019373585
17568	0.0003584091
17570	0.0004919767
17572	0.0001453488
17573	0.0014761628
17574	0.0040532558
17576	0.0003080769
17577	0.0013031395
17578	0.0016372973
17579	0.0035839535
17580	0.0003
17581	0.0021780233
17583	0.0008875
17584	0.0028118605
17585	0.0004698
17586	0.0822584884
17587	0.0001335294
17588	0.0004213636
17592	0.0466660465
17593	0.0035839535
17594	0.0014605882
17595	0.0012243023
17596	9.72093023256E-05
17597	0.0002354545
17598	0.0041474419
17599	0.0025473256
17601	0.00011875
17602	0.000347907
17603	0.0149851163
17604	0.0020538372
17606	0.0013904651
17607	6.53333333333E-05
17608	0.00018
17609	0.0004594828
17610	0.0055515116
17611	0.0909922093
17612	0.0004693182
17613	0.122199186
17614	0.00011
17615	0.0047790698
17617	0.0001893333
17618	0.0326654651
17619	0.1029027907
17620	0.0003653333
17621	0.0014037255
17622	9.72093023256E-05
17624	0.0001409302
17626	0.0026002326
17627	0.008075814
17628	0.0011106667
17629	0.0003701429
17630	0.0012645349
17631	0.000060339
17633	0.002555
17634	0.0384104651
17636	0.00048875
17637	0.0006251429
17639	0.000695
17640	9.73684210526E-05
17643	0.0007782
17644	9.72093023256E-05
17645	4.57142857143E-05
17646	0.0001335294
17647	0.0005952941
17650	0.0013819767
17651	9.72093023256E-05
17652	0.000035
17653	0.0135327907
17654	0.0255112791
17655	0.0006095652
17656	0.0167463934
17657	0.0015142
17658	0.0003232075
17662	0.096565
17663	0.0016165116
17665	0.002175
17668	0.038082907
17670	0.0052706977
17671	0.0028118605
17673	0.0011765116
17674	9.72093023256E-05
17675	0.0013781818
17678	0.00128
17679	0.0021084884
17680	0.001265
17681	0.00249575
17682	0.0033030233
17683	0.0004465957
17684	0.000019
17685	0.0007397436
17687	0.0105419767
17688	0.003650814
17689	0.0024598837
17691	6.64285714286E-05
17692	0.0003701429
17693	0.0004548889
17694	0.0040532558
17695	0.0015415294
17696	0.0040532558
17697	0.0006326744
17698	0.0868694186
17699	0.0001025
17700	0.000233
17701	0.0004503846
17703	0.0301503488
17704	0.00004
17705	0.0003154545
17706	0.0002210526
17707	0.0025092857
17708	0.01773375
17709	0.0004183333
17710	0.0002888889
17711	0.00026
17712	0.0008454651
17714	0.0005754545
17715	0.0579102326
17718	0.00031875
17719	0.0004919767
17720	9.72093023256E-05
17721	4.29411764706E-05
17722	0.0013033333
17723	0.0315467442
17724	0.0413031765
17725	0.0568917647
17726	0.0050598837
17728	0.0040532558
17729	0.000399
17730	0.0001409302
17732	0.0033075806
17733	0.00036
17734	0.0023331765
17735	0.0013819767
17737	0.000255
17738	0.0031626744
17739	0.0011525
17740	0.0004442857
17742	0.00011875
17743	0.0040532558
17745	0.0010265116
17747	0.2706925581
17748	0.0002868571
17749	0.0045698837
17751	0.0002941176
17752	0.3639809302
17753	0.0004657647
17754	0.0028044186
17756	1.33333333333E-05
17757	0.0006005882
17758	0.00007
17759	4.90697674419E-05
17760	0.0005094737
17761	5.6935483871E-05
17763	0.0003262222
17764	0.7854740698
17766	0.000542963
17767	0.0000996
17768	0.0013036047
17769	0.001967625
17770	0.0010265116
17771	0.0137635135
17774	0.0007562791
17775	9.72093023256E-05
17776	0.0006733333
17779	5.03571428571E-05
17780	0.0040532558
17782	0.000411875
17783	0.0002975
17784	0.0001494521
17788	0.0003262222
17789	0.0004647674
17790	0.01611
17791	0.0016866279
17793	0.0024238372
17794	0.0007362821
17795	0.0014605882
17796	0.000082
17797	0.0006783333
17798	0.004939186
17799	0.0031269767
17800	0.000607
17802	0.00181
17804	0.0002313953
17805	0.0008054651
17806	0.0155112195
17807	0.0650789535
17808	0.0001218519
17809	0.0001472727
17810	0.0002738095
17811	0.0004395
17812	0.0007031395
17813	0.001817093
17814	0.000280814
17815	0.1775272093
17816	0.0003967164
17818	0.0012243023
17819	0.0236093478
17823	0.002015
17826	0.0001525
17827	0.0016165116
17828	0.002637093
17829	0.001332907
17830	0.0065141176
17831	0.00013
17833	0.0006833333
17834	3.7358490566E-05
17835	0.2438583721
17836	0.0003440909
17837	3.33333333333E-05
17839	0.000312963
17840	0.000280814
17841	0.0031884884
17842	0.0014290323
17843	0.0022373171
17844	9.72093023256E-05
17845	0.0003262222
17846	0.0003756667
17847	0.06276
17848	0.0570669767
17850	1.5217934884
17851	0.109632907
17853	0.0006326744
17854	0.0001492593
17855	0.0016983721
17856	0.0011396512
17857	0.0040532558
17858	0.0044046032
17859	0.0037387209
17860	0.0004773134
17862	0.000680641
17863	0.003534
17865	0.00032625
17866	0.0088051163
17867	0.0080719048
17868	0.0002939286
17869	0.00001
17871	0.0008794915
17872	0.0008431395
17873	0.0013356977
17874	0.000555
17875	0.0137747674
17877	0.0014605882
17879	0.0005624419
17881	0.0024598837
17882	0.0009140698
17884	0.0003134
17885	0.0042661628
17886	0.0001409302
17887	0.0087588525
17889	5.6935483871E-05
17890	0.0041468605
17891	0.0040532558
17892	0.0010659302
17893	0.0040532558
17894	8.81176470588E-05
17897	0.0114561628
17898	0.0003369412
17899	0.0037952326
17900	0.0005144
17901	0.0013655
17902	0.0004170588
17903	0.0627847674
17904	0.0013356977
17905	0.0003603846
17907	0.0080373913
17908	0.0006728
17909	0.0014605882
17910	0.0027612791
17911	0.0023894186
17912	0.0012133333
17913	0.00080575
17914	0.0009518605
17915	0.0455132558
17916	0.0008801163
17917	0.0040532558
17919	0.0002925
17920	0.0040763953
17921	0.0004120833
17922	0.0001453488
17923	0.1660398837
17924	0.0009495349
17925	0.0007495745
17926	0.0010832432
17927	0.0055322093
17928	0.0001333333
17931	0.0004141176
17932	0.0031626744
17935	0.0006942222
17936	0.0010659302
17938	5.18181818182E-05
17940	0.0007575
17941	0.0135327907
17942	0.0003701429
17943	0.0040532558
17944	0.1882452326
17945	0.0011325
17947	0.0324277907
17948	3.06097560976E-05
17949	0.0001416667
17952	0.0011448718
17955	0.0044975581
17956	0.0040532558
17957	0.0099764198
17958	0.0006086047
17959	0.0011407692
17960	0.0007031395
17961	7.21621621622E-05
17963	0.00041875
17964	0.0001378125
17965	0.0040532558
17967	0.0006417647
17968	0.002036
17969	0.0037917442
17970	0.0014605882
17972	0.005352
17973	0.0048931395
17974	0.0018773913
17976	0.0003525581
17977	0.001332907
17978	0.0021488462
17979	0.0004186667
17980	0.0030034783
17981	0.0014053488
17982	0.002039625
17983	9.72093023256E-05
17985	0.000305
17986	0.01369
17988	0.0003763953
17989	0.0061139535
17991	0.000255
17994	5.6935483871E-05
17996	0.001522029
17998	0.0004408889
17999	0.0002375
18000	0.085597093
18001	0.0068104651
18003	0.0012534
18004	0.0002416667
18006	0.0001021053
18007	0.0012615909
18008	0.0012243023
18011	0.0268158065
18013	0.0004033333
18014	0.000198
18016	0.0000435
18018	0.001195
18019	0.0010659302
18020	0.00035
18021	0.0017609091
18022	0.00041625
18023	0.0005592982
18024	0.0008377778
18025	0.0068104651
18026	0.0011765116
18027	0.0004763953
18029	0.0909922093
18030	0.1460789412
18031	0.0809243023
18032	0.0001384211
18033	0.0037387209
18034	0.00001
18037	3.06097560976E-05
18039	0.0017772093
18040	0.0014605882
18041	0.0002465455
18042	0.0017596875
18043	0.000092
18044	0.0003495238
18046	0.0011452326
18047	0.0003530769
18048	7.04651162791E-05
18049	0.0005841935
18050	0.0040532558
18051	0.00005375
18052	0.0010367647
18053	0.007134321
18054	0.0143638372
18055	0.0001125
18056	0.0008392308
18058	0.0012887209
18059	0.000783
18060	0.0001425
18061	0.0001188571
18063	1.2618574419
18064	0.0002543939
18065	0.000347931
18066	0.0008852381
18067	0.0206626744
18068	0.0020538372
18069	0.0007855556
18070	0.0003525581
18071	0.0109640698
18072	0.0005841935
18073	0.003785641
18074	0.000539
18076	0.0001188571
18077	0.5485851163
18078	0.0015462791
18079	0.0001416667
18080	0.0009140698
18081	0.0002075472
18082	0.001675
18084	0.0014605882
18085	0.0007043939
18088	0.00025
18089	0.0003262222
18090	0.0059032558
18091	0.000877093
18093	0.00018
18094	0.0012227273
18095	0.00097
18096	0.0040532558
18098	0.0045765217
18099	0.000407
18100	0.0004706667
18101	0.0012466279
18102	0.0005913636
18104	0.0040532558
18105	0.0065356977
18106	0.0011056977
18107	0.000175
18108	0.0001983333
18109	0.005197619
18110	0.000926
18112	0.0013777647
18113	0.0002761905
18114	0.000454375
18115	0.0595268605
18118	0.000347907
18120	0.000015
18121	0.0001409302
18122	0.0007066279
18124	0.0003525581
18125	0.0007009302
18127	0.0330354651
18129	0.0132722093
18131	0.00074
18132	0.0015474684
18133	0.0530615116
18135	0.001229375
18136	0.0004909756
18138	0.0121659091
18141	0.0040532558
18144	0.0039098837
18145	0.0004640698
18146	5.6935483871E-05
18147	0.0040532558
18149	0.0038567059
18150	0.0005381818
18152	0.0018273256
18153	0.0042840698
18154	0.0004508333
18155	0.0078535366
18156	9.72093023256E-05
18157	0.0006491026
18158	0.0028397674
18160	0.003534
18163	0.0001716667
18164	0.0016983721
18165	0.0135327907
18166	5.57777777778E-05
18167	0.0001188571
18169	0.000154
18171	5.6935483871E-05
18173	0.0058588525
18174	0.0050053659
18176	0.0011452326
18177	9.72093023256E-05
18178	1.518405814
18179	0.0013904651
18180	0.0006803488
18181	0.0013904651
18182	0.0083630233
18183	0.0037243023
18184	0.0032326744
18185	0.0003374545
18186	0.0032326744
18190	0.001364
18191	0.0001677778
18192	0.000695
18194	0.0007667273
18195	0.0013985455
18196	0.0004603571
18197	0.0001866667
18198	0.00018
18200	0.0001188571
18202	0.0006295918
18203	0.0014761628
18204	9.72093023256E-05
18206	0.0003462963
18207	0.0001736047
18208	0.1121296154
18212	0.0002157692
18213	9.30769230769E-05
18214	0.0005317544
18219	0.000280814
18220	0.0006625
18221	0.0001409302
18225	0.0006326744
18226	0.0026001176
18227	0.0029944444
18228	0.00014
18230	3.06097560976E-05
18231	0.000839375
18232	0.0012243023
18233	0.0023214545
18234	0.0016165116
18235	0.0003965217
18236	0.0002605814
18237	0.0006496471
18238	0.0498298837
18239	0.0103732432
18240	0.004445119
18241	0.004087
18242	0.0014611628
18244	0.0033736047
18245	0.0002726087
18246	0.00005375
18247	0.0174840678
18250	0.0002134694
18251	0.1775977907
18252	0.0022207813
18253	0.0005623077
18256	8.81176470588E-05
18257	0.0011223256
18258	0.0029365
18259	0.0001409302
18261	0.000731
18262	0.00071
18263	0.0003833721
18264	0.0040532558
18265	0.0004655556
18267	0.0056924419
18268	0.000154
18269	0.0280384615
18270	0.0002233333
18271	0.0014476471
18272	0.0026459302
18273	0.00001
18274	0.0009435135
18275	0.0226297674
18276	0.0007555102
18277	0.0030218605
18278	0.0013819767
18279	0.0025849091
18280	0.0003701429
18281	0.0031626744
18282	0.0040532558
18283	0.0045415493
18285	0.0303611628
18286	0.0006783529
18287	0.0011452326
18288	0.0067937037
18289	0.0267765116
18291	0.0006477049
18293	0.0004640698
18295	0.0003118182
18297	0.0238511905
18299	8.68421052632E-05
18300	0.0012243023
18302	0.0506908235
18304	9.29166666667E-05
18305	0.0020932558
18306	0.0915140698
18308	0.000695
18309	5.89285714286E-05
18310	0.0105163953
18311	0.0003506452
18313	0.0001333333
18314	0.0040532558
18317	0.00072
18318	0.0001125
18320	0.0004794231
18321	0.0007763953
18322	0.0028813953
18324	0.0060337209
18325	0.0005710526
18326	0.0001409302
18327	0.0010539535
18328	0.0018960465
18333	0.0011231646
18334	0.000695
18335	0.0005804651
18336	0.0040532558
18337	0.0040532558
18338	0.0002834
18339	0.0003377143
18341	0.0009773333
18342	0.00046
18344	0.0011188
18345	0.0040532558
18346	0.0001736047
18347	0.0040532558
18348	0.0040532558
18349	0.0010442
18351	0.0007923729
18352	0.0166476744
18353	0.0130018605
18354	0.0020538372
18355	0.0006467692
18356	0.0003254167
18357	0.0003134
18359	0.0006326744
18360	0.0056290698
18361	0.0016983721
18362	0.0001166667
18364	0.0003525581
18365	0.0008886047
18366	0.001528125
18367	0.0001725
18368	0.000695
18371	0.0023194186
18373	0.00041
