node	traffic
1649	0.0055072093
1651	0.0006669767
1652	0.0060274419
1653	0.0042874419
1654	0.0112683721
1655	0.0005639286
1657	0.0005096512
1658	0.0003734884
1660	0.0003619767
1661	0.0007233721
1662	0.0003397674
1663	0.00049
1664	0.0013762791
1665	0.0003282558
1666	0.0006477647
1667	0.0011844444
1668	0.0002595349
1669	0.0166344186
1670	0.0007802326
1671	0.0021930769
1672	0.0005096512
1673	0.0001133721
1674	0.011175814
1676	0.0035055128
1678	0.0008495349
1679	0.0021936047
1680	0.0003054651
1682	2.36585365854E-05
1683	0.0161597674
1684	0.0009976471
1686	0.0006833333
1687	0.0003285714
1688	0.0002152632
1689	0.00001
1690	0.076323125
1691	0.000713913
1692	7.93023255814E-05
1694	0.0010631395
1695	0.001064375
1696	0.0039015116
1697	0.000325375
1698	0.0005096512
1699	0.0005995349
1700	0.0019677907
1701	0.0001247674
1702	0.0016218919
1703	0.0017993023
1704	0.00095
1705	0.000305
1706	0.0005518519
1707	0.1681875581
1709	0.0023228235
1710	0.0005096512
1711	0.0011765116
1712	5.59302325581E-05
1715	0.0193904651
1717	0.0016043023
1718	0.0005667532
1719	0.0005547674
1720	0.0003502326
1721	0.0002393333
1722	0.0003177907
1723	0.0014359302
1724	0.001872973
1725	0.0015403797
1726	0.0005096512
1727	0.0332465116
1729	0.0005096512
1731	0.2548019767
1732	0.0007348837
1733	0.0005096512
1734	0.0001605455
1735	0.184727907
1736	0.0005096512
1737	0.0005096512
1738	0.0005096512
1739	0.0005096512
1740	0.0003397674
1742	0.0005108571
1743	2.80952380952E-05
1744	0.0003397674
1745	0.0004125
1747	0.000082549
1748	0.0001062791
1750	0.0003397674
1751	0.0001697674
1752	0.0067515116
1757	0.0043904651
1758	0.000790625
1760	6.13043478261E-05
1761	0.0003397674
1762	0.0001828571
1763	0.0015945349
1764	9.02325581395E-05
1765	0.0003604762
1767	0.0052475581
1768	0.00039625
1769	0.0015948837
1771	0.0007772973
1772	0.0005096512
1773	0.0002380233
1774	0.0022062963
1775	0.0047988372
1776	2.36585365854E-05
1778	0.0005096512
1781	0.0019454651
1782	0.0009718824
1784	2.36585365854E-05
1785	0.0015896512
1786	0.0001186957
1788	0.0015998837
1791	0.0004977778
1792	0.0001697674
1793	0.0024694915
1794	0.0003397674
1795	0.013680625
1796	0.0004362857
1797	0.0016472
1798	0.0002722093
1799	5.59302325581E-05
1803	0.0006798837
1804	0.0001186957
1806	0.0039916279
1807	0.0753934884
1808	0.0006798837
1810	0.0001062791
1811	0.0429493023
1812	0.0075961446
1813	0.0005096512
1814	0.0003954651
1815	0.0048624419
1816	9.02325581395E-05
1819	0.0005147619
1820	0.000773125
1821	0.0010851163
1822	0.0300352326
1823	0.0005643902
1825	0.0002669565
1826	1.13333333333E-05
1827	0.0005086047
1829	0.000224
1830	0.0026855
1831	0.0017302326
1832	0.0005092188
1833	0.0006798837
1835	0.0015745349
1836	9.02325581395E-05
1837	0.0129411628
1838	0.0004298837
1839	0.0002116279
1845	0.0003163953
1847	0.0621166279
1848	0.0005096512
1850	0.0002722093
1851	0.0023861628
1853	0.0005992
1854	0.0008242105
1856	0.0015840698
1857	0.0016040698
1858	0.0091046512
1859	0.0005096512
1860	0.0010286047
1861	0.0007067857
1862	0.0016004651
1863	9.17647058824E-05
1864	0.0004574074
1865	0.0001995294
1866	0.0001186957
1867	0.953194186
1869	0.0025588235
1871	0.0002037209
1872	0.0016137209
1875	0.0011271429
1876	0.0002265116
1877	0.0005312791
1878	0.0001186957
1879	0.0005096512
1882	0.0013873171
1883	0.0006109302
1884	0.0025921538
1885	0.0002066667
1887	0.0004441667
1888	0.0003397674
1889	0.0005096512
1891	0.008667093
1892	0.0006225581
1893	0.0006798837
1894	0.0005096512
1897	0.0005096512
1898	0.0007014286
1899	3.42352941176E-05
1900	0.0039353488
1901	0.0003731395
1902	0.0005424419
1903	0.0642546512
1904	7.93023255814E-05
1905	3.42352941176E-05
1906	0.0015825581
1908	0.0005096512
1909	0.00022
1910	0.0005203488
1911	0.0002827907
1913	0.0001582558
1914	0.0016105814
1915	7.3137254902E-05
1916	0.0058510465
1917	0.0015965116
1918	0.000847093
1919	0.001577093
1920	0.0005096512
1921	0.0318761628
1922	0.000135814
1923	0.0030761628
1926	0.0001582558
1927	0.007875814
1930	0.0011080233
1932	0.0043198837
1936	0.0013236047
1937	0.000690125
1938	2.36585365854E-05
1939	0.0596973256
1940	0.0043065432
1941	0.0005096512
1942	0.0001547273
1943	0.0003397674
1944	2.36585365854E-05
1945	0.0001811628
1946	0.0015953488
1947	0.000045814
1949	0.0001915116
1952	0.0005096512
1955	0.002284186
1956	0.001604186
1957	0.0105166279
1958	0.0180890698
1959	0.0005521818
1960	0.0001017442
1961	0.0037580233
1962	7.15789473684E-05
1963	0.0015986047
1964	0.0015798837
1965	0.0008589535
1966	0.0018297468
1967	0.0006560465
1969	0.0011417442
1971	0.0300006977
1972	0.0003282558
1973	0.0088226744
1975	0.0012437209
1976	0.0095212791
1978	0.0210174118
1983	0.0006798837
1985	0.0001186957
1986	0.0008243243
1988	0.000485122
1989	0.0008495349
1990	0.0003397674
1992	0.0003397674
1993	0.0158816279
1994	0.0005096512
1996	0.0017254217
1998	0.002905814
1999	0.0007348837
2000	0.0013593023
2002	0.0055046512
2003	0.0015934884
2004	0.0020802326
2005	0.0005096512
2007	0.0005096512
2009	0.0016009302
2010	0.0015809302
2011	0.0006798837
2012	0.003867093
2013	0.0005096512
2014	0.0007348837
2015	0.0005096512
2016	0.000952907
2020	3.42352941176E-05
2021	0.0007690698
2024	0.000045814
2025	0.0014446835
2026	0.0002116279
2027	0.00069
2028	0.0003173913
2029	0.0002226087
2030	0.0005096512
